"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 14;  Democracy Status 16;  Trend Democracy;;  Economy Status 14;  Economy Status 16;  Trend Economy;;  Governance Index 14;  Governance Index 16;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Lesotho;5;73;5,33;65;5,65;7,0;6;9;8;5;6,3;8;4;7;6;5,5;4;6;6;6;4,5;4;5;5,0;4;5;6;5;80;5,00;2,0;2;5,5;5;2;8;7;6,0;6;6;7,5;8;7;4,5;3;6;6,0;6;3,5;4;3;96;4,04;6,8;8;7;7;8;6;4,8;4,35;4,7;6;4;4;3,7;4;3;4;3,4;4;4;4;3;2;5,7;6;5;6;;;6,25;5,65;-0,60;�;4,71;5,00;0,29;�;4,96;4,04;-0,92;�;;;8;4;7;6;4;6;5,5;0;Dem.;;;5,33;4;Very limited;5,65;3;Highly defective democracy;5,00;3;Limited;4,04;4;Weak;6,8;2;Substantial;4,35;4;Flawed
Liberia;3;67;5,54;48;6,55;7,5;8;8;9;5;7,0;8;6;8;6;5,3;6;5;5;5;7,5;7;8;5,5;5;5;7;5;94;4,54;1,0;1;4,8;5;4;4;6;6,0;5;7;7,0;7;7;3,5;3;4;5,0;5;4,5;5;4;23;6,16;7,4;10;7;4;10;9;4,6;6,53;6,0;7;5;6;5,3;5;5;6;6,8;7;7;7;7;6;8,0;9;8;7;;;6,45;6,55;0,10;�;4,50;4,54;0,04;�;6,22;6,16;-0,05;�;;;8;6;8;6;6;5;6,5;0;Dem.;;;5,54;3;Limited;6,55;2;Defective democracy;4,54;4;Very limited;6,16;2;Good;7,4;2;Substantial;6,53;2;Sound
Libya;4;124;2,64;126;2,38;1,8;1;2;3;1;3,8;4;1;4;6;1,8;2;2;2;1;2,0;2;2;2,7;3;4;n/a;1;119;2,89;3,0;3;3,3;2;3;4;4;4,0;4;4;3,0;2;4;2,0;1;3;2,0;2;3,0;3;3;121;2,47;7,5;10;8;10;5;3;9,3;2,62;3,0;3;1;5;1,3;2;1;1;2,8;3;2;1;4;4;3,3;3;3;4;;;4,13;2,38;-1,75;�;5,11;2,89;-2,21;�;4,15;2,47;-1,67;�;;;4;1;4;6;2;1;1;5;Aut.;;;2,64;5;Failed;2,38;5;Hard-line autocracy;2,89;5;Rudimentary;2,47;5;Failed;7,5;2;Substantial;2,62;5;Poor
Lithuania;1;6;9,15;6;9,30;10,0;10;10;10;10;9,5;9;10;10;9;9,0;10;9;8;9;10,0;10;10;8,0;7;8;9;8;4;9,00;8,0;8;9,5;9;10;10;9;10,0;10;10;10,0;10;10;8,5;8;9;8,0;8;9,0;9;9;6;7,19;1,4;1;3;1;1;1;1,5;8,88;8,3;9;8;8;8,3;9;8;8;9,2;10;10;8;9;9;9,7;10;10;9;;;9,25;9,30;0,05;�;8,71;9,00;0,29;�;7,08;7,19;0,11;�;;;9;10;10;9;10;9;10;0;Dem.;;;9,15;1;Highly advanced;9,30;1;Democracy in consolidation;9,00;1;Highly advanced;7,19;1;Very good;1,4;5;Negligible;8,88;1;Excellent
Madagascar;5;82;4,97;70;5,40;7,3;7;9;8;5;5,8;7;7;5;4;4,3;4;4;4;5;5,5;5;6;4,3;4;5;4;4;94;4,54;2,0;2;5,3;4;5;6;6;6,5;6;7;5,5;5;6;3,5;3;4;5,0;5;4,0;5;3;68;4,86;7,0;8;7;5;10;7;5,3;5,20;5,0;5;4;6;4,0;4;4;4;5,8;6;5;6;5;7;6,0;6;6;6;;;4,37;5,40;1,03;�;4,18;4,54;0,36;�;3,61;4,86;1,24;�;;;7;7;5;4;4;5;6;0;Dem.;;;4,97;4;Very limited;5,40;3;Highly defective democracy;4,54;4;Very limited;4,86;3;Moderate;7,0;2;Substantial;5,20;3;Fair
Malawi;5;65;5,55;51;6,50;7,8;9;8;8;6;7,3;6;8;8;7;6,0;7;6;5;6;7,0;7;7;4,5;4;4;6;4;90;4,61;2,0;2;5,8;4;6;7;6;5,5;5;6;6,5;6;7;4,0;3;5;5,0;5;3,5;3;4;43;5,63;6,9;8;7;4;10;8;4,1;6,05;6,3;7;5;7;4,3;4;5;4;6,2;7;7;7;5;5;7,3;8;6;8;;;6,65;6,50;-0,15;�;4,89;4,61;-0,29;�;5,99;5,63;-0,36;�;;;6;8;8;7;7;6;7,5;0;Dem.;;;5,55;3;Limited;6,50;2;Defective democracy;4,61;4;Very limited;5,63;2;Good;6,9;2;Substantial;6,05;2;Sound
Malaysia;7;48;6,21;77;4,98;8,3;9;9;6;9;3,8;4;3;4;4;4,8;4;4;6;5;2,5;3;2;5,7;7;5;n/a;5;21;7,43;7,0;7;7,5;8;6;7;9;8,0;9;7;8,0;9;7;7,0;7;7;8,0;8;6,5;6;7;47;5,46;4,1;4;6;5;2;3;4,5;6,29;5,0;5;5;5;6,7;7;7;6;5,5;7;5;5;5;n/a;8,0;7;7;10;;;5,23;4,98;-0,25;�;7,46;7,43;-0,04;�;5,65;5,46;-0,19;�;;;4;3;4;4;4;5;9;2;Aut.;;;6,21;3;Limited;4,98;4;Moderate autocracy;7,43;2;Advanced;5,46;3;Moderate;4,1;4;Minor;6,29;2;Sound
Mali;3;75;5,18;62;5,85;5,5;5;6;6;5;7,0;7;6;8;7;4,8;4;5;4;6;6,0;6;6;6,0;4;7;6;7;96;4,50;1,0;1;5,5;4;5;6;7;6,5;8;5;5,5;5;6;3,5;3;4;6,0;6;3,5;4;3;49;5,40;7,0;8;3;6;9;10;5,9;5,78;5,3;5;5;6;4,3;4;5;4;5,8;6;6;5;6;6;7,7;7;8;8;;;4,25;5,85;1,60;�;3,93;4,50;0,57;�;4,19;5,40;1,21;�;;;7;6;8;7;4;6;5;0;Dem.;;;5,18;4;Very limited;5,85;3;Highly defective democracy;4,50;4;Very limited;5,40;3;Moderate;7,0;2;Substantial;5,78;3;Fair
Mauritania;3;98;4,35;85;4,27;6,0;8;6;4;6;4,5;3;2;6;7;4,0;3;4;4;5;2,5;3;2;4,3;5;4;n/a;4;98;4,43;3,0;3;3,5;3;2;5;4;5,5;6;5;5,0;5;5;3,5;4;3;7,0;7;3,5;4;3;89;4,20;7,3;8;8;5;8;9;6,;4,47;4,0;4;4;4;3,7;4;3;4;4,2;4;4;4;4;5;6,0;5;6;7;;;4,40;4,27;-0,13;�;4,32;4,43;0,11;�;4,06;4,20;0,14;�;;;3;2;6;7;3;5;7;3;Aut.;;;4,35;4;Very limited;4,27;4;Moderate autocracy;4,43;4;Very limited;4,20;4;Weak;7,3;2;Substantial;4,47;4;Flawed
Mauritius;5;13;8,09;12;8,60;9,0;10;9;8;9;8,8;9;10;9;7;8,3;9;9;7;8;9,5;9;10;7,5;8;8;9;5;19;7,57;7,0;7;8,5;9;7;9;9;8,0;8;8;8,0;8;8;7,0;8;6;8,0;8;6,5;6;7;15;6,74;2,7;3;4;2;3;2;2,4;8,04;8,3;9;8;8;6,7;7;8;5;8,5;10;9;8;7;n/a;8,7;9;8;9;;;8,55;8,60;0,05;�;7,68;7,57;-0,11;�;6,65;6,74;0,09;�;;;9;10;9;7;9;8;9,5;0;Dem.;;;8,09;2;Advanced;8,60;1;Democracy in consolidation;7,57;2;Advanced;6,74;2;Good;2,7;4;Minor;8,04;1;Excellent
Mexico;2;41;6,40;54;6,30;7,5;5;8;9;8;6,5;7;6;7;6;5,0;7;5;4;4;6,5;6;7;6,0;7;7;5;5;33;6,50;6,0;6;7,5;6;6;10;8;8,5;10;7;7,0;6;8;5,5;6;5;6,0;6;5,0;5;5;53;5,34;5,1;6;6;7;3;4;4,8;5,98;6,3;7;6;6;4,7;5;6;3;5,6;8;5;5;5;5;7,3;7;7;8;;;6,80;6,30;-0,50;�;6,89;6,50;-0,39;�;5,64;5,34;-0,30;�;;;7;6;7;6;7;4;6,5;0;Dem.;;;6,40;3;Limited;6,30;2;Defective democracy;6,50;3;Limited;5,34;3;Moderate;5,1;3;Moderate;5,98;3;Fair
Moldova;6;47;6,24;40;6,70;7,3;5;8;9;7;6,8;6;6;8;7;6,5;7;6;6;7;7,0;6;8;6,0;6;6;6;6;60;5,79;4,0;4;6,5;6;6;8;6;7,5;9;6;7,0;7;7;5,5;5;6;5,0;5;5,0;5;5;56;5,31;5,4;8;6;4;7;3;4,1;5,92;5,3;4;6;6;5,3;6;6;4;6,0;6;6;7;7;4;7,0;7;6;8;;;7,15;6,70;-0,45;�;5,50;5,79;0,29;�;5,50;5,31;-0,19;�;;;6;6;8;7;7;7;6;0;Dem.;;;6,24;3;Limited;6,70;2;Defective democracy;5,79;3;Limited;5,31;3;Moderate;5,4;3;Moderate;5,92;3;Fair
Mongolia;6;36;6,61;30;7,30;9,0;10;10;10;6;7,5;8;7;9;6;6,3;7;6;5;7;7,5;7;8;6,3;6;6;7;6;53;5,93;5,0;5;6,5;5;7;7;7;7,0;7;7;5,5;5;6;5,5;5;6;7,0;7;5,0;5;5;36;5,83;4,7;7;7;3;5;3;3,4;6,60;6,0;6;6;6;4,7;5;5;4;7,8;9;9;7;6;n/a;8,0;8;7;9;;;7,15;7,30;0,15;�;5,79;5,93;0,14;�;6,24;5,83;-0,41;�;;;8;7;9;6;7;7;8;0;Dem.;;;6,61;3;Limited;7,30;2;Defective democracy;5,93;3;Limited;5,83;2;Good;4,7;3;Moderate;6,60;2;Sound
Montenegro;1;20;7,48;21;7,85;9,3;10;8;9;10;7,8;7;9;9;6;7,0;7;7;6;8;8,0;8;8;7,3;7;7;8;7;27;7,11;7,0;7;8,3;7;8;10;8;7,5;9;6;8,0;8;8;7,0;7;7;6,0;6;6,0;6;6;19;6,46;3,3;5;5;2;4;1;2,9;7,58;7,3;8;7;7;6,3;5;7;7;8,0;10;9;7;7;7;8,7;9;8;9;;;7,90;7,85;-0,05;�;7,11;7,11;0,00;�;6,51;6,46;-0,05;�;;;7;9;9;6;7;8;10;0;Dem.;;;7,48;2;Advanced;7,85;2;Defective democracy;7,11;2;Advanced;6,46;2;Good;3,3;4;Minor;7,58;2;Sound
Morocco;4;94;4,60;93;3,83;6,8;8;7;6;6;3,5;4;2;4;4;3,3;2;2;4;5;2,0;2;2;3,7;3;4;n/a;4;73;5,36;3,0;3;6,5;6;4;8;8;7,0;8;6;5,5;5;6;4,5;4;5;6,0;6;5,0;5;5;83;4,37;5,7;6;5;4;6;7;6,;4,83;4,3;5;4;4;3,7;4;4;3;5,0;6;3;5;4;7;6,3;7;7;5;;;4,00;3,83;-0,17;�;5,04;5,36;0,32;�;4,52;4,37;-0,15;�;;;4;2;4;4;2;5;7;3;Aut.;;;4,60;4;Very limited;3,83;5;Hard-line autocracy;5,36;3;Limited;4,37;3;Moderate;5,7;3;Moderate;4,83;4;Flawed
Mozambique;5;74;5,23;66;5,60;7,5;6;9;9;6;6,3;7;6;6;6;4,3;4;4;4;5;5,5;6;5;4,5;6;3;4;5;83;4,86;2,0;2;5,0;5;4;5;6;7,5;8;7;5,5;5;6;3,5;3;4;7,0;7;3,5;4;3;64;5,00;7,2;8;7;5;9;9;5,1;5,33;5,3;6;5;5;4,0;4;5;3;5,0;6;5;5;4;5;7,0;6;7;8;;;6,10;5,60;-0,50;�;4,89;4,86;-0,04;�;5,36;5,00;-0,36;�;;;7;6;6;6;4;5;6;0;Dem.;;;5,23;4;Very limited;5,60;3;Highly defective democracy;4,86;4;Very limited;5,00;3;Moderate;7,2;2;Substantial;5,33;3;Fair
Myanmar;7;118;2,98;115;3,20;4,3;4;3;7;3;4,0;4;3;4;5;2,8;4;3;2;2;2,0;2;2;3,0;3;3;n/a;3;122;2,75;2,0;2;2,3;3;2;2;2;3,0;4;2;2,0;1;3;2,5;3;2;5,0;5;2,5;3;2;89;4,20;8,4;9;9;8;8;9;7,5;4,35;4,0;3;4;5;2,7;2;3;3;4,4;4;5;5;4;4;6,3;6;6;7;;;3,00;3,20;0,20;�;2,14;2,75;0,61;�;3,96;4,20;0,23;�;;;4;3;4;5;4;2;3,5;3;Aut.;;;2,98;5;Failed;3,20;5;Hard-line autocracy;2,75;5;Rudimentary;4,20;4;Weak;8,4;2;Substantial;4,35;4;Flawed
Namibia;5;26;7,05;23;7,75;8,5;9;9;9;7;8,5;9;9;8;8;7,3;7;9;6;7;7,5;7;8;7,0;7;7;7;7;40;6,36;3,0;3;7,5;7;6;8;9;8,0;8;8;7,5;8;7;6,0;6;6;7,0;7;5,5;6;5;25;6,15;4,5;5;4;4;5;6;3,1;7,00;7,0;8;6;7;6,3;6;7;6;7,0;9;9;8;5;4;7,7;7;8;8;;;7,75;7,75;0,00;�;6,43;6,36;-0,07;�;6,17;6,15;-0,02;�;;;9;9;8;8;7;7;8;0;Dem.;;;7,05;2;Advanced;7,75;2;Defective democracy;6,36;3;Limited;6,15;2;Good;4,5;3;Moderate;7,00;2;Sound
Nepal;7;90;4,74;75;5,20;5,5;6;6;6;4;6,8;7;6;7;7;4,3;5;5;3;4;5,0;5;5;4,5;3;5;5;5;102;4,29;2,0;2;6,0;5;6;7;6;5,5;4;7;5,0;5;5;2,5;2;3;5,0;5;4,0;5;3;95;4,05;7,4;9;7;6;9;7;6,1;4,30;3,0;3;3;3;2,7;3;2;3;5,2;6;6;6;5;3;6,3;6;6;7;;;4,63;5,20;0,57;�;4,11;4,29;0,18;�;3,98;4,05;0,06;�;;;7;6;7;7;5;4;5;0;Dem.;;;4,74;4;Very limited;5,20;3;Highly defective democracy;4,29;4;Very limited;4,05;4;Weak;7,4;2;Substantial;4,30;4;Flawed
Nicaragua;2;68;5,53;66;5,60;7,5;7;8;9;6;7,0;6;8;7;7;4,0;4;3;3;6;4,0;4;4;5,5;5;6;6;5;68;5,46;3,0;3;6,3;5;5;9;6;7,5;8;7;6,0;5;7;5,0;5;5;6,0;6;4,5;4;5;66;4,92;5,9;6;5;4;8;7;5,3;5,42;5,7;6;7;4;5,0;4;7;4;5,0;6;5;5;4;5;6,0;6;5;7;;;5,60;5,60;0,00;�;5,54;5,46;-0,07;�;4,82;4,92;0,10;�;;;6;8;7;7;4;6;6,5;0;Dem.;;;5,53;3;Limited;5,60;3;Highly defective democracy;5,46;3;Limited;4,92;3;Moderate;5,9;3;Moderate;5,42;3;Fair
Niger;3;69;5,40;40;6,70;5,8;7;8;5;3;8,3;9;7;9;8;6,0;8;5;5;6;7,5;7;8;6,0;7;5;7;5;103;4,11;1,0;1;5,3;4;6;6;5;6,5;8;5;4,5;4;5;3,0;3;3;6,0;6;2,5;3;2;33;5,94;7,7;9;7;5;10;10;5,1;6,27;5,3;5;6;5;5,0;4;7;4;6,4;7;7;7;6;5;8,3;7;9;9;;;6,60;6,70;0,10;�;4,04;4,11;0,07;�;6,11;5,94;-0,16;�;;;9;7;9;8;8;6;5;0;Dem.;;;5,40;4;Very limited;6,70;2;Defective democracy;4,11;4;Very limited;5,94;2;Good;7,7;2;Substantial;6,27;2;Sound
Nigeria;3;85;4,88;70;5,40;5,0;4;8;4;4;6,5;7;6;7;6;5,5;7;7;4;4;5,5;6;5;4,5;4;4;6;4;99;4,36;2,0;2;5,5;5;3;7;7;6,0;5;7;5,0;5;5;4,0;4;4;5,0;5;3,0;3;3;94;4,06;7,3;8;6;9;7;8;5,8;4,32;3,3;3;3;4;3,3;3;4;3;4,6;6;5;3;4;5;6,0;6;6;6;;;5,40;5,40;0,00;�;4,57;4,36;-0,21;�;4,94;4,06;-0,88;�;;;7;6;7;6;7;4;4;0;Dem.;;;4,88;4;Very limited;5,40;3;Highly defective democracy;4,36;4;Very limited;4,06;4;Weak;7,3;2;Substantial;4,32;4;Flawed
North Korea;7;126;2,14;123;2,60;9,0;10;10;10;6;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;127;1,68;2,0;2;1,3;2;1;1;1;1,5;2;1;1,0;1;1;2,0;2;2;2,0;2;2,0;1;3;127;1,22;7,3;7;10;3;9;9;6,;1,30;1,0;1;1;1;2,0;1;3;2;1,2;1;1;2;1;1;1,0;1;1;1;;;2,60;2,60;0,00;�;1,36;1,68;0,32;�;1,38;1,22;-0,16;�;;;1;1;1;1;1;1;8;6;Aut.;;;2,14;5;Failed;2,60;5;Hard-line autocracy;1,68;5;Rudimentary;1,22;5;Failed;7,3;2;Substantial;1,30;5;Poor
North Macedonia;1;31;6,86;44;6,65;8,3;9;7;8;9;6,3;7;7;7;4;6,3;6;6;5;8;6,0;6;6;6,5;7;6;7;6;28;7,07;6,0;6;8,5;7;8;10;9;8,0;9;7;8,5;8;9;7,0;7;7;6,0;6;5,5;5;6;39;5,74;4,6;5;5;5;5;4;3,8;6,52;7,0;7;7;7;5,7;5;7;5;6,4;7;8;6;5;6;7,0;8;6;7;;;7,20;6,65;-0,55;�;7,14;7,07;-0,07;�;6,17;5,74;-0,43;�;;;7;7;7;4;6;8;9;0;Dem.;;;6,86;3;Limited;6,65;2;Defective democracy;7,07;2;Advanced;5,74;2;Good;4,6;3;Moderate;6,52;2;Sound
Oman;4;89;4,75;114;3,22;7,8;10;8;5;8;1,8;2;1;2;2;2,3;2;2;2;3;2,0;2;2;2,3;1;3;n/a;3;42;6,29;6,0;6;6,0;7;3;7;7;7,5;8;7;7,5;8;7;6,0;6;6;6,0;6;5,0;5;5;105;3,67;3,8;3;8;1;1;4;6,;4,25;3,3;3;4;3;4,7;5;5;4;3,0;4;2;4;2;n/a;6,0;4;7;7;;;3,32;3,22;-0,10;�;6,50;6,29;-0,21;�;3,75;3,67;-0,09;�;;;2;1;2;2;2;3;9;6;Aut.;;;4,75;4;Very limited;3,22;5;Hard-line autocracy;6,29;3;Limited;3,67;4;Weak;3,8;4;Minor;4,25;4;Flawed
Pakistan;7;106;3,90;100;3,70;4,0;4;5;3;4;4,3;6;3;5;3;3,3;4;3;3;3;3,0;3;3;4,0;4;4;n/a;4;103;4,11;3,0;3;5,3;4;4;7;6;4,0;3;5;5,5;5;6;3,0;3;3;5,0;5;3,0;3;3;112;3,32;7,9;8;6;9;8;9;7,4;3,48;3,3;4;3;3;2,7;3;3;2;3,6;4;4;3;3;4;4,3;4;4;5;;;3,53;3,70;0,17;�;3,86;4,11;0,25;�;3,10;3,32;0,22;�;;;6;3;5;3;4;3;4;3;Aut.;;;3,90;5;Failed;3,70;5;Hard-line autocracy;4,11;4;Very limited;3,32;4;Weak;7,9;2;Substantial;3,48;4;Flawed
Panama;2;22;7,32;25;7,60;8,5;8;10;9;7;8,0;8;9;8;7;6,0;7;5;5;7;8,5;8;9;7,0;7;7;7;7;29;7,04;5,0;5;8,3;7;8;10;8;8,0;8;8;7,5;7;8;6,0;6;6;9,0;9;5,5;6;5;34;5,91;3,8;5;5;3;3;3;3,8;6,85;6,7;7;7;6;4,7;4;6;4;7,8;9;9;8;5;n/a;8,3;8;8;9;;;7,35;7,60;0,25;�;6,79;7,04;0,25;�;5,42;5,91;0,48;�;;;8;9;8;7;7;7;7,5;0;Dem.;;;7,32;2;Advanced;7,60;2;Defective democracy;7,04;2;Advanced;5,91;2;Good;3,8;4;Minor;6,85;2;Sound
Papua New Guinea;7;72;5,36;61;5,90;6,3;5;8;8;4;7,5;6;5;10;9;5,5;6;7;4;5;5,5;4;7;4,8;3;5;7;4;85;4,82;3,0;3;5,3;5;5;6;5;5,5;6;5;6,5;7;6;3,0;3;3;7,0;7;3,5;4;3;73;4,77;7,2;8;6;7;8;9;5,1;5,08;4,7;5;5;4;3,3;4;3;3;6,0;8;6;5;4;7;6,3;6;5;8;;;5,95;5,90;-0,05;�;5,18;4,82;-0,36;�;4,74;4,77;0,02;�;;;6;5;10;9;6;5;4,5;0;Dem.;;;5,36;4;Very limited;5,90;3;Highly defective democracy;4,82;4;Very limited;4,77;3;Moderate;7,2;2;Substantial;5,08;3;Fair
Paraguay;2;42;6,38;38;6,75;7,8;6;9;10;6;7,5;8;8;8;6;5,8;7;5;4;7;7,0;6;8;5,8;7;6;5;5;49;6,00;4,0;4;5,5;4;3;8;7;8,5;9;8;6,5;6;7;5,0;5;5;8,0;8;4,5;4;5;26;6,14;5,2;7;6;4;5;5;4,3;6,87;6,7;7;6;7;5,7;6;6;5;6,8;7;7;7;5;8;8,3;8;9;8;;;6,55;6,75;0,20;�;5,71;6,00;0,29;�;5,70;6,14;0,44;�;;;8;8;8;6;7;7;6;0;Dem.;;;6,38;3;Limited;6,75;2;Defective democracy;6,00;3;Limited;6,14;2;Good;5,2;3;Moderate;6,87;2;Sound
Peru;2;31;6,86;48;6,55;7,8;6;9;9;7;7,8;8;7;8;8;6,3;7;6;6;6;6,5;6;7;4,5;4;5;4;5;25;7,18;5,0;5;8,3;7;8;9;9;10,0;10;10;8,0;7;9;5,0;5;5;8,0;8;6,0;7;5;49;5,40;4,8;6;6;5;5;3;4,;6,10;5,3;5;6;5;5,0;5;5;5;6,4;7;8;6;5;6;7,7;7;8;8;;;6,75;6,55;-0,20;�;7,32;7,18;-0,14;�;5,94;5,40;-0,54;�;;;8;7;8;8;7;6;6,5;0;Dem.;;;6,86;3;Limited;6,55;2;Defective democracy;7,18;2;Advanced;5,40;3;Moderate;4,8;3;Moderate;6,10;2;Sound
Philippines;7;38;6,53;40;6,70;7,0;7;7;7;7;7,0;7;6;9;6;6,0;6;7;5;6;7,5;7;8;6,0;5;7;6;6;40;6,36;5,0;5;7,0;6;5;8;9;7,5;8;7;6,5;6;7;5,5;5;6;8,0;8;5,0;6;4;57;5,22;5,3;7;4;6;6;4;4,5;5,83;5,3;6;4;6;4,7;4;6;4;6,0;7;5;5;6;7;7,3;6;8;8;;;6,80;6,70;-0,10;�;6,36;6,36;0,00;�;5,49;5,22;-0,27;�;;;7;6;9;6;6;6;7;0;Dem.;;;6,53;3;Limited;6,70;2;Defective democracy;6,36;3;Limited;5,22;3;Moderate;5,3;3;Moderate;5,83;3;Fair
Poland;1;5;9,23;4;9,50;9,8;10;10;9;10;10,0;10;10;10;10;9,3;10;9;9;9;10,0;10;10;8,5;8;9;9;8;5;8,96;8,0;8;9,8;9;10;10;10;9,5;10;9;10,0;10;10;9,0;9;9;9,0;9;7,5;7;8;5;7,22;1,4;2;1;2;1;1;1,5;8,92;8,3;9;8;8;8,3;8;9;8;9,0;10;9;9;8;9;10,0;10;10;10;;;9,35;9,50;0,15;�;8,96;8,96;0,00;�;7,21;7,22;0,01;�;;;10;10;10;10;10;9;10;0;Dem.;;;9,23;1;Highly advanced;9,50;1;Democracy in consolidation;8,96;1;Highly advanced;7,22;1;Very good;1,4;5;Negligible;8,92;1;Excellent
Qatar;4;55;6,01;93;3,83;8,0;10;7;5;10;2,8;2;1;3;5;3,8;2;3;4;6;2,0;2;2;2,7;1;3;n/a;4;13;8,18;8,0;8;7,8;7;7;9;8;8,5;8;9;9,0;9;9;7,0;8;6;10,0;10;7,0;5;9;54;5,33;3,5;1;9;2;1;3;5,1;6,23;5,0;5;5;5;7,0;7;8;6;5,3;6;3;8;4;n/a;7,7;9;6;8;;;4,00;3,83;-0,17;�;8,32;8,18;-0,14;�;6,01;5,33;-0,67;�;;;2;1;3;5;2;6;10;4;Aut.;;;6,01;3;Limited;3,83;5;Hard-line autocracy;8,18;1;Highly advanced;5,33;3;Moderate;3,5;4;Minor;6,23;2;Sound
Romania;1;14;8,06;17;8,15;9,5;10;9;10;9;8,3;8;9;9;7;8,3;8;9;8;8;8,0;8;8;6,8;7;7;8;5;15;7,96;7,0;7;8,8;8;8;10;9;9,5;10;9;8,5;9;8;7,0;7;7;8,0;8;7,0;7;7;35;5,84;3,2;4;5;3;3;2;2,1;6,88;5,7;6;5;6;6,3;7;5;7;8,2;9;9;8;7;8;7,3;8;6;8;;;7,90;8,15;0,25;�;7,89;7,96;0,07;�;5,85;5,84;-0,01;�;;;8;9;9;7;8;8;9,5;0;Dem.;;;8,06;2;Advanced;8,15;1;Democracy in consolidation;7,96;2;Advanced;5,84;2;Good;3,2;4;Minor;6,88;2;Sound
Russia;6;81;5,06;83;4,40;8,0;9;9;7;7;3,5;4;3;3;4;4,0;3;4;4;5;2,5;3;2;4,0;4;4;n/a;4;65;5,71;7,0;7;6,5;5;7;8;6;7,0;8;6;3,5;3;4;6,0;6;6;5,0;5;5,0;4;6;114;3,17;3,5;4;6;4;1;1;5,;3,70;4,3;5;4;4;4,0;4;5;3;3,8;4;2;6;2;5;2,7;2;2;4;;;4,40;4,40;0,00;�;6,07;5,71;-0,36;�;3,91;3,17;-0,75;�;;;4;3;3;4;3;5;8;4;Aut.;;;5,06;4;Very limited;4,40;4;Moderate autocracy;5,71;3;Limited;3,17;4;Weak;3,5;4;Minor;3,70;4;Flawed
