"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 06;  Democracy Status 08;  Trend Democracy;;  Economy Status 06;  Economy Status 08;  Trend Economy;;  Governance Index 06;  Governance Index 08;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Liberia;3;98;4,20;74;5,25;6,8;7;8;9;3;6,5;8;5;8;5;4,5;5;3;4;6;5,5;5;6;3,0;3;3;n/a;3;118;3,14;1,0;1;3,0;2;3;4;3;4,5;4;5;4,0;4;4;1,5;2;1;6,0;6;2,0;3;1;66;4,96;7,9;10;7;5;10;10;5,4;5,20;4,0;4;4;4;4,3;4;5;4;5,8;6;5;6;6;6;6,7;8;6;6;;;3,18;5,25;2,07;�;2,39;3,14;0,75;�;3,61;4,96;1,34;�;;;8;5;8;5;5;6;5;0;Dem.;;;4,20;4;Very limited;5,25;3;Highly defective democracy;3,14;4;Very limited;4,96;3;Moderate;7,9;2;Substantial;5,20;3;Fair
Libya;4;97;4,24;114;2,98;7,5;9;7;7;7;1,8;2;1;2;2;3,0;2;3;4;3;1,0;1;1;1,7;1;2;n/a;2;63;5,50;6,0;6;3,0;3;3;4;2;6,0;6;6;4,5;5;4;6,5;7;6;8,0;8;4,5;3;6;107;3,12;4,5;4;9;2;4;2;5,8;3,56;3,3;3;3;4;4,0;4;5;3;2,3;3;1;3;2;n/a;4,7;3;6;5;;;3,00;2,98;-0,02;�;5,00;5,50;0,50;�;3,12;3,12;0,00;�;;;2;1;2;2;2;3;8;6;Aut.;;;4,24;4;Very limited;2,98;5;Hard-line autocracy;5,50;3;Limited;3,12;4;Weak;4,5;3;Moderate;3,56;4;Flawed
Lithuania;1;6;9,16;7;9,35;10,0;10;10;10;10;10,0;10;10;10;10;9,5;10;9;9;10;9,5;9;10;7,8;7;7;9;8;8;8,96;8,0;8;9,3;9;10;10;8;10,0;10;10;9,5;10;9;8,5;8;9;9,0;9;8,5;8;9;13;6,76;1,9;1;4;1;3;1;1,3;8,25;8,0;9;8;7;7,0;7;7;7;9,0;10;10;8;8;9;9,0;9;9;9;;;9,25;9,35;0,10;�;8,79;8,96;0,18;�;7,04;6,76;-0,27;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,16;1;Highly advanced;9,35;1;Democracy in consolidation;8,96;1;Highly advanced;6,76;2;Good;1,9;5;Negligible;8,25;1;Excellent
Madagascar;5;45;6,23;33;7,45;8,3;9;9;9;6;8,5;8;9;9;8;6,3;5;5;8;7;8,5;8;9;5,8;5;5;8;5;78;5,00;3,0;3;5,5;4;5;7;6;7,0;6;8;6,0;5;7;3,0;3;3;6,0;6;4,5;6;3;26;6,23;6,0;7;6;3;10;6;3,8;6,85;6,3;7;5;7;5,0;5;5;5;6,4;7;6;6;6;7;9,7;10;9;10;;;7,50;7,45;-0,05;�;5,39;5,00;-0,39;�;6,31;6,23;-0,07;�;;;8;9;9;8;5;7;7,5;0;Dem.;;;6,23;3;Limited;7,45;2;Defective democracy;5,00;3;Limited;6,23;2;Good;6,0;3;Moderate;6,85;2;Sound
Malawi;5;74;5,35;51;6,60;8,3;9;9;9;6;7,3;6;9;8;6;6,0;7;6;5;6;7,0;7;7;4,5;4;3;7;4;99;4,11;1,0;1;4,8;4;4;6;5;7,0;7;7;6,0;6;6;3,0;3;3;4,0;4;3,0;3;3;49;5,50;6,5;8;5;5;10;7;3,9;5,97;6,0;6;5;7;4,3;4;5;4;6,2;6;9;5;5;6;7,3;7;8;7;;;6,25;6,60;0,35;�;3,54;4,11;0,57;�;4,72;5,50;0,78;�;;;6;9;8;6;7;6;7,5;0;Dem.;;;5,35;4;Very limited;6,60;2;Defective democracy;4,11;4;Very limited;5,50;3;Moderate;6,5;2;Substantial;5,97;3;Fair
Malaysia;7;42;6,36;73;5,33;9,0;10;9;7;10;4,5;5;2;5;6;5,5;4;5;6;7;2,0;2;2;5,7;7;5;n/a;5;21;7,39;7,0;7;6,8;7;5;7;8;8,5;9;8;8,0;9;7;7,0;7;7;8,0;8;6,5;6;7;46;5,57;4,3;4;6;4;5;3;3,8;6,38;5,0;5;5;5;7,0;7;8;6;5,5;7;3;7;5;n/a;8,0;5;10;9;;;5,07;5,33;0,27;�;7,11;7,39;0,29;�;5,58;5,57;-0,02;�;;;5;2;5;6;4;7;10;2;Aut.;;;6,36;3;Limited;5,33;4;Moderate autocracy;7,39;2;Advanced;5,57;3;Moderate;4,3;4;Minor;6,38;2;Sound
Mali;3;49;6,16;36;7,25;6,8;5;9;8;5;9,0;9;8;10;9;5,8;6;5;4;8;7,5;7;8;7,3;5;8;8;8;76;5,07;2,0;2;5,5;4;5;6;7;7,5;9;6;6,5;7;6;4,5;5;4;6,0;6;3,5;4;3;27;6,22;6,6;8;4;4;9;10;4,8;6,73;5,7;5;6;6;5,3;5;6;5;7,3;7;7;8;7;n/a;8,7;8;9;9;;;7,35;7,25;-0,10;�;4,86;5,07;0,21;�;6,43;6,22;-0,21;�;;;9;8;10;9;6;8;5;0;Dem.;;;6,16;3;Limited;7,25;2;Defective democracy;5,07;3;Limited;6,22;2;Good;6,6;2;Substantial;6,73;2;Sound
Mauritania;3;92;4,41;78;4,47;6,3;8;6;4;7;5,8;6;3;6;8;4,0;3;4;3;6;3,0;3;3;3,3;3;3;n/a;4;94;4,36;3,0;3;4,0;3;3;6;4;6,0;6;6;4,5;5;4;3,5;4;3;6,0;6;3,5;4;3;52;5,39;7,6;8;8;5;9;10;5,9;5,68;5,0;5;5;5;4,7;5;6;3;5,4;6;6;5;6;4;7,7;7;8;8;;;-;4,47;-;;-;4,36;-;;-;5,39;-;;;;6;3;6;8;3;6;7,5;2;Aut.;;;4,41;4;Very limited;4,47;4;Moderate autocracy;4,36;4;Very limited;5,39;3;Moderate;7,6;2;Substantial;5,68;3;Fair
Mauritius;5;16;8,33;13;8,80;9,3;10;10;9;8;9,8;10;10;10;9;8,0;9;8;7;8;9,5;9;10;7,5;9;7;7;7;18;7,86;8,0;8;7,5;7;7;8;8;8,0;8;8;8,0;8;8;7,0;8;6;9,0;9;7,5;8;7;5;7,13;3,2;3;4;3;4;3;2,4;8,40;8,7;9;8;9;7,3;8;8;6;8,3;9;9;8;7;n/a;9,3;10;9;9;;;8,58;8,80;0,22;�;7,75;7,86;0,11;�;7,63;7,13;-0,49;�;;;10;10;10;9;9;8;9;0;Dem.;;;8,33;2;Advanced;8,80;1;Democracy in consolidation;7,86;2;Advanced;7,13;1;Very good;3,2;4;Minor;8,40;1;Excellent
Mexico;2;28;7,30;33;7,45;8,5;7;9;10;8;8,0;8;9;8;7;6,5;9;6;5;6;7,5;7;8;6,8;8;7;7;5;26;7,14;6,0;6;8,5;7;8;10;9;9,0;10;8;7,5;7;8;5,5;6;5;8,0;8;5,5;6;5;36;5,81;3,8;5;4;5;3;2;3,5;6,75;6,0;6;6;6;5,3;6;6;4;7,0;8;9;6;5;7;8,7;8;9;9;;;7,55;7,45;-0,10;�;6,71;7,14;0,43;�;6,00;5,81;-0,19;�;;;8;9;8;7;9;6;7,5;0;Dem.;;;7,30;2;Advanced;7,45;2;Defective democracy;7,14;2;Advanced;5,81;2;Good;3,8;4;Minor;6,75;2;Sound
Moldova;6;60;5,93;42;6,85;8,0;6;9;10;7;7,5;8;7;8;7;6,0;5;6;6;7;7,0;7;7;5,8;7;5;7;4;78;5,00;3,0;3;5,5;4;5;7;6;7,5;8;7;5,5;5;6;4,0;4;4;5,0;5;4,5;4;5;88;4,46;5,7;8;7;5;8;2;4,;4,93;4,0;4;4;4;4,0;4;5;3;5,4;6;6;6;6;3;6,3;7;6;6;;;5,40;6,85;1,45;�;4,71;5,00;0,29;�;3,50;4,46;0,96;�;;;8;7;8;7;5;7;6,5;0;Dem.;;;5,93;3;Limited;6,85;2;Defective democracy;5,00;3;Limited;4,46;3;Moderate;5,7;3;Moderate;4,93;4;Flawed
Mongolia;6;44;6,25;40;7,00;8,5;8;10;10;6;7,0;7;7;8;6;6,0;7;6;4;7;7,5;7;8;6,0;6;5;7;6;63;5,50;3,0;3;6,0;6;7;6;5;8,5;9;8;6,5;6;7;4,5;4;5;6,0;6;4,0;4;4;31;6,12;5,1;8;8;2;8;1;3,8;6,87;6,3;7;5;7;4,7;5;5;4;7,8;8;9;8;6;8;8,7;9;9;8;;;7,05;7,00;-0,05;�;5,54;5,50;-0,04;�;6,30;6,12;-0,18;�;;;7;7;8;6;7;7;7;0;Dem.;;;6,25;3;Limited;7,00;2;Defective democracy;5,50;3;Limited;6,12;2;Good;5,1;3;Moderate;6,87;2;Sound
Montenegro;1;30;7,28;26;7,85;9,3;9;9;9;10;8,5;9;9;9;7;6,8;8;6;5;8;8,0;7;9;6,8;7;6;8;6;38;6,71;6,0;6;6,5;6;6;7;7;8,0;8;8;6,5;7;6;7,0;7;7;7,0;7;6,0;7;5;30;6,16;3,8;6;5;2;5;2;3,;7,13;7,3;8;6;8;6,3;6;7;6;7,2;8;8;7;6;7;7,7;8;7;8;;;-;7,85;-;;-;6,71;-;;-;6,16;-;;;;9;9;9;7;8;8;9,5;0;Dem.;;;7,28;2;Advanced;7,85;2;Defective democracy;6,71;3;Limited;6,16;2;Good;3,8;4;Minor;7,13;2;Sound
Morocco;4;86;4,65;79;4,40;6,8;8;9;4;6;4,3;5;2;5;5;4,0;3;3;4;6;2,0;2;2;5,0;3;6;n/a;6;83;4,89;3,0;3;5,3;5;4;6;6;7,0;7;7;5,5;6;5;3,5;3;4;6,0;6;4,0;3;5;80;4,60;6,3;7;5;4;7;9;5,6;5,02;4,7;5;4;5;4,0;4;5;3;5,4;6;5;5;5;6;6,0;6;7;5;;;4,48;4,40;-0,08;�;4,75;4,89;0,14;�;4,75;4,60;-0,15;�;;;5;2;5;5;3;6;7;3;Aut.;;;4,65;4;Very limited;4,40;4;Moderate autocracy;4,89;4;Very limited;4,60;3;Moderate;6,3;3;Moderate;5,02;3;Fair
Mozambique;5;67;5,56;53;6,55;8,3;8;9;10;6;7,5;8;8;7;7;4,8;4;4;5;6;7,0;6;8;5,3;6;4;6;5;91;4,57;2,0;2;5,0;5;2;6;7;8,0;9;7;5,0;4;6;3,0;3;3;6,0;6;3,0;4;2;61;5,02;6,6;6;7;2;10;10;4,5;5,43;5,0;5;5;5;4,3;4;7;2;4,4;6;5;5;4;2;8,0;8;8;8;;;6,95;6,55;-0,40;�;5,07;4,57;-0,50;�;6,06;5,02;-1,04;�;;;8;8;7;7;4;6;7;0;Dem.;;;5,56;3;Limited;6,55;2;Defective democracy;4,57;4;Very limited;5,02;3;Moderate;6,6;2;Substantial;5,43;3;Fair
Myanmar;7;124;1,96;124;1,70;4,5;5;3;8;2;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;122;2,21;2,0;2;2,0;2;1;3;2;2,0;2;2;2,5;2;3;1,0;1;1;5,0;5;1,0;1;1;124;1,79;8,0;9;9;8;10;4;8,3;1,87;1,3;2;1;1;1,7;1;3;1;1,8;2;2;3;1;1;2,7;2;2;4;;;1,65;1,70;0,05;�;2,11;2,21;0,11;�;2,04;1,79;-0,26;�;;;1;1;1;1;1;1;3,5;6;Aut.;;;1,96;5;Failed;1,70;5;Hard-line autocracy;2,21;5;Rudimentary;1,79;5;Failed;8,0;2;Substantial;1,87;5;Poor
Namibia;5;27;7,32;21;8,10;8,8;9;9;10;7;9,0;8;10;9;9;7,5;9;8;6;7;8,5;8;9;6,8;7;7;7;6;44;6,54;4,0;4;7,8;7;6;9;9;8,0;8;8;7,0;7;7;5,5;6;5;7,0;7;6,5;7;6;34;5,89;4,6;6;5;4;6;4;2,9;6,68;6,3;7;6;6;6,3;7;6;6;6,4;8;9;7;5;3;7,7;7;8;8;;;7,70;8,10;0,40;�;6,61;6,54;-0,07;�;6,01;5,89;-0,12;�;;;8;10;9;9;9;7;8;0;Dem.;;;7,32;2;Advanced;8,10;1;Democracy in consolidation;6,54;3;Limited;5,89;2;Good;4,6;3;Moderate;6,68;2;Sound
Nepal;7;94;4,38;97;3,80;5,0;3;6;6;5;3,5;1;1;6;6;4,0;5;3;4;4;2,5;2;3;4,0;4;4;n/a;4;81;4,96;3,0;3;7,3;7;7;8;7;6,0;6;6;7,5;7;8;2,5;2;3;5,0;5;3,5;5;2;61;5,02;8,6;9;9;8;10;9;6,5;5,18;4,3;4;4;5;4,0;4;4;4;5,4;5;5;6;5;6;7,0;7;7;7;;;3,70;3,80;0,10;�;5,39;4,96;-0,43;�;4,16;5,02;0,86;�;;;1;1;6;6;5;4;4;2;Aut.;;;4,38;4;Very limited;3,80;5;Hard-line autocracy;4,96;4;Very limited;5,02;3;Moderate;8,6;1;Massive;5,18;3;Fair
Nicaragua;2;54;6,08;49;6,65;7,8;7;9;9;6;8,3;9;8;8;8;5,0;6;3;4;7;6,0;6;6;6,3;7;6;7;5;63;5,50;3,0;3;6,5;6;5;9;6;8,0;8;8;6,5;6;7;4,0;4;4;6,0;6;4,5;5;4;46;5,57;5,4;6;6;3;8;5;4,6;6,20;5,7;5;6;6;5,3;6;6;4;5,8;6;7;6;6;4;8,0;8;8;8;;;6,65;6,65;0,00;�;5,11;5,50;0,39;�;5,08;5,57;0,50;�;;;9;8;8;8;6;7;6,5;0;Dem.;;;6,08;3;Limited;6,65;2;Defective democracy;5,50;3;Limited;5,57;3;Moderate;5,4;3;Moderate;6,20;2;Sound
Niger;3;79;5,15;55;6,43;6,3;6;9;6;4;7,3;9;8;7;5;6,0;8;5;5;6;7,0;6;8;5,7;7;5;n/a;5;104;3,86;1,0;1;5,0;4;6;6;4;6,5;7;6;4,0;4;4;2,5;3;2;6,0;6;2,0;3;1;43;5,69;7,3;9;7;3;10;10;4,9;6,05;5,3;4;6;6;4,3;4;6;3;6,2;7;6;7;6;5;8,3;7;9;9;;;6,53;6,43;-0,10;�;4,18;3,86;-0,32;�;6,12;5,69;-0,43;�;;;9;8;7;5;8;6;5;0;Dem.;;;5,15;4;Very limited;6,43;2;Defective democracy;3,86;4;Very limited;5,69;2;Good;7,3;2;Substantial;6,05;2;Sound
Nigeria;3;66;5,67;63;6,05;6,0;5;8;6;5;6,5;6;5;8;7;5,5;6;6;5;5;7,0;6;8;5,3;6;5;6;4;69;5,29;2,0;2;6,0;5;5;7;7;7,0;7;7;6,0;7;5;4,5;5;4;8,0;8;3,5;3;4;48;5,53;7,5;9;7;8;9;7;5,3;5,85;5,3;4;5;7;4,3;5;5;3;5,4;6;6;5;4;6;8,3;8;8;9;;;6,05;6,05;0,00;�;4,71;5,29;0,57;�;5,30;5,53;0,23;�;;;6;5;8;7;6;5;5;0;Dem.;;;5,67;3;Limited;6,05;2;Defective democracy;5,29;3;Limited;5,53;3;Moderate;7,5;2;Substantial;5,85;3;Fair
North Korea;7;122;2,46;120;2,70;9,5;10;10;10;8;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;122;2,21;4,0;4;1,5;2;1;1;2;1,5;2;1;2,0;2;2;1,0;1;1;3,0;3;2,5;1;4;122;1,90;6,8;7;10;3;9;6;5,8;2,04;2,7;4;1;3;2,7;1;3;4;1,5;2;1;2;1;n/a;1,3;1;1;2;;;2,70;2,70;0,00;�;2,64;2,21;-0,43;�;1,98;1,90;-0,09;�;;;1;1;1;1;1;1;9;6;Aut.;;;2,46;5;Failed;2,70;5;Hard-line autocracy;2,21;5;Rudimentary;1,90;5;Failed;6,8;2;Substantial;2,04;5;Poor
North Macedonia;1;22;7,52;29;7,75;8,5;8;8;9;9;8,8;9;9;9;8;6,8;8;6;6;7;8,0;8;8;6,8;7;6;8;6;24;7,29;7,0;7;7,5;7;6;10;7;9,5;10;9;7,5;8;7;7,0;6;8;6,0;6;6,5;7;6;21;6,55;4,4;6;5;4;6;2;3,4;7,48;7,0;8;6;7;6,3;6;7;6;7,6;9;9;8;6;6;9,0;9;9;9;;;7,55;7,75;0,20;�;6,61;7,29;0,68;�;5,56;6,55;0,99;�;;;9;9;9;8;8;7;8,5;0;Dem.;;;7,52;2;Advanced;7,75;2;Defective democracy;7,29;2;Advanced;6,55;2;Good;4,4;4;Minor;7,48;2;Sound
Oman;4;75;5,30;105;3,63;7,5;10;8;5;7;2,8;2;1;4;4;4,3;3;5;4;5;1,0;1;1;2,7;1;3;n/a;4;30;6,96;7,0;7;6,3;7;4;7;7;8,0;8;8;7,0;7;7;6,5;6;7;9,0;9;5,0;5;5;72;4,79;4,0;4;8;1;2;4;5,1;5,52;5,0;5;5;5;5,7;6;5;6;4,8;6;5;4;4;n/a;6,7;5;7;8;;;-;3,63;-;;-;6,96;-;;-;4,79;-;;;;2;1;4;4;3;5;8,5;3;Aut.;;;5,30;4;Very limited;3,63;5;Hard-line autocracy;6,96;3;Limited;4,79;3;Moderate;4,0;4;Minor;5,52;3;Fair
Pakistan;7;92;4,41;104;3,65;4,8;5;6;3;5;3,8;4;1;5;5;3,8;4;3;4;4;2,0;2;2;4,0;4;4;n/a;4;71;5,18;4,0;4;5,3;5;4;5;7;7,0;7;7;6,5;7;6;3,5;4;3;7,0;7;3,0;3;3;90;4,38;8,0;8;7;7;9;10;6,8;4,58;5,0;5;5;5;4,3;5;5;3;4,0;5;3;4;4;n/a;5,0;5;5;5;;;3,58;3,65;0,07;�;5,29;5,18;-0,11;�;4,33;4,38;0,05;�;;;4;1;5;5;4;4;5;2;Aut.;;;4,41;4;Very limited;3,65;5;Hard-line autocracy;5,18;3;Limited;4,38;3;Moderate;8,0;2;Substantial;4,58;4;Flawed
Panama;2;24;7,42;28;7,80;8,3;7;10;9;7;8,5;10;8;8;8;6,3;8;5;4;8;8,5;8;9;7,5;8;7;7;8;27;7,04;6,0;6;7,8;7;7;10;7;9,0;9;9;6,5;7;6;6,0;6;6;9,0;9;5,0;5;5;37;5,79;4,0;5;5;3;5;2;3,8;6,68;6,7;6;7;7;4,7;4;7;3;7,4;9;9;8;4;7;8,0;8;8;8;;;7,55;7,80;0,25;�;6,64;7,04;0,39;�;5,62;5,79;0,17;�;;;10;8;8;8;8;8;7;0;Dem.;;;7,42;2;Advanced;7,80;2;Defective democracy;7,04;2;Advanced;5,79;2;Good;4,0;4;Minor;6,68;2;Sound
Papua New Guinea;7;70;5,46;62;6,10;6,5;6;8;8;4;8,0;7;5;10;10;5,8;7;7;3;6;5,5;4;7;4,8;2;5;7;5;84;4,82;4,0;4;5,3;6;5;6;4;6,0;7;5;6,0;6;6;3,5;3;4;5,0;5;4,0;5;3;83;4,57;7,1;8;6;6;9;9;4,9;4,88;4,3;3;5;5;3,0;2;4;3;5,5;8;5;4;5;n/a;6,7;7;5;8;;;6,00;6,10;0,10;�;4,29;4,82;0,54;�;4,18;4,57;0,39;�;;;7;5;10;10;7;6;5;0;Dem.;;;5,46;4;Very limited;6,10;2;Defective democracy;4,82;4;Very limited;4,57;3;Moderate;7,1;2;Substantial;4,88;4;Flawed
Paraguay;2;52;6,14;47;6,75;8,0;7;9;10;6;7,5;7;8;8;7;5,8;8;5;4;6;7,0;7;7;5,5;7;6;4;5;61;5,54;4,0;4;4,8;4;2;7;6;7,5;7;8;6,0;6;6;4,5;5;4;7,0;7;5,0;5;5;41;5,75;5,0;7;6;3;8;2;4,1;6,47;7,0;7;7;7;5,0;5;6;4;6,2;7;7;6;5;6;7,7;7;8;8;;;6,60;6,75;0,15;�;5,11;5,54;0,43;�;4,97;5,75;0,78;�;;;7;8;8;7;8;6;6,5;0;Dem.;;;6,14;3;Limited;6,75;2;Defective democracy;5,54;3;Limited;5,75;2;Good;5,0;3;Moderate;6,47;2;Sound
Peru;2;38;6,60;51;6,60;7,8;6;9;9;7;8,0;8;8;8;8;6,3;7;6;6;6;6,5;6;7;4,5;4;4;5;5;42;6,61;4,0;4;7,8;7;8;9;7;9,5;10;9;7,5;6;9;5,0;5;5;8,0;8;4,5;5;4;38;5,78;4,8;5;6;5;7;2;4,;6,53;6,0;7;5;6;5,0;5;6;4;6,8;8;8;6;5;7;8,3;8;9;8;;;6,85;6,60;-0,25;�;6,29;6,61;0,32;�;5,27;5,78;0,51;�;;;8;8;8;8;7;6;6,5;0;Dem.;;;6,60;3;Limited;6,60;2;Defective democracy;6,61;3;Limited;5,78;2;Good;4,8;3;Moderate;6,53;2;Sound
Philippines;7;51;6,15;57;6,30;7,0;6;7;8;7;6,3;6;6;7;6;6,5;9;7;4;6;6,0;6;6;5,8;5;6;6;6;54;6,00;5,0;5;6,5;7;6;7;6;7,0;7;7;7,5;8;7;4,5;5;4;7,0;7;4,5;5;4;67;4,91;5,0;6;4;6;8;2;4,3;5,52;4,3;5;5;3;4,3;5;5;3;5,4;7;5;5;5;5;8,0;7;8;9;;;6,95;6,30;-0,65;�;5,86;6,00;0,14;�;4,69;4,91;0,22;�;;;6;6;7;6;9;6;6,5;0;Dem.;;;6,15;3;Limited;6,30;2;Defective democracy;6,00;3;Limited;4,91;3;Moderate;5,0;3;Moderate;5,52;3;Fair
Poland;1;11;8,76;13;8,80;9,8;10;10;9;10;9,5;10;10;10;8;8,8;9;9;8;9;8,5;8;9;7,5;5;9;8;8;10;8,71;9,0;9;9,5;9;10;10;9;8,5;9;8;9,0;10;8;8,0;8;8;9,0;9;8,0;8;8;53;5,32;2,1;2;2;3;3;1;1,8;6,45;6,0;7;6;5;6,0;6;5;7;6,8;9;8;5;5;7;7,0;7;7;7;;;9,20;8,80;-0,40;�;8,61;8,71;0,11;�;6,39;5,32;-1,07;�;;;10;10;10;8;9;9;10;0;Dem.;;;8,76;1;Highly advanced;8,80;1;Democracy in consolidation;8,71;1;Highly advanced;5,32;3;Moderate;2,1;5;Negligible;6,45;2;Sound
Qatar;4;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Romania;1;17;8,31;18;8,55;9,5;10;9;9;10;9,3;10;9;10;8;8,3;9;8;7;9;8,5;8;9;7,3;8;6;9;6;15;8,07;7,0;7;8,5;8;8;10;8;8,5;8;9;8,5;9;8;7,5;7;8;9,0;9;7,5;8;7;22;6,52;3,5;4;5;3;5;2;2,1;7,62;7,7;7;8;8;6,3;7;6;6;7,8;9;8;8;7;7;8,7;9;8;9;;;8,20;8,55;0,35;�;7,57;8,07;0,50;�;6,35;6,52;0,17;�;;;10;9;10;8;9;9;10;0;Dem.;;;8,31;2;Advanced;8,55;1;Democracy in consolidation;8,07;1;Highly advanced;6,52;2;Good;3,5;4;Minor;7,62;2;Sound
Russia;6;59;5,94;72;5,35;8,0;8;8;9;7;5,0;6;6;4;4;4,3;4;4;4;5;5,5;6;5;4,0;5;4;4;3;44;6,54;6,0;6;6,3;6;6;8;5;9,5;9;10;4,5;3;6;5,5;6;5;9,0;9;5,0;4;6;97;3,88;4,6;5;8;4;5;1;4,9;4,40;4,0;4;4;4;4,7;5;6;3;4,6;6;3;7;3;4;4,3;4;5;4;;;5,70;5,35;-0,35;�;6,57;6,54;-0,04;�;3,87;3,88;0,00;�;;;6;6;4;4;4;5;7,5;0;Dem.;;;5,94;3;Limited;5,35;3;Highly defective democracy;6,54;3;Limited;3,88;4;Weak;4,6;3;Moderate;4,40;4;Flawed
Rwanda;5;103;3,89;103;3,67;7,8;9;5;10;7;3,3;4;2;4;3;3,0;4;2;3;3;2,0;2;2;2,3;2;3;n/a;2;99;4,11;2,0;2;5,3;4;6;6;5;5,5;5;6;3,5;3;4;4,0;4;4;5,0;5;3,5;3;4;81;4,59;7,8;9;8;7;10;7;5,6;4,83;4,3;5;4;4;5,7;7;6;4;4,0;5;2;5;3;5;5,3;6;5;5;;;4,23;3,67;-0,57;�;4,96;4,11;-0,86;�;4,45;4,59;0,14;�;;;4;2;4;3;4;3;8;4;Aut.;;;3,89;5;Failed;3,67;5;Hard-line autocracy;4,11;4;Very limited;4,59;3;Moderate;7,8;2;Substantial;4,83;4;Flawed
Saudi Arabia;4;96;4,36;119;2,72;5,8;8;6;2;7;1,5;1;1;2;2;3,0;2;4;3;3;1,0;1;1;2,3;1;3;n/a;3;54;6,00;5,0;5;6,5;6;4;8;8;8,0;9;7;6,5;7;6;4,0;6;2;8,0;8;4,0;3;5;101;3,81;5,1;4;10;4;1;5;6,6;4,27;4,0;4;3;5;4,3;3;6;4;2,8;4;2;3;2;n/a;6,0;5;6;7;;;2,57;2,72;0,15;�;5,43;6,00;0,57;�;3,64;3,81;0,16;�;;;1;1;2;2;2;3;7,5;6;Aut.;;;4,36;4;Very limited;2,72;5;Hard-line autocracy;6,00;3;Limited;3,81;4;Weak;5,1;3;Moderate;4,27;4;Flawed
