"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 08;  Democracy Status 10;  Trend Democracy;;  Economy Status 08;  Economy Status 10;  Trend Economy;;  Governance Index 08;  Governance Index 10;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Lesotho;5;74;5,35;67;5,70;7,3;6;8;9;6;5,5;6;6;6;4;5,3;4;6;5;6;5,5;5;6;5,0;5;5;6;4;81;5,00;2,0;2;6,0;6;2;8;8;6,0;6;6;7,0;7;7;4,0;3;5;6,0;6;4,0;4;4;55;5,42;5,8;7;7;4;8;4;4,8;5,98;5,3;4;6;6;4,7;4;5;5;6,3;8;6;6;5;n/a;7,7;7;8;8;;;-;5,70;-;;-;5,00;-;;-;5,42;-;;;;6;6;6;4;4;6;6;0;Dem.;;;5,35;4;Very limited;5,70;3;Highly defective democracy;5,00;3;Limited;5,42;3;Moderate;5,8;3;Moderate;5,98;3;Fair
Liberia;3;78;5,09;55;6,18;7,3;8;8;9;4;6,8;8;6;8;5;5,3;6;4;5;6;7,0;6;8;4,7;5;4;n/a;5;105;4,00;1,0;1;4,0;3;4;4;5;5,5;4;7;5,0;5;5;3,0;3;3;6,0;6;3,5;4;3;31;6,04;7,5;10;7;4;10;9;4,8;6,40;6,0;6;6;6;5,0;5;5;5;6,6;7;7;6;6;7;8,0;9;8;7;;;5,25;6,18;0,93;æ;3,14;4,00;0,86;æ;4,96;6,04;1,08;ã;;;8;6;8;5;6;6;6;0;Dem.;;;5,09;4;Very limited;6,18;2;Defective democracy;4,00;4;Very limited;6,04;2;Good;7,5;2;Substantial;6,40;2;Sound
Libya;4;97;4,49;116;3,20;7,5;9;7;7;7;1,5;1;1;2;2;3,0;2;3;4;3;2,0;2;2;2,0;1;3;n/a;2;61;5,79;6,0;6;4,0;4;4;5;3;6,0;5;7;4,5;5;4;7,5;8;7;8,0;8;4,5;4;5;113;3,06;4,1;4;9;2;2;2;5,8;3,52;3,3;3;3;4;3,7;3;5;3;2,8;3;2;4;2;n/a;4,3;3;5;5;;;2,98;3,20;0,22;â;5,50;5,79;0,29;â;3,12;3,06;-0,06;â;;;1;1;2;2;2;3;8;6;Aut.;;;4,49;4;Very limited;3,20;5;Hard-line autocracy;5,79;3;Limited;3,06;4;Weak;4,1;4;Minor;3,52;4;Flawed
Lithuania;1;7;9,04;8;9,30;10,0;10;10;10;10;9,8;10;10;10;9;9,0;10;9;8;9;10,0;10;10;7,8;7;7;9;8;7;8,79;8,0;8;9,5;9;10;10;9;9,5;10;9;10,0;10;10;8,5;8;9;8,0;8;8,0;8;8;10;6,94;1,8;1;4;1;2;1;1,5;8,50;7,7;9;7;7;7,7;8;8;7;9,0;10;10;8;8;9;9,7;9;10;10;;;9,35;9,30;-0,05;â;8,96;8,79;-0,18;â;6,76;6,94;0,18;â;;;10;10;10;9;10;9;10;0;Dem.;;;9,04;1;Highly advanced;9,30;1;Democracy in consolidation;8,79;1;Highly advanced;6,94;2;Good;1,8;5;Negligible;8,50;1;Excellent
Madagascar;5;75;5,30;59;6,00;7,8;8;9;8;6;5,8;6;6;5;6;5,5;5;6;5;6;6,0;6;6;5,0;5;5;6;4;93;4,61;2,0;2;5,3;5;4;6;6;6,0;6;6;5,5;6;5;3,0;3;3;6,0;6;4,5;6;3;54;5,47;6,7;8;6;6;10;6;4,4;5,90;5,0;5;5;5;4,7;4;5;5;5,6;6;7;4;5;6;8,3;8;8;9;;;7,45;6,00;-1,45;ä;5,00;4,61;-0,39;â;6,23;5,47;-0,76;è;;;6;6;5;6;5;6;7;0;Dem.;;;5,30;4;Very limited;6,00;2;Defective democracy;4,61;4;Very limited;5,47;3;Moderate;6,7;2;Substantial;5,90;3;Fair
Malawi;5;68;5,56;49;6,40;8,3;9;9;9;6;6,8;6;7;7;7;5,8;5;6;6;6;6,5;6;7;4,8;4;4;7;4;90;4,71;2,0;2;5,0;3;6;6;5;7,5;7;8;6,0;6;6;3,5;3;4;6,0;6;3,0;3;3;44;5,66;6,8;8;7;5;10;7;4,;6,08;6,0;6;6;6;4,7;5;4;5;6,0;7;7;6;4;6;7,7;8;7;8;;;6,60;6,40;-0,20;â;4,11;4,71;0,61;æ;5,50;5,66;0,16;â;;;6;7;7;7;5;6;7,5;0;Dem.;;;5,56;3;Limited;6,40;2;Defective democracy;4,71;4;Very limited;5,66;2;Good;6,8;2;Substantial;6,08;2;Sound
Malaysia;7;47;6,18;72;5,28;9,0;10;9;7;10;4,3;5;2;5;5;5,5;5;5;6;6;2,0;2;2;5,7;7;5;n/a;5;27;7,07;7,0;7;7,0;8;5;7;8;7,0;7;7;8,0;9;7;7,0;7;7;7,0;7;6,5;6;7;42;5,68;4,3;4;6;5;4;3;3,8;6,50;5,0;5;5;5;6,7;7;7;6;6,0;7;5;7;5;n/a;8,3;7;8;10;;;5,33;5,28;-0,05;â;7,39;7,07;-0,32;â;5,57;5,68;0,11;â;;;5;2;5;5;5;6;10;2;Aut.;;;6,18;3;Limited;5,28;4;Moderate autocracy;7,07;2;Advanced;5,68;2;Good;4,3;4;Minor;6,50;2;Sound
Mali;3;55;5,93;36;7,15;6,8;5;9;8;5;8,5;9;8;9;8;5,8;6;5;4;8;7,5;7;8;7,3;5;8;8;8;90;4,71;1,0;1;5,5;4;5;6;7;7,0;8;6;6,5;7;6;4,5;5;4;5,0;5;3,5;4;3;28;6,16;7,0;8;4;6;9;10;4,8;6,60;5,7;5;6;6;5,3;5;6;5;6,8;7;7;6;7;n/a;8,7;8;9;9;;;7,25;7,15;-0,10;â;5,07;4,71;-0,36;â;6,22;6,16;-0,07;â;;;9;8;9;8;6;8;5;0;Dem.;;;5,93;3;Limited;7,15;2;Defective democracy;4,71;4;Very limited;6,16;2;Good;7,0;2;Substantial;6,60;2;Sound
Mauritania;3;110;3,73;104;3,63;5,3;5;6;4;6;3,8;2;1;6;6;3,5;3;3;3;5;2,0;2;2;3,7;4;3;n/a;4;112;3,82;3,0;3;3,8;3;2;6;4;4,0;4;4;4,5;4;5;3,5;4;3;5,0;5;3,0;3;3;106;3,45;7,9;8;8;6;9;10;6,6;3,62;3,3;3;4;3;3,3;4;3;3;3,8;3;3;4;4;5;4,0;3;4;5;;;4,47;3,63;-0,83;è;4,36;3,82;-0,54;è;5,39;3,45;-1,94;ä;;;2;1;6;6;3;5;5,5;3;Aut.;;;3,73;5;Failed;3,63;5;Hard-line autocracy;3,82;4;Very limited;3,45;4;Weak;7,9;2;Substantial;3,62;4;Flawed
Mauritius;5;18;7,94;17;8,45;9,0;10;9;8;9;8,8;9;8;9;9;8,3;9;8;8;8;9,0;9;9;7,3;7;7;8;7;22;7,43;7,0;7;7,0;7;7;7;7;7,0;7;7;8,5;9;8;7,0;8;6;8,0;8;7,5;8;7;10;6,94;3,2;3;4;3;4;3;2,4;8,17;8,0;8;8;8;7,7;8;8;7;8,0;9;9;8;6;n/a;9,0;9;9;9;;;8,80;8,45;-0,35;â;7,86;7,43;-0,43;â;7,13;6,94;-0,19;â;;;9;8;9;9;9;8;9,5;0;Dem.;;;7,94;2;Advanced;8,45;1;Democracy in consolidation;7,43;2;Advanced;6,94;2;Good;3,2;4;Minor;8,17;1;Excellent
Mexico;2;33;7,09;35;7,25;8,3;6;9;10;8;7,8;9;7;8;7;6,3;9;5;5;6;7,5;7;8;6,5;8;7;6;5;30;6,93;6,0;6;8,0;7;7;10;8;9,0;10;8;7,5;7;8;5,5;6;5;7,0;7;5,5;6;5;36;5,90;3,8;5;4;5;3;2;3,8;6,85;6,7;6;7;7;5,7;6;7;4;6,4;8;7;6;5;6;8,7;8;9;9;;;7,45;7,25;-0,20;â;7,14;6,93;-0,21;â;5,81;5,90;0,09;â;;;9;7;8;7;9;6;7;0;Dem.;;;7,09;2;Advanced;7,25;2;Defective democracy;6,93;3;Limited;5,90;2;Good;3,8;4;Minor;6,85;2;Sound
Moldova;6;61;5,79;44;6,65;8,0;6;8;10;8;6,5;6;7;7;6;5,8;5;6;6;6;7,0;7;7;6,0;7;5;7;5;84;4,93;3,0;3;5,5;4;5;7;6;7,0;8;6;5,5;5;6;4,0;4;4;5,0;5;4,5;4;5;79;4,49;5,7;8;7;5;8;2;4,1;4,97;4,3;4;5;4;4,0;4;5;3;5,2;6;6;5;6;3;6,3;7;6;6;;;6,85;6,65;-0,20;â;5,00;4,93;-0,07;â;4,46;4,49;0,03;â;;;6;7;7;6;5;6;7;0;Dem.;;;5,79;3;Limited;6,65;2;Defective democracy;4,93;4;Very limited;4,49;3;Moderate;5,7;3;Moderate;4,97;4;Flawed
Mongolia;6;46;6,20;41;6,90;8,5;8;10;10;6;6,8;6;7;8;6;5,8;7;6;4;6;7,5;7;8;6,0;6;5;7;6;66;5,50;3,0;3;6,0;6;7;6;5;8,5;9;8;6,5;6;7;4,5;4;5;6,0;6;4,0;4;4;26;6,20;5,3;8;8;3;8;1;3,9;6,92;6,3;7;5;7;4,7;5;5;4;8,0;9;9;8;6;8;8,7;9;9;8;;;7,00;6,90;-0,10;â;5,50;5,50;0,00;â;6,12;6,20;0,07;â;;;6;7;8;6;7;6;7;0;Dem.;;;6,20;3;Limited;6,90;2;Defective democracy;5,50;3;Limited;6,20;2;Good;5,3;3;Moderate;6,92;2;Sound
Montenegro;1;25;7,35;27;7,80;9,0;9;8;9;10;8,8;9;9;10;7;6,5;7;6;5;8;8,0;7;9;6,8;7;6;8;6;32;6,89;6,0;6;7,3;6;7;9;7;8,5;9;8;7,0;7;7;7,0;7;7;7,0;7;5,5;6;5;27;6,19;3,9;6;5;2;5;2;3,3;7,17;6,7;7;6;7;5,7;5;7;5;8,0;10;9;7;6;8;8,3;9;8;8;;;7,85;7,80;-0,05;â;6,71;6,89;0,18;â;6,16;6,19;0,04;â;;;9;9;10;7;7;8;9,5;0;Dem.;;;7,35;2;Advanced;7,80;2;Defective democracy;6,89;3;Limited;6,19;2;Good;3,9;4;Minor;7,17;2;Sound
Morocco;4;98;4,47;95;4,05;6,8;8;7;6;6;3,5;3;2;4;5;4,0;3;3;4;6;2,0;2;2;4,0;3;4;n/a;5;86;4,89;3,0;3;5,3;5;4;6;6;7,0;7;7;5,5;6;5;4,0;4;4;6,0;6;3,5;3;4;98;4,00;5,9;6;4;4;7;9;5,6;4,40;4,0;4;4;4;3,7;4;4;3;4,6;5;3;5;4;6;5,3;6;6;4;;;4,40;4,05;-0,35;â;4,89;4,89;0,00;â;4,60;4,00;-0,60;è;;;3;2;4;5;3;6;7;3;Aut.;;;4,47;4;Very limited;4,05;4;Moderate autocracy;4,89;4;Very limited;4,00;4;Weak;5,9;3;Moderate;4,40;4;Flawed
Mozambique;5;63;5,71;50;6,35;7,8;7;9;9;6;7,0;7;8;7;6;5,3;5;6;4;6;6,5;6;7;5,3;5;4;7;5;79;5,07;3,0;3;5,0;5;3;6;6;7,0;8;6;5,5;5;6;4,0;4;4;7,0;7;4,0;4;4;50;5,55;7,1;7;7;4;10;10;4,5;5,93;5,7;7;6;4;5,0;5;7;3;5,4;7;5;6;5;4;7,7;7;9;7;;;6,55;6,35;-0,20;â;4,57;5,07;0,50;æ;5,02;5,55;0,53;æ;;;7;8;7;6;5;6;6,5;0;Dem.;;;5,71;3;Limited;6,35;2;Defective democracy;5,07;3;Limited;5,55;3;Moderate;7,1;2;Substantial;5,93;3;Fair
Myanmar;7;127;1,59;127;1,72;4,3;4;3;8;2;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,3;1;1;n/a;2;127;1,46;1,0;1;1,8;2;1;2;2;1,0;1;1;1,5;1;2;1,0;1;1;3,0;3;1,0;1;1;126;1,75;8,2;9;9;9;10;4;8,4;1,82;1,0;1;1;1;1,3;1;2;1;1,6;1;3;1;2;1;3,3;3;2;5;;;1,70;1,72;0,02;â;2,21;1,46;-0,75;è;1,79;1,75;-0,04;â;;;1;1;1;1;1;1;3;6;Aut.;;;1,59;5;Failed;1,72;5;Hard-line autocracy;1,46;5;Rudimentary;1,75;5;Failed;8,2;2;Substantial;1,82;5;Poor
Namibia;5;34;6,99;27;7,80;9,3;9;10;10;8;7,8;7;8;8;8;7,3;7;8;7;7;8,0;8;8;6,8;7;7;7;6;51;6,18;3,0;3;7,3;7;6;8;8;8,0;8;8;7,0;7;7;6,0;6;6;7,0;7;5,0;6;4;30;6,05;4,5;6;4;5;5;4;2,8;6,90;6,7;7;7;6;6,3;6;7;6;6,6;9;9;6;5;4;8,0;8;8;8;;;8,10;7,80;-0,30;â;6,54;6,18;-0,36;â;5,89;6,05;0,16;â;;;7;8;8;8;7;7;8,5;0;Dem.;;;6,99;3;Limited;7,80;2;Defective democracy;6,18;3;Limited;6,05;2;Good;4,5;3;Moderate;6,90;2;Sound
Nepal;7;90;4,60;69;5,35;6,3;6;7;7;5;6,5;7;6;7;6;5,0;6;6;3;5;5,0;5;5;4,0;3;4;n/a;5;109;3,86;2,0;2;6,5;6;6;8;6;4,5;5;4;5,0;5;5;2,5;2;3;3,0;3;3,5;4;3;93;4,15;8,1;9;8;7;10;9;5,4;4,33;3,7;3;4;4;3,3;3;4;3;4,0;5;5;4;3;3;6,3;6;6;7;;;3,80;5,35;1,55;ã;4,96;3,86;-1,11;ä;5,02;4,15;-0,87;è;;;7;6;7;6;6;5;5,5;0;Dem.;;;4,60;4;Very limited;5,35;3;Highly defective democracy;3,86;4;Very limited;4,15;4;Weak;8,1;2;Substantial;4,33;4;Flawed
Nicaragua;2;66;5,63;62;5,90;8,0;8;9;9;6;7,0;6;8;7;7;4,5;4;3;4;7;4,0;4;4;6,0;6;6;7;5;70;5,36;3,0;3;6,0;5;5;9;5;7,5;8;7;6,5;6;7;4,0;4;4;6,0;6;4,5;5;4;75;4,66;5,5;6;5;4;8;5;4,8;5,18;4,0;4;4;4;5,0;4;7;4;5,4;6;6;5;4;6;6,3;5;6;8;;;6,65;5,90;-0,75;è;5,50;5,36;-0,14;â;5,57;4,66;-0,91;è;;;6;8;7;7;4;7;7;0;Dem.;;;5,63;3;Limited;5,90;3;Highly defective democracy;5,36;3;Limited;4,66;3;Moderate;5,5;3;Moderate;5,18;3;Fair
Niger;3;93;4,55;75;5,13;5,8;5;9;6;3;5,5;9;3;7;3;5,8;7;5;5;6;3,0;3;3;5,7;7;5;n/a;5;106;3,96;1,0;1;5,3;4;6;6;5;6,0;6;6;4,0;4;4;3,0;3;3;6,0;6;2,5;3;2;51;5,54;7,9;9;7;6;10;10;5,3;5,82;4,7;4;5;5;4,7;4;6;4;5,6;6;6;5;6;5;8,3;8;8;9;;;6,43;5,13;-1,30;ä;3,86;3,96;0,11;â;5,69;5,54;-0,15;â;;;9;3;7;3;7;6;4;2;Aut.;;;4,55;4;Very limited;5,13;4;Moderate autocracy;3,96;4;Very limited;5,54;3;Moderate;7,9;2;Substantial;5,82;3;Fair
Nigeria;3;82;4,90;79;4,77;6,0;5;8;6;5;5,3;5;2;8;6;5,3;6;6;4;5;2,0;2;2;5,3;6;5;n/a;5;80;5,04;2,0;2;5,8;5;5;6;7;7,0;7;7;6,0;7;5;4,0;4;4;7,0;7;3,5;3;4;63;5,00;7,1;8;6;8;8;7;5,4;5,35;4,3;4;4;5;4,0;4;5;3;5,4;6;6;5;4;6;7,7;7;8;8;;;6,05;4,77;-1,28;ä;5,29;5,04;-0,25;â;5,53;5,00;-0,53;è;;;5;2;8;6;6;5;5;2;Aut.;;;4,90;4;Very limited;4,77;4;Moderate autocracy;5,04;3;Limited;5,00;3;Moderate;7,1;2;Substantial;5,35;3;Fair
North Korea;7;126;2,29;126;2,65;9,3;10;10;10;7;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;126;1,93;3,0;3;1,5;2;1;1;2;1,5;2;1;1,5;2;1;2,0;1;3;2,0;2;2,0;1;3;128;1,46;7,0;7;10;4;9;6;5,9;1,56;1,3;1;1;2;2,3;1;3;3;1,3;1;1;2;1;n/a;1,3;1;1;2;;;2,70;2,65;-0,05;â;2,21;1,93;-0,29;â;1,90;1,46;-0,44;â;;;1;1;1;1;1;1;8,5;6;Aut.;;;2,29;5;Failed;2,65;5;Hard-line autocracy;1,93;5;Rudimentary;1,46;5;Failed;7,0;2;Substantial;1,56;5;Poor
North Macedonia;1;21;7,53;24;7,95;8,8;9;8;9;9;8,5;8;9;10;7;7,3;8;7;6;8;8,5;8;9;6,8;7;6;8;6;26;7,11;6,0;6;7,8;7;7;10;7;9,0;9;9;8,0;8;8;7,0;7;7;6,0;6;6,0;6;6;20;6,51;4,3;6;5;4;6;2;3,;7,45;7,3;8;7;7;6,3;6;7;6;7,8;9;9;8;6;7;8,3;9;8;8;;;7,75;7,95;0,20;â;7,29;7,11;-0,18;â;6,55;6,51;-0,04;â;;;8;9;10;7;8;8;9;0;Dem.;;;7,53;2;Advanced;7,95;2;Defective democracy;7,11;2;Advanced;6,51;2;Good;4,3;4;Minor;7,45;2;Sound
Oman;4;71;5,53;99;3,98;8,3;10;9;6;8;3,0;3;1;4;4;4,0;2;5;4;5;2,0;2;2;2,7;1;3;n/a;4;27;7,07;7,0;7;6,5;7;4;8;7;8,0;8;8;7,0;7;7;7,0;7;7;8,0;8;6,0;6;6;76;4,58;3,8;4;8;1;1;4;4,9;5,31;4,7;5;4;5;5,7;6;6;5;4,3;6;3;5;3;n/a;6,7;5;7;8;;;3,63;3,98;0,35;â;6,96;7,07;0,11;â;4,79;4,58;-0,21;â;;;3;1;4;4;2;5;9;3;Aut.;;;5,53;3;Limited;3,98;5;Hard-line autocracy;7,07;2;Advanced;4,58;3;Moderate;3,8;4;Minor;5,31;3;Fair
Pakistan;7;106;3,96;104;3,63;4,5;4;6;3;5;4,8;6;2;5;6;3,3;3;4;3;3;2,0;2;2;3,7;4;3;n/a;4;98;4,29;3,0;3;6,0;5;6;7;6;4,0;4;4;6,0;6;6;3,0;3;3;4,0;4;4,0;5;3;112;3,19;8,4;8;7;9;9;10;7,1;3,31;3,0;3;3;3;3,0;3;4;2;3,3;3;4;3;3;n/a;4,0;4;3;5;;;3,65;3,63;-0,02;â;5,18;4,29;-0,89;è;4,38;3,19;-1,18;ä;;;6;2;5;6;3;3;4,5;3;Aut.;;;3,96;5;Failed;3,63;5;Hard-line autocracy;4,29;4;Very limited;3,19;4;Weak;8,4;2;Substantial;3,31;4;Flawed
Panama;2;22;7,49;25;7,90;8,5;8;10;9;7;8,8;10;8;9;8;6,3;7;5;5;8;8,5;8;9;7,5;8;7;8;7;27;7,07;6,0;6;8,0;7;7;10;8;8,0;8;8;7,0;7;7;6,0;6;6;9,0;9;5,5;6;5;40;5,70;3,6;5;5;2;4;2;3,6;6,65;6,0;6;6;6;4,7;4;6;4;7,6;9;9;8;5;7;8,3;8;9;8;;;7,80;7,90;0,10;â;7,04;7,07;0,04;â;5,79;5,70;-0,08;â;;;10;8;9;8;7;8;7,5;0;Dem.;;;7,49;2;Advanced;7,90;2;Defective democracy;7,07;2;Advanced;5,70;2;Good;3,6;4;Minor;6,65;2;Sound
Papua New Guinea;7;58;5,85;50;6,35;6,5;6;8;8;4;8,0;7;5;10;10;6,5;8;8;4;6;6,0;4;8;4,8;2;5;7;5;70;5,36;4,0;4;5,5;6;5;6;5;7,0;8;6;6,5;7;6;3,5;3;4;7,0;7;4,0;5;3;65;4,99;7,1;8;6;6;9;9;4,5;5,33;5,3;5;5;6;4,0;4;5;3;6,0;8;6;5;5;n/a;6,0;7;5;6;;;6,10;6,35;0,25;â;4,82;5,36;0,54;æ;4,57;4,99;0,42;â;;;7;5;10;10;8;6;5;0;Dem.;;;5,85;3;Limited;6,35;2;Defective democracy;5,36;3;Limited;4,99;3;Moderate;7,1;2;Substantial;5,33;3;Fair
Paraguay;2;41;6,34;37;7,00;8,0;7;9;10;6;7,8;8;8;8;7;6,3;9;5;4;7;7,5;7;8;5,5;7;5;5;5;64;5,68;4,0;4;5,3;4;2;8;7;8,0;8;8;6,5;6;7;4,0;4;4;7,0;7;5,0;5;5;33;5,99;5,1;7;6;4;8;2;3,9;6,72;7,0;8;6;7;5,0;5;6;4;7,2;7;7;7;7;8;7,7;7;8;8;;;6,75;7,00;0,25;â;5,54;5,68;0,14;â;5,75;5,99;0,24;â;;;8;8;8;7;9;7;6,5;0;Dem.;;;6,34;3;Limited;7,00;2;Defective democracy;5,68;3;Limited;5,99;2;Good;5,1;3;Moderate;6,72;2;Sound
Peru;2;36;6,74;43;6,70;7,8;6;9;9;7;7,8;8;7;8;8;6,3;7;6;6;6;7,0;7;7;4,8;4;5;5;5;33;6,79;4,0;4;8,0;7;8;9;8;9,5;10;9;7,5;6;9;5,0;5;5;9,0;9;4,5;5;4;46;5,65;4,5;5;6;4;6;2;4,;6,43;6,3;7;6;6;5,0;5;6;4;6,4;7;8;6;5;6;8,0;8;8;8;;;6,60;6,70;0,10;â;6,61;6,79;0,18;â;5,78;5,65;-0,14;â;;;8;7;8;8;7;6;6,5;0;Dem.;;;6,74;3;Limited;6,70;2;Defective democracy;6,79;3;Limited;5,65;2;Good;4,5;3;Moderate;6,43;2;Sound
Philippines;7;49;6,06;62;5,90;6,5;6;7;7;6;5,5;6;5;6;5;5,8;7;7;5;4;6,0;6;6;5,8;4;6;7;6;49;6,21;5,0;5;7,0;6;7;8;7;6,0;7;5;7,5;8;7;6,0;5;7;7,0;7;5,0;6;4;94;4,07;5,0;6;4;6;7;2;4,9;4,58;3,7;4;4;3;3,7;3;5;3;4,0;6;4;3;4;3;7,0;5;7;9;;;6,30;5,90;-0,40;â;6,00;6,21;0,21;â;4,91;4,07;-0,84;è;;;6;5;6;5;7;4;6;0;Dem.;;;6,06;3;Limited;5,90;3;Highly defective democracy;6,21;3;Limited;4,07;4;Weak;5,0;3;Moderate;4,58;4;Flawed
Poland;1;10;8,86;11;9,00;9,8;10;10;9;10;9,8;10;10;10;9;8,8;9;9;8;9;9,0;9;9;7,8;5;9;9;8;9;8,71;8,0;8;9,5;9;10;10;9;9,5;10;9;9,5;10;9;8,5;9;8;8,0;8;8,0;8;8;18;6,55;1,8;2;2;2;2;1;1,8;8,02;7,7;9;7;7;7,3;8;7;7;8,4;10;9;7;7;9;8,7;9;8;9;;;8,80;9,00;0,20;â;8,71;8,71;0,00;â;5,32;6,55;1,23;ã;;;10;10;10;9;9;9;10;0;Dem.;;;8,86;1;Highly advanced;9,00;1;Democracy in consolidation;8,71;1;Highly advanced;6,55;2;Good;1,8;5;Negligible;8,02;1;Excellent
Qatar;4;49;6,06;90;4,20;8,8;10;7;8;10;3,8;3;1;4;7;4,5;3;4;4;7;2,0;2;2;2,0;1;3;n/a;2;18;7,93;9,0;9;7,5;7;5;9;9;8,5;8;9;8,0;9;7;7,0;8;6;9,0;9;6,5;4;9;52;5,53;3,6;2;9;3;1;2;4,4;6,46;5,0;5;5;5;8,0;7;9;8;4,5;7;2;6;3;n/a;8,3;8;7;10;;;-;4,20;-;;-;7,93;-;;-;5,53;-;;;;3;1;4;7;3;7;10;3;Aut.;;;6,06;3;Limited;4,20;4;Moderate autocracy;7,93;2;Advanced;5,53;3;Moderate;3,6;4;Minor;6,46;2;Sound
Romania;1;16;8,23;15;8,50;9,3;9;9;9;10;9,3;10;9;10;8;8,3;9;8;7;9;8,5;8;9;7,3;8;6;9;6;16;7,96;7,0;7;8,8;8;9;10;8;9,0;9;9;9,0;9;9;7,0;7;7;8,0;8;7,0;8;6;24;6,30;3,2;4;5;3;4;1;2,3;7,42;7,0;7;7;7;6,3;7;6;6;8,0;10;9;8;6;7;8,3;8;8;9;;;8,55;8,50;-0,05;â;8,07;7,96;-0,11;â;6,52;6,30;-0,22;â;;;10;9;10;8;9;9;9,5;0;Dem.;;;8,23;2;Advanced;8,50;1;Democracy in consolidation;7,96;2;Advanced;6,30;2;Good;3,2;4;Minor;7,42;2;Sound
Russia;6;65;5,70;73;5,25;8,0;7;8;9;8;5,3;6;7;4;4;4,3;4;4;4;5;5,0;6;4;3,8;4;4;4;3;54;6,14;6,0;6;6,0;5;7;7;5;8,5;8;9;4,0;3;5;6,0;7;5;8,0;8;4,5;3;6;106;3,45;4,5;5;8;4;4;1;4,9;3,93;4,0;4;4;4;4,3;5;5;3;4,4;6;2;7;3;4;3,0;2;4;3;;;5,35;5,25;-0,10;â;6,54;6,14;-0,39;â;3,88;3,45;-0,43;â;;;6;7;4;4;4;5;7,5;0;Dem.;;;5,70;3;Limited;5,25;3;Highly defective democracy;6,14;3;Limited;3,45;4;Weak;4,5;3;Moderate;3,93;4;Flawed
