"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 10;  Democracy Status 12;  Trend Democracy;;  Economy Status 10;  Economy Status 12;  Trend Economy;;  Governance Index 10;  Governance Index 12;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Lesotho;5;78;5,23;66;5,60;7,0;6;8;9;5;5,5;6;6;6;4;5,3;4;6;5;6;5,5;5;6;4,8;4;5;6;4;86;4,86;2,0;2;6,0;5;3;8;8;6,0;6;6;7,0;7;7;4,0;3;5;5,0;5;4,0;4;4;50;5,43;6,5;8;7;4;8;7;4,9;5,90;5,3;6;5;5;4,7;4;5;5;6,3;8;6;6;5;n/a;7,3;6;8;8;;;5,70;5,60;-0,10;â;5,00;4,86;-0,14;â;5,42;5,43;0,01;â;;;6;6;6;4;4;6;5,5;0;Dem.;;;5,23;4;Very limited;5,60;3;Highly defective democracy;4,86;4;Very limited;5,43;3;Moderate;6,5;2;Substantial;5,90;3;Fair
Liberia;3;75;5,34;47;6,50;7,3;8;8;9;4;7,0;8;6;8;6;5,3;6;4;5;6;7,5;7;8;5,5;5;5;7;5;104;4,18;1,0;1;4,3;3;4;4;6;6,0;5;7;5,0;5;5;3,5;3;4;6,0;6;3,5;4;3;26;6,17;7,3;10;7;4;10;8;4,8;6,57;6,3;7;6;6;5,3;5;5;6;6,6;7;7;7;6;6;8,0;9;8;7;;;6,18;6,50;0,32;â;4,00;4,18;0,18;â;6,04;6,17;0,13;â;;;8;6;8;6;6;6;6;0;Dem.;;;5,34;4;Very limited;6,50;2;Defective democracy;4,18;4;Very limited;6,17;2;Good;7,3;2;Substantial;6,57;2;Sound
Libya;4;96;4,48;117;3,10;7,5;9;7;7;7;1,3;1;1;2;1;2,8;2;2;4;3;2,0;2;2;2,0;1;3;n/a;2;58;5,86;6,0;6;4,0;4;4;5;3;6,0;5;7;4,5;5;4;7,5;8;7;8,0;8;5,0;4;6;115;2,90;4,3;4;9;2;2;3;5,9;3,32;3,0;3;3;3;3,7;3;5;3;2,6;3;1;4;2;3;4,0;3;4;5;;;3,20;3,10;-0,10;â;5,79;5,86;0,07;â;3,06;2,90;-0,16;â;;;1;1;2;1;2;3;8;6;Aut.;;;4,48;4;Very limited;3,10;5;Hard-line autocracy;5,86;3;Limited;2,90;5;Failed;4,3;4;Minor;3,32;4;Flawed
Lithuania;1;7;9,03;7;9,35;10,0;10;10;10;10;9,8;10;10;10;9;9,0;10;9;8;9;10,0;10;10;8,0;7;8;9;8;9;8,71;8,0;8;9,5;9;10;10;9;9,0;9;9;10,0;10;10;8,0;7;9;8,0;8;8,5;8;9;6;7,15;1,6;1;4;1;1;1;1,5;8,80;8,3;9;8;8;8,3;9;8;8;9,2;10;10;8;9;9;9,3;9;10;9;;;9,30;9,35;0,05;â;8,79;8,71;-0,07;â;6,94;7,15;0,21;â;;;10;10;10;9;10;9;10;0;Dem.;;;9,03;1;Highly advanced;9,35;1;Democracy in consolidation;8,71;1;Highly advanced;7,15;1;Very good;1,6;5;Negligible;8,80;1;Excellent
Madagascar;5;100;4,39;84;4,45;7,3;7;9;8;5;3,5;2;2;5;5;4,5;4;4;5;5;3,0;3;3;4,0;4;4;n/a;4;99;4,32;2,0;2;4,8;4;3;6;6;5,5;6;5;5,5;5;6;3,5;3;4;5,0;5;4,0;4;4;110;3,34;7,4;8;8;6;10;7;5,1;3,55;3,0;3;3;3;3,3;3;3;4;4,2;6;4;3;4;4;3,7;4;3;4;;;6,00;4,45;-1,55;ä;4,61;4,32;-0,29;â;5,47;3,34;-2,13;ä;;;2;2;5;5;4;5;6;2;Aut.;;;4,39;4;Very limited;4,45;4;Moderate autocracy;4,32;4;Very limited;3,34;4;Weak;7,4;2;Substantial;3,55;4;Flawed
Malawi;5;67;5,57;55;6,25;8,3;9;9;9;6;6,5;6;8;6;6;5,8;5;6;6;6;6,0;6;6;4,8;4;4;7;4;84;4,89;2,0;2;5,8;4;6;7;6;7,5;7;8;6,0;6;6;4,0;3;5;6,0;6;3,0;3;3;36;5,86;7,2;8;7;5;10;9;4,;6,25;6,3;7;6;6;5,0;5;5;5;6,0;7;6;6;5;6;7,7;8;7;8;;;6,40;6,25;-0,15;â;4,71;4,89;0,18;â;5,66;5,86;0,20;â;;;6;8;6;6;5;6;7,5;0;Dem.;;;5,57;3;Limited;6,25;2;Defective democracy;4,89;4;Very limited;5,86;2;Good;7,2;2;Substantial;6,25;2;Sound
Malaysia;7;48;6,13;74;5,00;8,5;10;9;6;9;4,3;5;2;5;5;5,3;4;5;6;6;2,0;2;2;5,0;7;4;n/a;4;24;7,25;7,0;7;7,3;8;6;7;8;7,5;8;7;8,0;9;7;7,0;7;7;8,0;8;6,0;6;6;41;5,70;4,4;4;6;5;4;3;4,1;6,52;4,7;4;5;5;7,0;7;7;7;5,8;7;5;6;5;n/a;8,7;7;9;10;;;5,28;5,00;-0,28;â;7,07;7,25;0,18;â;5,68;5,70;0,03;â;;;5;2;5;5;4;6;9,5;2;Aut.;;;6,13;3;Limited;5,00;4;Moderate autocracy;7,25;2;Advanced;5,70;2;Good;4,4;4;Minor;6,52;2;Sound
Mali;3;50;6,09;35;7,15;7,0;6;9;8;5;8,5;9;8;9;8;5,5;5;5;4;8;7,5;7;8;7,3;5;8;8;8;81;5,04;1,0;1;5,8;5;5;6;7;7,5;9;6;6,0;6;6;4,5;5;4;7,0;7;3,5;4;3;25;6,19;6,8;8;4;5;9;10;4,8;6,67;5,7;5;6;6;5,3;5;6;5;7,0;7;7;7;7;7;8,7;8;9;9;;;7,15;7,15;0,00;â;4,71;5,04;0,32;â;6,16;6,19;0,03;â;;;9;8;9;8;5;8;5,5;0;Dem.;;;6,09;3;Limited;7,15;2;Defective democracy;5,04;3;Limited;6,19;2;Good;6,8;2;Substantial;6,67;2;Sound
Mauritania;3;99;4,41;83;4,50;5,5;6;6;4;6;5,5;5;2;8;7;4,5;4;4;4;6;3,0;3;3;4,0;4;4;n/a;4;99;4,32;3,0;3;3,8;3;2;6;4;5,5;6;5;5,0;5;5;3,5;4;3;6,0;6;3,5;4;3;82;4,46;7,7;8;8;6;8;10;6,;4,70;4,0;4;4;4;3,7;4;3;4;4,8;6;4;4;5;5;6,3;5;7;7;;;3,63;4,50;0,87;æ;3,82;4,32;0,50;æ;3,45;4,46;1,01;ã;;;5;2;8;7;4;6;6;2;Aut.;;;4,41;4;Very limited;4,50;4;Moderate autocracy;4,32;4;Very limited;4,46;3;Moderate;7,7;2;Substantial;4,70;4;Flawed
Mauritius;5;17;8,11;15;8,53;9,3;10;9;9;9;8,8;9;10;8;8;8,0;9;8;7;8;9,0;9;9;7,7;8;8;n/a;7;20;7,68;7,0;7;7,8;8;7;8;8;8,5;9;8;8,5;9;8;7,0;8;6;8,0;8;7,0;7;7;9;6,99;3,2;3;3;3;4;4;2,4;8,23;8,7;9;8;9;7,3;8;8;6;8,3;9;9;7;8;n/a;8,7;9;9;8;;;8,45;8,53;0,08;â;7,43;7,68;0,25;â;6,94;6,99;0,05;â;;;9;10;8;8;9;8;9,5;0;Dem.;;;8,11;2;Advanced;8,53;1;Democracy in consolidation;7,68;2;Advanced;6,99;2;Good;3,2;4;Minor;8,23;1;Excellent
Mexico;2;35;6,90;38;6,95;8,0;5;9;10;8;7,3;8;7;8;6;5,8;8;5;4;6;7,5;7;8;6,3;7;7;6;5;35;6,86;6,0;6;7,5;6;7;10;7;9,0;10;8;7,5;7;8;5,5;6;5;7,0;7;5,5;6;5;45;5,57;4,4;6;5;5;3;3;4,1;6,37;6,7;7;7;6;5,3;6;6;4;5,8;8;5;6;5;5;7,7;7;8;8;;;7,25;6,95;-0,30;â;6,93;6,86;-0,07;â;5,90;5,57;-0,34;â;;;8;7;8;6;8;6;6,5;0;Dem.;;;6,90;3;Limited;6,95;2;Defective democracy;6,86;3;Limited;5,57;3;Moderate;4,4;4;Minor;6,37;2;Sound
Moldova;6;43;6,24;36;7,05;8,3;7;8;10;8;7,0;7;7;7;7;6,3;6;6;6;7;7,5;7;8;6,3;7;6;6;6;67;5,43;3,0;3;6,0;5;5;7;7;8,0;9;7;6,5;6;7;4,5;4;5;5,0;5;5,0;5;5;53;5,39;5,8;8;7;5;8;3;3,8;5,95;5,3;5;6;5;5,0;5;6;4;6,8;8;7;7;8;4;6,7;7;6;7;;;6,65;7,05;0,40;â;4,93;5,43;0,50;æ;4,49;5,39;0,90;æ;;;7;7;7;7;6;7;7,5;0;Dem.;;;6,24;3;Limited;7,05;2;Defective democracy;5,43;3;Limited;5,39;3;Moderate;5,8;3;Moderate;5,95;3;Fair
Mongolia;6;50;6,09;39;6,85;8,3;9;10;9;5;6,8;6;7;8;6;6,0;7;6;4;7;7,0;7;7;6,3;6;6;7;6;71;5,32;3,0;3;6,3;5;7;7;6;7,5;8;7;6,0;5;7;4,5;4;5;6,0;6;4,0;4;4;33;5,92;5,5;8;7;3;8;3;3,9;6,58;5,7;6;5;6;4,7;5;5;4;8,0;9;8;8;6;9;8,0;8;8;8;;;6,90;6,85;-0,05;â;5,50;5,32;-0,18;â;6,20;5,92;-0,27;â;;;6;7;8;6;7;7;7;0;Dem.;;;6,09;3;Limited;6,85;2;Defective democracy;5,32;3;Limited;5,92;2;Good;5,5;3;Moderate;6,58;2;Sound
Montenegro;1;27;7,28;29;7,60;8,8;9;8;8;10;8,0;8;9;9;6;6,5;7;6;5;8;8,0;7;9;6,8;7;6;8;6;31;6,96;6,0;6;7,3;6;7;9;7;8,0;9;7;8,0;8;8;7,0;7;7;7,0;7;5,5;6;5;26;6,17;3,6;6;5;2;4;1;3,4;7,20;7,0;7;7;7;5,7;5;7;5;7,8;10;9;7;6;7;8,3;9;8;8;;;7,80;7,60;-0,20;â;6,89;6,96;0,07;â;6,19;6,17;-0,02;â;;;8;9;9;6;7;8;9,5;0;Dem.;;;7,28;2;Advanced;7,60;2;Defective democracy;6,96;3;Limited;6,17;2;Good;3,6;4;Minor;7,20;2;Sound
Morocco;4;94;4,50;98;3,90;6,8;8;7;6;6;3,3;3;2;4;4;3,5;2;2;4;6;2,0;2;2;4,0;3;4;n/a;5;79;5,11;3,0;3;5,8;5;4;7;7;7,0;7;7;5,5;6;5;4,0;4;4;6,0;6;4,5;4;5;89;4,20;5,8;6;5;3;7;8;5,9;4,63;4,0;5;4;3;3,7;4;4;3;5,2;6;3;5;5;7;5,7;7;6;4;;;4,05;3,90;-0,15;â;4,89;5,11;0,21;â;4,00;4,20;0,20;â;;;3;2;4;4;2;6;7;3;Aut.;;;4,50;4;Very limited;3,90;5;Hard-line autocracy;5,11;3;Limited;4,20;4;Weak;5,8;3;Moderate;4,63;4;Flawed
Mozambique;5;72;5,40;57;6,15;7,8;8;9;9;5;7,0;7;7;7;7;4,8;4;5;4;6;6,0;6;6;5,3;5;4;7;5;90;4,64;3,0;3;5,0;5;3;6;6;6,5;7;6;5,0;5;5;4,0;4;4;5,0;5;4,0;4;4;63;5,07;7,1;7;7;4;10;10;4,8;5,42;5,3;6;6;4;4,3;4;6;3;5,0;6;5;6;5;3;7,0;7;7;7;;;6,35;6,15;-0,20;â;5,07;4,64;-0,43;â;5,55;5,07;-0,48;â;;;7;7;7;7;4;6;6,5;0;Dem.;;;5,40;4;Very limited;6,15;2;Defective democracy;4,64;4;Very limited;5,07;3;Moderate;7,1;2;Substantial;5,42;3;Fair
Myanmar;7;127;1,70;127;1,93;4,3;4;3;8;2;1,8;2;2;2;1;1,0;1;1;1;1;1,0;1;1;1,7;2;1;n/a;2;126;1,46;1,0;1;1,8;2;1;2;2;1,0;1;1;1,5;1;2;1,0;1;1;3,0;3;1,0;1;1;126;1,77;8,9;9;9;9;9;9;8,4;1,82;1,0;1;1;1;1,3;1;2;1;1,6;2;1;2;2;1;3,3;3;2;5;;;1,72;1,93;0,22;â;1,46;1,46;0,00;â;1,75;1,77;0,03;â;;;2;2;2;1;1;1;3;6;Aut.;;;1,70;5;Failed;1,93;5;Hard-line autocracy;1,46;5;Rudimentary;1,77;5;Failed;8,9;1;Massive;1,82;5;Poor
Namibia;5;32;6,99;25;7,70;8,5;9;9;9;7;8,5;7;9;9;9;7,3;7;9;6;7;8,0;8;8;6,3;7;6;6;6;46;6,29;3,0;3;7,5;7;6;8;9;8,0;8;8;7,5;8;7;6,0;6;6;7,0;7;5,0;6;4;31;6,03;4,5;6;4;4;5;5;3,1;6,87;6,7;7;7;6;6,3;6;7;6;6,8;9;9;7;5;4;7,7;7;8;8;;;7,80;7,70;-0,10;â;6,18;6,29;0,11;â;6,05;6,03;-0,02;â;;;7;9;9;9;7;7;8;0;Dem.;;;6,99;3;Limited;7,70;2;Defective democracy;6,29;3;Limited;6,03;2;Good;4,5;3;Moderate;6,87;2;Sound
Nepal;7;98;4,45;74;5,00;6,0;6;7;7;4;6,3;7;5;7;6;4,3;5;5;3;4;4,5;4;5;4,0;3;4;n/a;5;112;3,89;2,0;2;6,3;5;6;8;6;4,5;4;5;5,0;5;5;2,5;2;3;3,0;3;4,0;5;3;101;3,75;8,3;9;8;7;10;10;5,9;3,90;2,7;2;3;3;3,0;3;3;3;3,6;4;4;4;3;3;6,3;6;6;7;;;5,35;5,00;-0,35;â;3,86;3,89;0,04;â;4,15;3,75;-0,39;â;;;7;5;7;6;5;4;5;0;Dem.;;;4,45;4;Very limited;5,00;3;Highly defective democracy;3,89;4;Very limited;3,75;4;Weak;8,3;2;Substantial;3,90;4;Flawed
Nicaragua;2;65;5,59;63;5,75;7,8;8;8;9;6;7,0;6;8;7;7;4,0;4;3;3;6;4,0;4;4;6,0;6;6;6;6;67;5,43;3,0;3;6,0;5;5;9;5;8,0;8;8;6,5;6;7;4,0;4;4;6,0;6;4,5;5;4;71;4,74;5,9;6;5;4;8;7;5,1;5,22;4,7;5;5;4;5,0;4;7;4;5,2;6;5;5;4;6;6,0;5;6;7;;;5,90;5,75;-0,15;â;5,36;5,43;0,07;â;4,66;4,74;0,08;â;;;6;8;7;7;4;6;7;0;Dem.;;;5,59;3;Limited;5,75;3;Highly defective democracy;5,43;3;Limited;4,74;3;Moderate;5,9;3;Moderate;5,22;3;Fair
Niger;3;70;5,45;46;6,65;5,8;6;9;5;3;8,8;9;8;9;9;5,8;7;5;5;6;7,0;7;7;6,0;7;5;n/a;6;101;4,25;1,0;1;5,3;4;6;6;5;7,0;8;6;4,5;4;5;3,0;3;3;6,0;6;3,0;3;3;44;5,63;7,7;9;7;5;10;10;5,3;5,93;5,3;5;6;5;4,7;4;6;4;5,4;6;6;5;6;4;8,3;8;9;8;;;5,13;6,65;1,52;ã;3,96;4,25;0,29;â;5,54;5,63;0,09;â;;;9;8;9;9;7;6;4,5;0;Dem.;;;5,45;4;Very limited;6,65;2;Defective democracy;4,25;4;Very limited;5,63;2;Good;7,7;2;Substantial;5,93;3;Fair
Nigeria;3;89;4,63;80;4,80;5,8;5;8;5;5;5,5;5;2;8;7;5,8;7;7;5;4;3,0;3;3;4,0;4;4;n/a;4;95;4,46;2,0;2;5,3;5;3;6;7;6,0;6;6;5,0;5;5;4,0;4;4;6,0;6;3,0;3;3;65;5,00;7,0;8;5;8;8;8;5,3;5,35;4,3;4;4;5;4,3;4;5;4;5,4;6;6;4;5;6;7,3;7;7;8;;;4,77;4,80;0,03;â;5,04;4,46;-0,57;è;5,00;5,00;0,00;â;;;5;2;8;7;7;4;5;2;Aut.;;;4,63;4;Very limited;4,80;4;Moderate autocracy;4,46;4;Very limited;5,00;3;Moderate;7,0;2;Substantial;5,35;3;Fair
North Korea;7;125;2,00;125;2,60;9,0;10;10;10;6;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;127;1,39;2,0;2;1,3;2;1;1;1;1,0;1;1;1,0;1;1;1,5;1;2;1,0;1;2,0;1;3;128;1,31;7,5;7;10;4;9;9;6,;1,38;1,3;1;1;2;2,0;1;3;2;1,2;1;1;2;1;1;1,0;1;1;1;;;2,65;2,60;-0,05;â;1,93;1,39;-0,54;è;1,46;1,31;-0,15;â;;;1;1;1;1;1;1;8;6;Aut.;;;2,00;5;Failed;2,60;5;Hard-line autocracy;1,39;5;Rudimentary;1,31;5;Failed;7,5;2;Substantial;1,38;5;Poor
North Macedonia;1;25;7,35;29;7,60;8,8;9;8;9;9;7,8;8;9;8;6;6,8;7;6;6;8;8,0;8;8;6,8;7;6;8;6;28;7,11;6,0;6;7,8;7;7;10;7;9,0;9;9;8,0;8;8;7,0;7;7;6,0;6;6,0;6;6;21;6,50;4,5;6;5;4;5;4;3,3;7,40;7,3;8;7;7;6,3;6;7;6;7,6;9;9;7;6;7;8,3;9;8;8;;;7,95;7,60;-0,35;â;7,11;7,11;0,00;â;6,51;6,50;-0,01;â;;;8;9;8;6;7;8;9;0;Dem.;;;7,35;2;Advanced;7,60;2;Defective democracy;7,11;2;Advanced;6,50;2;Good;4,5;3;Moderate;7,40;2;Sound
Oman;4;71;5,41;99;3,88;8,3;10;9;6;8;3,0;3;1;4;4;3,5;1;4;4;5;2,0;2;2;2,7;1;3;n/a;4;33;6,93;7,0;7;6,5;7;4;8;7;8,0;8;8;7,0;7;7;7,0;7;7;8,0;8;5,0;5;5;80;4,51;3,9;4;8;1;1;4;5,1;5,23;4,7;5;4;5;5,3;6;6;4;4,3;6;3;5;3;n/a;6,7;5;7;8;;;3,98;3,88;-0,10;â;7,07;6,93;-0,14;â;4,58;4,51;-0,07;â;;;3;1;4;4;1;5;9;3;Aut.;;;5,41;4;Very limited;3,88;5;Hard-line autocracy;6,93;3;Limited;4,51;3;Moderate;3,9;4;Minor;5,23;3;Fair
Pakistan;7;110;3,81;111;3,43;3,8;3;5;3;4;4,5;6;2;5;5;2,8;3;3;3;2;2,5;3;2;3,7;4;3;n/a;4;104;4,18;3,0;3;5,8;5;5;7;6;3,5;3;4;6,0;6;6;3,0;3;3;4,0;4;4,0;5;3;112;3,18;8,1;8;7;9;8;9;7,8;3,32;3,0;3;3;3;2,7;3;3;2;3,6;3;4;3;3;5;4,0;4;3;5;;;3,63;3,43;-0,20;â;4,29;4,18;-0,11;â;3,19;3,18;-0,01;â;;;6;2;5;5;3;2;3,5;3;Aut.;;;3,81;5;Failed;3,43;5;Hard-line autocracy;4,18;4;Very limited;3,18;4;Weak;8,1;2;Substantial;3,32;4;Flawed
Panama;2;22;7,39;25;7,70;8,5;8;10;9;7;8,3;9;9;8;7;6,0;7;5;5;7;8,5;8;9;7,3;7;7;8;7;29;7,07;5,0;5;8,0;7;7;10;8;8,5;9;8;7,5;7;8;6,0;6;6;9,0;9;5,5;6;5;43;5,65;3,8;5;5;3;4;2;3,8;6,55;6,3;6;7;6;4,7;4;6;4;7,2;9;9;8;4;6;8,0;8;8;8;;;7,90;7,70;-0,20;â;7,07;7,07;0,00;â;5,70;5,65;-0,06;â;;;9;9;8;7;7;7;7,5;0;Dem.;;;7,39;2;Advanced;7,70;2;Defective democracy;7,07;2;Advanced;5,65;2;Good;3,8;4;Minor;6,55;2;Sound
Papua New Guinea;7;63;5,66;60;6,10;6,5;6;8;8;4;8,0;7;5;10;10;6,3;7;8;4;6;5,0;3;7;4,8;2;5;7;5;73;5,21;4,0;4;5,5;6;5;6;5;7,0;8;6;6,0;6;6;3,5;3;4;7,0;7;3,5;4;3;79;4,52;7,1;8;6;6;8;10;4,6;4,83;4,3;5;4;4;3,3;3;4;3;6,0;8;6;5;5;n/a;5,7;6;5;6;;;6,35;6,10;-0,25;â;5,36;5,21;-0,14;â;4,99;4,52;-0,47;â;;;7;5;10;10;7;6;5;0;Dem.;;;5,66;3;Limited;6,10;2;Defective democracy;5,21;3;Limited;4,52;3;Moderate;7,1;2;Substantial;4,83;4;Flawed
Paraguay;2;40;6,39;37;7,00;8,0;7;9;10;6;7,5;8;7;8;7;6,3;9;5;4;7;7,5;7;8;5,8;7;6;5;5;61;5,79;4,0;4;5,5;4;3;8;7;8,0;8;8;6,5;6;7;4,5;5;4;7,0;7;5,0;5;5;24;6,21;5,3;7;6;4;7;4;3,9;6,93;6,7;7;6;7;5,7;6;6;5;7,4;7;7;7;8;8;8,0;8;8;8;;;7,00;7,00;0,00;â;5,68;5,79;0,11;â;5,99;6,21;0,22;â;;;8;7;8;7;9;7;6,5;0;Dem.;;;6,39;3;Limited;7,00;2;Defective democracy;5,79;3;Limited;6,21;2;Good;5,3;3;Moderate;6,93;2;Sound
Peru;2;34;6,94;43;6,70;7,8;6;9;9;7;8,0;9;7;8;8;6,0;6;6;6;6;7,0;7;7;4,8;4;5;5;5;26;7,18;5,0;5;8,3;7;8;9;9;10,0;10;10;7,5;7;8;5,0;5;5;9,0;9;5,5;6;5;40;5,73;4,7;5;6;5;6;2;4,1;6,50;6,7;7;7;6;5,3;5;6;5;6,0;7;8;5;5;5;8,0;8;8;8;;;6,70;6,70;0,00;â;6,79;7,18;0,39;â;5,65;5,73;0,09;â;;;9;7;8;8;6;6;6,5;0;Dem.;;;6,94;3;Limited;6,70;2;Defective democracy;7,18;2;Advanced;5,73;2;Good;4,7;3;Moderate;6,50;2;Sound
Philippines;7;47;6,18;49;6,40;6,8;7;7;7;6;6,8;7;6;9;5;6,0;7;7;5;5;7,0;7;7;5,5;4;6;6;6;54;5,96;5,0;5;6,3;6;5;7;7;7,0;8;6;6,5;6;7;6,0;5;7;6,0;6;5,0;6;4;68;4,92;5,3;6;4;6;7;4;4,6;5,50;5,0;5;5;5;5,0;5;6;4;5,0;6;4;5;5;5;7,0;5;7;9;;;5,90;6,40;0,50;æ;6,21;5,96;-0,25;â;4,07;4,92;0,85;æ;;;7;6;9;5;7;5;6,5;0;Dem.;;;6,18;3;Limited;6,40;2;Defective democracy;5,96;3;Limited;4,92;3;Moderate;5,3;3;Moderate;5,50;3;Fair
Poland;1;6;9,05;8;9,20;9,5;10;10;8;10;9,8;10;10;10;9;9,3;10;9;8;10;9,5;10;9;8,0;6;9;9;8;6;8,89;8,0;8;9,8;9;10;10;10;9,0;10;8;10,0;10;10;8,5;9;8;9,0;9;8,0;8;8;13;6,79;1,6;2;2;2;1;1;1,6;8,35;8,3;9;8;8;7,7;8;8;7;8,4;9;8;8;8;9;9,0;9;9;9;;;9,00;9,20;0,20;â;8,71;8,89;0,18;â;6,55;6,79;0,24;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,05;1;Highly advanced;9,20;1;Democracy in consolidation;8,89;1;Highly advanced;6,79;2;Good;1,6;5;Negligible;8,35;1;Excellent
Qatar;4;49;6,10;91;4,08;8,3;10;7;6;10;3,5;2;1;4;7;4,0;2;4;4;6;2,0;2;2;2,7;1;4;n/a;3;14;8,11;9,0;9;7,8;7;6;9;9;8,5;8;9;8,5;9;8;7,0;8;6;9,0;9;7,0;5;9;35;5,88;3,5;1;8;2;1;4;4,9;6,88;5,0;5;5;5;8,0;7;9;8;5,5;7;3;8;4;n/a;9,0;9;8;10;;;4,20;4,08;-0,12;â;7,93;8,11;0,18;â;5,53;5,88;0,34;â;;;2;1;4;7;2;6;10;3;Aut.;;;6,10;3;Limited;4,08;4;Moderate autocracy;8,11;1;Highly advanced;5,88;2;Good;3,5;4;Minor;6,88;2;Sound
Romania;1;16;8,17;14;8,55;9,5;10;9;9;10;9,0;9;9;10;8;8,3;9;8;7;9;8,5;8;9;7,5;8;7;9;6;19;7,79;7,0;7;9,0;8;9;10;9;8,5;9;8;9,0;9;9;7,0;7;7;7,0;7;7,0;8;6;22;6,41;3,0;4;5;3;3;1;2,1;7,58;7,0;7;7;7;7,0;8;6;7;8,0;10;9;8;6;7;8,3;8;8;9;;;8,50;8,55;0,05;â;7,96;7,79;-0,18;â;6,30;6,41;0,11;â;;;9;9;10;8;9;9;10;0;Dem.;;;8,17;2;Advanced;8,55;1;Democracy in consolidation;7,79;2;Advanced;6,41;2;Good;3,0;4;Minor;7,58;2;Sound
Russia;6;60;5,73;69;5,35;7,8;7;8;9;7;5,3;6;7;4;4;4,3;4;4;4;5;5,5;6;5;4,0;4;4;4;4;52;6,11;6,0;6;6,3;5;7;7;6;9,0;9;9;4,5;3;6;5,5;6;5;7,0;7;4,5;3;6;99;3,99;4,3;5;7;4;3;2;5,;4,57;4,7;5;4;5;4,7;5;6;3;4,6;6;3;7;3;4;4,3;4;5;4;;;5,25;5,35;0,10;â;6,14;6,11;-0,04;â;3,45;3,99;0,54;æ;;;6;7;4;4;4;5;7;0;Dem.;;;5,73;3;Limited;5,35;3;Highly defective democracy;6,11;3;Limited;3,99;4;Weak;4,3;4;Minor;4,57;4;Flawed
