"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 12;  Democracy Status 14;  Trend Democracy;;  Economy Status 12;  Economy Status 14;  Trend Economy;;  Governance Index 12;  Governance Index 14;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Lesotho;5;71;5,48;57;6,25;7,5;7;9;8;6;7,3;8;8;7;6;6,0;5;6;7;6;5,5;5;6;5,0;4;5;6;5;88;4,71;2,0;2;5,5;5;2;8;7;6,0;6;6;7,0;7;7;4,0;3;5;5,0;5;3,5;4;3;63;4,96;6,4;8;7;5;8;6;4,3;5,40;5,3;6;5;5;3,7;4;3;4;6,3;7;6;7;5;n/a;6,3;6;7;6;;;5,60;6,25;0,65;æ;4,86;4,71;-0,14;â;5,43;4,96;-0,47;â;;;8;8;7;6;5;6;6,5;0;Dem.;;;5,48;4;Very limited;6,25;2;Defective democracy;4,71;4;Very limited;4,96;3;Moderate;6,4;3;Moderate;5,40;3;Fair
Liberia;3;71;5,48;53;6,45;7,5;8;8;9;5;7,0;8;6;8;6;5,3;6;5;5;5;7,5;7;8;5,0;5;5;n/a;5;95;4,50;1,0;1;4,5;4;4;4;6;6,0;5;7;6,0;6;6;3,5;3;4;6,0;6;4,5;5;4;26;6,22;7,3;10;7;4;10;8;4,6;6,62;6,3;7;6;6;5,3;5;5;6;6,8;7;7;7;6;7;8,0;9;8;7;;;6,50;6,45;-0,05;â;4,18;4,50;0,32;â;6,17;6,22;0,04;â;;;8;6;8;6;6;5;6,5;0;Dem.;;;5,48;4;Very limited;6,45;2;Defective democracy;4,50;4;Very limited;6,22;2;Good;7,3;2;Substantial;6,62;2;Sound
Libya;4;91;4,62;91;4,13;4,5;4;7;4;3;6,5;8;3;8;7;3,0;4;3;3;2;3,0;3;3;3,7;4;4;n/a;3;77;5,11;5,0;5;4,3;5;3;5;4;5,0;4;6;4,5;4;5;6,0;7;5;7,0;7;4,0;3;5;91;4,15;5,7;5;8;7;5;2;7,3;4,58;4,0;4;3;5;3,3;3;5;2;5,0;7;4;3;5;6;6,0;6;6;6;;;3,10;4,13;1,03;ã;5,86;5,11;-0,75;è;2,90;4,15;1,25;ã;;;8;3;8;7;4;2;3,5;2;Aut.;;;4,62;4;Very limited;4,13;4;Moderate autocracy;5,11;3;Limited;4,15;4;Weak;5,7;3;Moderate;4,58;4;Flawed
Lithuania;1;7;8,98;8;9,25;10,0;10;10;10;10;9,5;9;10;10;9;8,8;10;9;8;8;10,0;10;10;8,0;7;8;9;8;7;8,71;8,0;8;9,5;9;10;10;9;9,0;9;9;10,0;10;10;8,0;7;9;8,0;8;8,5;8;9;8;7,08;1,8;1;4;2;1;1;1,6;8,67;8,3;9;8;8;8,3;9;8;8;9,0;10;10;8;9;8;9,0;9;10;8;;;9,35;9,25;-0,10;â;8,71;8,71;0,00;â;7,15;7,08;-0,07;â;;;9;10;10;9;10;8;10;0;Dem.;;;8,98;1;Highly advanced;9,25;1;Democracy in consolidation;8,71;1;Highly advanced;7,08;1;Very good;1,8;5;Negligible;8,67;1;Excellent
Madagascar;5;103;4,27;89;4,37;7,3;7;9;8;5;3,5;2;2;6;4;3,8;3;4;4;4;3,0;3;3;4,3;4;5;n/a;4;102;4,18;2,0;2;4,8;4;3;6;6;6,0;6;6;5,5;5;6;3,5;3;4;4,0;4;3,5;4;3;109;3,61;7,3;8;7;6;10;7;5,5;3,85;3,3;3;3;4;3,7;4;4;3;4,4;6;4;4;4;4;4,0;4;3;5;;;4,45;4,37;-0,08;â;4,32;4,18;-0,14;â;3,34;3,61;0,27;â;;;2;2;6;4;3;4;6;3;Aut.;;;4,27;4;Very limited;4,37;4;Moderate autocracy;4,18;4;Very limited;3,61;4;Weak;7,3;2;Substantial;3,85;4;Flawed
Malawi;5;58;5,77;44;6,65;8,3;9;10;8;6;7,3;6;8;8;7;6,3;7;6;6;6;7,0;7;7;4,5;4;4;6;4;82;4,89;3,0;3;5,8;4;6;7;6;6,5;6;7;6,5;6;7;4,0;3;5;5,0;5;3,5;3;4;34;5,99;6,8;8;7;4;10;8;3,8;6,45;6,7;7;6;7;4,7;4;5;5;6,8;7;7;7;7;6;7,7;8;7;8;;;6,25;6,65;0,40;â;4,89;4,89;0,00;â;5,86;5,99;0,13;â;;;6;8;8;7;7;6;7,5;0;Dem.;;;5,77;3;Limited;6,65;2;Defective democracy;4,89;4;Very limited;5,99;2;Good;6,8;2;Substantial;6,45;2;Sound
Malaysia;7;43;6,35;71;5,23;8,5;10;9;6;9;4,0;5;2;4;5;5,5;5;5;6;6;2,5;3;2;5,7;7;5;n/a;5;22;7,46;7,0;7;7,3;8;6;7;8;8,0;9;7;8,5;9;8;7,0;7;7;8,0;8;6,5;6;7;43;5,65;4,0;4;6;5;3;2;4,;6,52;5,0;5;5;5;6,7;7;7;6;5,8;7;5;6;5;n/a;8,7;7;9;10;;;5,00;5,23;0,23;â;7,25;7,46;0,21;â;5,70;5,65;-0,05;â;;;5;2;4;5;5;6;9,5;2;Aut.;;;6,35;3;Limited;5,23;4;Moderate autocracy;7,46;2;Advanced;5,65;2;Good;4,0;4;Minor;6,52;2;Sound
Mali;3;106;4,09;90;4,25;4,3;3;5;5;4;4,5;3;3;7;5;3,5;3;4;3;4;3,0;3;3;6,0;4;7;n/a;7;110;3,93;1,0;1;5,5;4;5;6;7;5,5;7;4;5,0;5;5;3,0;3;3;4,0;4;3,5;4;3;89;4,19;7,9;8;4;9;9;10;7,1;4,40;4,3;4;4;5;4,0;4;4;4;4,3;5;4;3;5;n/a;5,0;5;5;5;;;7,15;4,25;-2,90;ä;5,04;3,93;-1,11;ä;6,19;4,19;-2,01;ä;;;3;3;7;5;3;4;3,5;3;Aut.;;;4,09;4;Very limited;4,25;4;Moderate autocracy;3,93;4;Very limited;4,19;4;Weak;7,9;2;Substantial;4,40;4;Flawed
Mauritania;3;100;4,36;86;4,40;5,8;7;6;4;6;4,8;3;2;7;7;4,5;4;4;4;6;3,0;3;3;4,0;4;4;n/a;4;97;4,32;3,0;3;3,8;3;2;6;4;5,5;6;5;5,0;5;5;3,5;4;3;6,0;6;3,5;4;3;94;4,06;7,5;8;8;6;8;9;5,9;4,30;3,7;4;4;3;3,3;4;3;3;4,2;4;4;4;4;5;6,0;5;7;6;;;4,50;4,40;-0,10;â;4,32;4,32;0,00;â;4,46;4,06;-0,40;â;;;3;2;7;7;4;6;6,5;2;Aut.;;;4,36;4;Very limited;4,40;4;Moderate autocracy;4,32;4;Very limited;4,06;4;Weak;7,5;2;Substantial;4,30;4;Flawed
Mauritius;5;15;8,11;13;8,55;9,0;10;9;8;9;9,0;9;10;9;8;8,0;9;8;7;8;9,0;9;9;7,8;8;8;8;7;21;7,68;7,0;7;8,3;8;7;9;9;8,0;8;8;8,0;8;8;7,0;8;6;9,0;9;6,5;6;7;15;6,65;2,9;3;4;2;3;3;2,5;7,90;8,0;8;8;8;7,0;8;8;5;8,3;9;9;8;7;n/a;8,3;9;8;8;;;8,53;8,55;0,02;â;7,68;7,68;0,00;â;6,99;6,65;-0,34;â;;;9;10;9;8;9;8;9,5;0;Dem.;;;8,11;2;Advanced;8,55;1;Democracy in consolidation;7,68;2;Advanced;6,65;2;Good;2,9;4;Minor;7,90;2;Sound
Mexico;2;33;6,85;40;6,80;7,8;5;8;10;8;7,0;7;7;8;6;5,8;8;5;4;6;7,0;7;7;6,5;8;7;6;5;31;6,89;6,0;6;7,8;6;7;10;8;9,0;10;8;7,5;7;8;5,5;6;5;7,0;7;5,5;6;5;45;5,64;4,5;6;5;7;3;2;4,3;6,42;6,7;7;7;6;5,3;6;6;4;6,0;8;5;6;5;6;7,7;7;8;8;;;6,95;6,80;-0,15;â;6,86;6,89;0,04;â;5,57;5,64;0,07;â;;;7;7;8;6;8;6;6,5;0;Dem.;;;6,85;3;Limited;6,80;2;Defective democracy;6,89;3;Limited;5,64;2;Good;4,5;3;Moderate;6,42;2;Sound
Moldova;6;45;6,33;34;7,15;8,3;7;8;10;8;7,3;8;7;7;7;6,5;7;6;6;7;7,5;7;8;6,3;7;6;6;6;67;5,50;3,0;3;6,5;6;6;7;7;8,0;9;7;6,5;6;7;4,5;4;5;5,0;5;5,0;5;5;47;5,50;5,4;8;7;4;8;2;3,6;6,12;5,7;5;6;6;5,3;6;6;4;6,8;8;7;7;8;4;6,7;7;6;7;;;7,05;7,15;0,10;â;5,43;5,50;0,07;â;5,39;5,50;0,10;â;;;8;7;7;7;7;7;7,5;0;Dem.;;;6,33;3;Limited;7,15;2;Defective democracy;5,50;3;Limited;5,50;3;Moderate;5,4;3;Moderate;6,12;2;Sound
Mongolia;6;40;6,47;34;7,15;8,5;9;10;10;5;7,3;8;7;8;6;6,3;7;6;5;7;7,5;7;8;6,3;6;6;7;6;59;5,79;3,0;3;6,5;5;7;7;7;8,0;8;8;6,0;5;7;5,5;5;6;7,0;7;4,5;5;4;25;6,24;5,1;8;7;3;7;2;3,6;7,00;6,7;7;6;7;5,0;5;5;5;8,0;9;9;7;6;9;8,3;8;8;9;;;6,85;7,15;0,30;â;5,32;5,79;0,46;â;5,92;6,24;0,32;â;;;8;7;8;6;7;7;7;0;Dem.;;;6,47;3;Limited;7,15;2;Defective democracy;5,79;3;Limited;6,24;2;Good;5,1;3;Moderate;7,00;2;Sound
Montenegro;1;22;7,50;23;7,90;9,0;10;8;9;9;8,0;8;9;9;6;6,8;7;6;6;8;8,5;8;9;7,3;7;7;8;7;28;7,11;7,0;7;7,8;6;7;10;8;8,0;9;7;8,0;8;8;7,0;7;7;6,0;6;6,0;6;6;18;6,51;3,4;5;5;2;4;1;3,1;7,63;7,3;8;7;7;6,3;6;7;6;8,2;10;10;7;7;7;8,7;9;8;9;;;7,60;7,90;0,30;â;6,96;7,11;0,14;â;6,17;6,51;0,34;â;;;8;9;9;6;7;8;9,5;0;Dem.;;;7,50;2;Advanced;7,90;2;Defective democracy;7,11;2;Advanced;6,51;2;Good;3,4;4;Minor;7,63;2;Sound
Morocco;4;95;4,52;95;4,00;6,8;8;7;6;6;3,5;4;2;4;4;3,8;2;3;4;6;2,0;2;2;4,0;3;4;n/a;5;79;5,04;3,0;3;6,3;6;4;8;7;7,0;8;6;6,0;6;6;4,0;4;4;5,0;5;4,0;3;5;80;4,52;6,0;6;5;4;7;8;5,8;4,97;4,3;5;4;4;4,0;4;4;4;5,2;6;3;5;5;7;6,3;7;7;5;;;3,90;4,00;0,10;â;5,11;5,04;-0,07;â;4,20;4,52;0,32;â;;;4;2;4;4;2;6;7;3;Aut.;;;4,52;4;Very limited;4,00;4;Moderate autocracy;5,04;3;Limited;4,52;3;Moderate;6,0;3;Moderate;4,97;4;Flawed
Mozambique;5;70;5,50;58;6,10;7,5;7;9;9;5;7,0;7;7;7;7;4,5;4;4;4;6;6,0;6;6;5,5;6;4;7;5;82;4,89;2,0;2;4,8;4;2;6;7;7,5;8;7;5,5;4;7;4,0;3;5;7,0;7;3,5;4;3;53;5,36;7,3;8;7;4;10;10;5,;5,70;6,3;7;6;6;4,3;4;6;3;4,8;6;4;6;5;3;7,3;6;7;9;;;6,15;6,10;-0,05;â;4,64;4,89;0,25;â;5,07;5,36;0,29;â;;;7;7;7;7;4;6;6;0;Dem.;;;5,50;3;Limited;6,10;2;Defective democracy;4,89;4;Very limited;5,36;3;Moderate;7,3;2;Substantial;5,70;3;Fair
Myanmar;7;125;2,57;119;3,00;4,0;4;3;7;2;4,0;4;3;4;5;2,0;4;2;1;1;2,0;2;2;3,0;3;3;n/a;3;126;2,14;2,0;2;2,0;3;1;2;2;3,0;4;2;2,0;1;3;1,0;1;1;3,0;3;2,0;3;1;97;3,96;8,5;9;9;8;9;8;8,;4,10;3,7;3;3;5;2,3;2;2;3;4,4;4;5;5;4;4;6,0;6;5;7;;;1,93;3,00;1,07;ã;1,46;2,14;0,68;æ;1,77;3,96;2,19;ã;;;4;3;4;5;4;1;3;3;Aut.;;;2,57;5;Failed;3,00;5;Hard-line autocracy;2,14;5;Rudimentary;3,96;4;Weak;8,5;1;Massive;4,10;4;Flawed
Namibia;5;30;7,09;25;7,75;8,5;9;9;9;7;8,8;8;10;8;9;7,3;7;9;6;7;7,5;7;8;6,8;7;7;7;6;39;6,43;3,0;3;7,5;7;6;8;9;8,0;8;8;7,5;8;7;6,0;6;6;7,0;7;6,0;7;5;28;6,17;4,2;5;4;4;5;4;3,1;7,08;7,3;8;7;7;6,3;6;7;6;7,0;9;9;8;5;4;7,7;7;8;8;;;7,70;7,75;0,05;â;6,29;6,43;0,14;â;6,03;6,17;0,14;â;;;8;10;8;9;7;7;8;0;Dem.;;;7,09;2;Advanced;7,75;2;Defective democracy;6,43;3;Limited;6,17;2;Good;4,2;4;Minor;7,08;2;Sound
Nepal;7;99;4,37;82;4,63;5,5;6;6;6;4;5,5;5;3;7;7;4,5;5;5;4;4;3,0;3;3;4,7;4;5;n/a;5;104;4,11;2,0;2;6,3;5;6;8;6;5,0;4;6;5,0;5;5;2,5;2;3;4,0;4;4,0;5;3;96;3,98;7,7;9;7;6;9;9;6,;4,20;3,3;3;3;4;3,0;3;3;3;4,8;6;5;4;5;4;5,7;6;5;6;;;5,00;4,63;-0,37;â;3,89;4,11;0,21;â;3,75;3,98;0,23;â;;;5;3;7;7;5;4;5;2;Aut.;;;4,37;4;Very limited;4,63;4;Moderate autocracy;4,11;4;Very limited;3,98;4;Weak;7,7;2;Substantial;4,20;4;Flawed
Nicaragua;2;67;5,57;67;5,60;7,5;7;8;9;6;7,0;6;8;7;7;4,0;4;3;3;6;4,0;4;4;5,5;5;6;6;5;65;5,54;3,0;3;6,3;5;5;9;6;7,5;8;7;6,5;6;7;4,5;5;4;6,0;6;5,0;5;5;70;4,82;5,7;6;5;4;8;6;5,3;5,33;5,7;6;7;4;5,0;4;7;4;5,0;6;5;5;4;5;5,7;5;5;7;;;5,75;5,60;-0,15;â;5,43;5,54;0,11;â;4,74;4,82;0,09;â;;;6;8;7;7;4;6;6,5;0;Dem.;;;5,57;3;Limited;5,60;3;Highly defective democracy;5,54;3;Limited;4,82;3;Moderate;5,7;3;Moderate;5,33;3;Fair
Niger;3;76;5,32;46;6,60;5,5;6;8;5;3;8,5;9;7;9;9;6,0;8;5;5;6;7,0;7;7;6,0;7;5;n/a;6;108;4,04;1,0;1;5,3;4;6;6;5;7,0;8;6;4,5;4;5;3,0;3;3;5,0;5;2,5;3;2;30;6,11;7,7;9;7;5;10;10;5,3;6,43;5,3;5;6;5;5,3;4;7;5;6,4;7;7;7;6;5;8,7;8;9;9;;;6,65;6,60;-0,05;â;4,25;4,04;-0,21;â;5,63;6,11;0,47;â;;;9;7;9;9;8;6;4,5;0;Dem.;;;5,32;4;Very limited;6,60;2;Defective democracy;4,04;4;Very limited;6,11;2;Good;7,7;2;Substantial;6,43;2;Sound
Nigeria;3;83;4,99;69;5,40;5,3;4;8;4;5;7,0;7;6;8;7;5,8;7;7;5;4;5,0;5;5;4,0;4;4;n/a;4;94;4,57;2,0;2;5,5;5;3;7;7;6,5;5;8;5,0;5;5;4,0;4;4;6,0;6;3,0;3;3;65;4,94;7,1;8;5;8;8;8;5,5;5,28;4,0;4;4;4;4,3;4;5;4;4,8;6;6;3;4;5;8,0;8;8;8;;;4,80;5,40;0,60;æ;4,46;4,57;0,11;â;5,00;4,94;-0,06;â;;;7;6;8;7;7;4;4,5;0;Dem.;;;4,99;4;Very limited;5,40;3;Highly defective democracy;4,57;4;Very limited;4,94;3;Moderate;7,1;2;Substantial;5,28;3;Fair
North Korea;7;127;1,98;125;2,60;9,0;10;10;10;6;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;128;1,36;2,0;2;1,0;1;1;1;1;1,0;1;1;1,0;1;1;1,5;1;2;1,0;1;2,0;1;3;127;1,38;7,3;7;10;3;9;9;6,;1,47;1,3;1;1;2;2,3;1;4;2;1,2;1;1;2;1;1;1,0;1;1;1;;;2,60;2,60;0,00;â;1,39;1,36;-0,04;â;1,31;1,38;0,07;â;;;1;1;1;1;1;1;8;6;Aut.;;;1,98;5;Failed;2,60;5;Hard-line autocracy;1,36;5;Rudimentary;1,38;5;Failed;7,3;2;Substantial;1,47;5;Poor
North Macedonia;1;27;7,17;32;7,20;8,5;9;8;8;9;7,3;8;8;8;5;6,8;7;6;6;8;7,0;7;7;6,5;7;6;7;6;27;7,14;6,0;6;8,0;7;7;10;8;8,5;9;8;8,5;8;9;7,0;7;7;6,0;6;6,0;6;6;28;6,17;4,4;5;5;5;5;3;3,4;7,05;7,3;8;7;7;6,3;6;7;6;7,2;9;8;7;6;6;7,3;8;7;7;;;7,60;7,20;-0,40;â;7,11;7,14;0,04;â;6,50;6,17;-0,33;â;;;8;8;8;5;7;8;9;0;Dem.;;;7,17;2;Advanced;7,20;2;Defective democracy;7,14;2;Advanced;6,17;2;Good;4,4;4;Minor;7,05;2;Sound
Oman;4;85;4,91;114;3,32;7,8;10;8;5;8;2,0;3;1;2;2;2,5;1;3;3;3;2,0;2;2;2,3;1;3;n/a;3;38;6,50;6,0;6;6,0;7;3;7;7;8,0;8;8;7,0;7;7;6,5;6;7;7,0;7;5,0;5;5;106;3,75;4,0;3;7;1;1;6;5,9;4,33;3,3;3;4;3;4,7;5;5;4;3,0;4;2;4;2;n/a;6,3;4;7;8;;;3,88;3,32;-0,57;è;6,93;6,50;-0,43;â;4,51;3,75;-0,76;è;;;3;1;2;2;1;3;9;6;Aut.;;;4,91;4;Very limited;3,32;5;Hard-line autocracy;6,50;3;Limited;3,75;4;Weak;4,0;4;Minor;4,33;4;Flawed
Pakistan;7;112;3,70;110;3,53;3,8;3;5;3;4;4,3;6;2;5;4;3,0;4;3;3;2;3,0;3;3;3,7;4;3;n/a;4;111;3,86;3,0;3;5,5;5;5;7;5;3,0;3;3;6,0;6;6;3,0;3;3;3,0;3;3,5;4;3;117;3,10;8,1;8;7;9;8;9;7,6;3,23;2,7;3;2;3;2,7;3;3;2;3,6;4;4;3;3;4;4,0;4;3;5;;;3,43;3,53;0,10;â;4,18;3,86;-0,32;â;3,18;3,10;-0,08;â;;;6;2;5;4;4;2;3,5;2;Aut.;;;3,70;5;Failed;3,53;5;Hard-line autocracy;3,86;4;Very limited;3,10;4;Weak;8,1;2;Substantial;3,23;4;Flawed
Panama;2;31;7,07;31;7,35;8,8;9;10;9;7;8,0;8;9;8;7;5,5;6;5;4;7;7,5;7;8;7,0;7;7;7;7;33;6,79;5,0;5;8,0;7;7;10;8;8,0;8;8;7,5;7;8;6,0;6;6;8,0;8;5,0;5;5;51;5,42;3,6;5;5;3;3;2;3,9;6,32;6,3;6;7;6;4,3;4;6;3;6,6;8;9;7;4;5;8,0;7;8;9;;;7,70;7,35;-0,35;â;7,07;6,79;-0,29;â;5,65;5,42;-0,22;â;;;8;9;8;7;6;7;8;0;Dem.;;;7,07;2;Advanced;7,35;2;Defective democracy;6,79;3;Limited;5,42;3;Moderate;3,6;4;Minor;6,32;2;Sound
Papua New Guinea;7;69;5,56;62;5,95;6,5;6;8;8;4;7,3;6;4;10;9;5,5;6;7;4;5;5,5;4;7;5,0;3;5;7;5;75;5,18;4,0;4;5,3;5;5;6;5;7,0;8;6;6,0;6;6;3,5;3;4;7,0;7;3,5;4;3;73;4,74;7,3;8;6;7;8;10;5,;5,04;5,0;6;4;5;3,7;4;4;3;5,5;8;5;5;4;n/a;6,0;6;5;7;;;6,10;5,95;-0,15;â;5,21;5,18;-0,04;â;4,52;4,74;0,22;â;;;6;4;10;9;6;5;5;0;Dem.;;;5,56;3;Limited;5,95;3;Highly defective democracy;5,18;3;Limited;4,74;3;Moderate;7,3;2;Substantial;5,04;3;Fair
Paraguay;2;50;6,13;49;6,55;7,8;6;9;10;6;7,3;8;7;8;6;5,5;6;5;4;7;6,5;6;7;5,8;7;6;5;5;61;5,71;4,0;4;5,5;4;3;8;7;8,0;8;8;6,5;6;7;4,5;5;4;7,0;7;4,5;4;5;42;5,70;5,4;7;6;5;6;4;4,4;6,35;6,7;7;6;7;5,3;5;6;5;6,4;6;6;6;6;8;7,0;7;7;7;;;7,00;6,55;-0,45;â;5,79;5,71;-0,07;â;6,21;5,70;-0,51;è;;;8;7;8;6;6;7;6;0;Dem.;;;6,13;3;Limited;6,55;2;Defective democracy;5,71;3;Limited;5,70;2;Good;5,4;3;Moderate;6,35;2;Sound
Peru;2;32;7,04;42;6,75;7,8;6;9;9;7;8,0;9;7;8;8;6,3;7;6;6;6;7,0;7;7;4,8;4;5;5;5;25;7,32;5,0;5;8,3;7;8;9;9;10,0;10;10;8,0;7;9;5,0;5;5;9,0;9;6,0;7;5;36;5,94;4,5;5;6;5;5;2;4,;6,77;6,7;7;7;6;5,7;5;6;6;6,4;7;8;6;6;5;8,3;8;9;8;;;6,70;6,75;0,05;â;7,18;7,32;0,14;â;5,73;5,94;0,21;â;;;9;7;8;8;7;6;6,5;0;Dem.;;;7,04;2;Advanced;6,75;2;Defective democracy;7,32;2;Advanced;5,94;2;Good;4,5;3;Moderate;6,77;2;Sound
Philippines;7;36;6,58;40;6,80;7,0;7;7;7;7;7,0;7;6;9;6;6,5;7;7;6;6;7,5;7;8;6,0;5;7;6;6;44;6,36;5,0;5;6,5;6;5;7;8;7,5;8;7;6,5;6;7;5,5;5;6;8,0;8;5,5;7;4;49;5,49;5,0;6;4;6;7;3;4,3;6,17;5,7;6;5;6;5,3;5;6;5;6,0;7;5;6;6;6;7,7;6;8;9;;;6,40;6,80;0,40;â;5,96;6,36;0,39;â;4,92;5,49;0,57;æ;;;7;6;9;6;7;6;7;0;Dem.;;;6,58;3;Limited;6,80;2;Defective democracy;6,36;3;Limited;5,49;3;Moderate;5,0;3;Moderate;6,17;2;Sound
Poland;1;5;9,16;5;9,35;9,8;10;10;9;10;9,8;10;10;10;9;9,3;10;9;8;10;9,5;10;9;8,5;8;9;9;8;4;8,96;8,0;8;9,8;9;10;10;10;9,5;10;9;10,0;10;10;8,5;9;8;9,0;9;8,0;8;8;6;7,21;1,6;2;2;2;1;1;1,5;8,87;8,3;9;8;8;8,3;8;9;8;8,8;10;9;8;8;9;10,0;10;10;10;;;9,20;9,35;0,15;â;8,89;8,96;0,07;â;6,79;7,21;0,42;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,16;1;Highly advanced;9,35;1;Democracy in consolidation;8,96;1;Highly advanced;7,21;1;Very good;1,6;5;Negligible;8,87;1;Excellent
Qatar;4;48;6,16;95;4,00;8,0;10;7;5;10;3,0;2;1;3;6;4,0;2;4;4;6;2,0;2;2;3,0;1;4;n/a;4;12;8,32;9,0;9;7,8;7;7;9;8;8,5;8;9;9,0;9;9;7,0;8;6;10,0;10;7,0;5;9;33;6,01;3,5;1;8;2;1;4;5,;7,02;5,0;5;5;5;8,0;8;9;7;5,8;7;3;8;5;n/a;9,3;9;9;10;;;4,08;4,00;-0,08;â;8,11;8,32;0,21;â;5,88;6,01;0,13;â;;;2;1;3;6;2;6;10;4;Aut.;;;6,16;3;Limited;4,00;4;Moderate autocracy;8,32;1;Highly advanced;6,01;2;Good;3,5;4;Minor;7,02;2;Sound
Romania;1;19;7,90;23;7,90;9,5;10;9;9;10;8,3;8;9;9;7;7,5;7;8;7;8;7,5;7;8;6,8;7;7;7;6;18;7,89;7,0;7;8,8;8;8;10;9;9,0;9;9;9,0;9;9;7,0;7;7;7,0;7;7,5;8;7;39;5,85;3,1;4;5;3;3;1;2,5;6,92;6,0;6;6;6;6,0;7;5;6;8,0;9;8;8;7;8;7,7;8;7;8;;;8,55;7,90;-0,65;è;7,79;7,89;0,11;â;6,41;5,85;-0,55;è;;;8;9;9;7;7;8;10;0;Dem.;;;7,90;2;Advanced;7,90;2;Defective democracy;7,89;2;Advanced;5,85;2;Good;3,1;4;Minor;6,92;2;Sound
Russia;6;77;5,24;86;4,40;7,8;7;8;9;7;3,5;5;2;3;4;4,3;4;4;4;5;2,5;3;2;4,0;4;4;n/a;4;48;6,07;6,0;6;6,5;5;7;8;6;9,0;9;9;4,0;3;5;5,5;6;5;7,0;7;4,5;3;6;104;3,91;4,0;5;7;4;2;1;5,;4,52;4,7;5;4;5;4,7;5;6;3;4,4;6;2;7;3;4;4,3;4;5;4;;;5,35;4,40;-0,95;è;6,11;6,07;-0,04;â;3,99;3,91;-0,08;â;;;5;2;3;4;4;5;7;3;Aut.;;;5,24;4;Very limited;4,40;4;Moderate autocracy;6,07;3;Limited;3,91;4;Weak;4,0;4;Minor;4,52;4;Flawed
