"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 16;  Democracy Status 18;  Trend Democracy;;  Economy Status 16;  Economy Status 18;  Trend Economy;;  Governance Index 16;  Governance Index 18;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Lesotho;5;73;5,19;66;5,60;7,5;8;9;8;5;5,8;8;4;6;5;5,5;4;6;6;6;4,5;4;5;4,8;4;4;6;5;86;4,79;2,0;2;5,5;5;2;8;7;6,5;7;6;7,0;7;7;4,0;3;5;5,0;5;3,5;4;3;103;3,59;6,6;7;7;7;8;6;4,5;3,88;3,7;4;4;3;3,7;4;3;4;3,2;4;3;3;4;2;5,0;5;4;6;;;5,65;5,60;-0,05;�;5,00;4,79;-0,21;�;4,04;3,59;-0,45;�;;;8;4;6;5;4;6;6,5;0;Dem.;;;5,19;4;Very limited;5,60;3;Highly defective democracy;4,79;4;Very limited;3,59;4;Weak;6,6;2;Substantial;3,88;4;Flawed
Liberia;3;63;5,56;41;6,55;7,8;9;8;9;5;7,5;8;7;8;7;5,3;6;5;5;5;7,0;6;8;5,3;5;5;6;5;90;4,57;1,0;1;5,0;4;5;5;6;6,5;6;7;7,0;7;7;3,5;3;4;5,0;5;4,0;5;3;37;5,84;7,1;10;7;4;10;7;4,5;6,25;5,7;7;5;5;5,0;4;6;5;7,0;7;7;8;7;6;7,3;8;7;7;;;6,55;6,55;0,00;�;4,54;4,57;0,04;�;6,16;5,84;-0,32;�;;;8;7;8;7;6;5;7;0;Dem.;;;5,56;3;Limited;6,55;2;Defective democracy;4,57;4;Very limited;5,84;2;Good;7,1;2;Substantial;6,25;2;Sound
Libya;4;122;2,60;123;2,57;1,8;1;2;3;1;3,5;4;2;4;4;1,8;2;2;2;1;2,5;2;3;3,3;3;4;n/a;3;122;2,64;3,0;3;2,5;2;3;1;4;3,5;4;3;2,5;2;3;2,0;1;3;2,0;2;3,0;3;3;122;2,29;7,4;9;7;10;5;4;9,3;2,43;3,0;3;1;5;1,0;1;1;1;2,4;3;2;1;2;4;3,3;3;3;4;;;2,38;2,57;0,18;�;2,89;2,64;-0,25;�;2,47;2,29;-0,18;�;;;4;2;4;4;2;1;1;5;Aut.;;;2,60;5;Failed;2,57;5;Hard-line autocracy;2,64;5;Rudimentary;2,29;5;Failed;7,4;2;Substantial;2,43;5;Poor
Lithuania;1;4;9,24;4;9,45;10,0;10;10;10;10;9,8;10;10;10;9;9,5;10;10;9;9;10,0;10;10;8,0;7;8;9;8;5;9,04;8,0;8;9,8;9;10;10;10;10,0;10;10;10,0;10;10;8,5;8;9;8,0;8;9,0;9;9;5;7,18;1,4;1;3;1;1;1;1,3;8,88;8,3;9;8;8;8,3;9;8;8;9,2;10;10;8;9;9;9,7;10;10;9;;;9,30;9,45;0,15;�;9,00;9,04;0,04;�;7,19;7,18;-0,01;�;;;10;10;10;9;10;9;10;0;Dem.;;;9,24;1;Highly advanced;9,45;1;Democracy in consolidation;9,04;1;Highly advanced;7,18;1;Very good;1,4;5;Negligible;8,88;1;Excellent
Madagascar;5;82;5,01;70;5,35;6,8;6;8;8;5;5,5;6;7;5;4;4,3;4;4;4;5;6,0;5;7;4,3;4;5;4;4;89;4,68;2,0;2;5,3;4;5;6;6;7,0;7;7;6,0;5;7;3,5;3;4;5,0;5;4,0;5;3;61;5,12;6,9;8;7;5;10;6;5,5;5,50;5,3;5;5;6;4,0;4;4;4;6,0;7;5;6;5;7;6,7;6;7;7;;;5,40;5,35;-0,05;�;4,54;4,68;0,14;�;4,86;5,12;0,27;�;;;6;7;5;4;4;5;5,5;0;Dem.;;;5,01;4;Very limited;5,35;3;Highly defective democracy;4,68;4;Very limited;5,12;3;Moderate;6,9;2;Substantial;5,50;3;Fair
Malawi;5;66;5,49;45;6,45;7,8;9;8;8;6;7,3;6;8;8;7;5,8;6;6;5;6;7,0;7;7;4,5;4;4;6;4;91;4,54;2,0;2;5,8;4;6;7;6;5,0;5;5;6,5;6;7;4,0;3;5;5,0;5;3,5;3;4;42;5,61;6,7;8;7;4;10;7;4,3;6,05;6,3;7;5;7;4,3;4;5;4;6,2;7;7;7;5;5;7,3;8;6;8;;;6,50;6,45;-0,05;�;4,61;4,54;-0,07;�;5,63;5,61;-0,02;�;;;6;8;8;7;6;6;7,5;0;Dem.;;;5,49;4;Very limited;6,45;2;Defective democracy;4,54;4;Very limited;5,61;2;Good;6,7;2;Substantial;6,05;2;Sound
Malaysia;7;53;6,00;78;4,78;8,0;9;8;6;9;3,8;4;3;4;4;4,0;3;4;4;5;2,5;3;2;5,7;7;5;n/a;5;22;7,21;7,0;7;7,5;8;6;7;9;7,5;8;7;8,0;9;7;6,5;7;6;8,0;8;6,0;5;7;54;5,20;4,0;4;6;5;2;2;5,;6,00;5,0;5;5;5;6,0;7;6;5;5,0;6;4;5;5;n/a;8,0;7;7;10;;;4,98;4,78;-0,20;�;7,43;7,21;-0,21;�;5,46;5,20;-0,26;�;;;4;3;4;4;3;5;9;3;Aut.;;;6,00;3;Limited;4,78;4;Moderate autocracy;7,21;2;Advanced;5,20;3;Moderate;4,0;4;Minor;6,00;2;Sound
Mali;3;76;5,14;62;5,95;5,5;4;7;6;5;7,3;7;7;8;7;4,8;4;5;4;6;6,0;6;6;6,3;4;7;7;7;97;4,32;1,0;1;5,3;4;4;6;7;6,5;8;5;5,5;5;6;4,0;4;4;5,0;5;3,0;3;3;57;5,17;7,1;8;4;6;9;10;5,9;5,52;5,3;5;5;6;4,3;4;5;4;5,4;6;6;4;5;6;7,0;7;6;8;;;5,85;5,95;0,10;�;4,50;4,32;-0,18;�;5,40;5,17;-0,23;�;;;7;7;8;7;4;6;4,5;0;Dem.;;;5,14;4;Very limited;5,95;3;Highly defective democracy;4,32;4;Very limited;5,17;3;Moderate;7,1;2;Substantial;5,52;3;Fair
Mauritania;3;99;4,22;86;4,22;6,0;8;6;4;6;4,3;3;2;6;6;4,0;3;4;4;5;2,5;3;2;4,3;5;4;n/a;4;100;4,21;3,0;3;3,5;3;2;5;4;5,5;6;5;4,5;5;4;3,5;4;3;6,0;6;3,5;4;3;90;4,06;7,2;8;8;5;8;8;6,;4,33;3,7;4;4;3;3,3;4;3;3;4,0;3;4;4;4;5;6,3;5;7;7;;;4,27;4,22;-0,05;�;4,43;4,21;-0,21;�;4,20;4,06;-0,14;�;;;3;2;6;6;3;5;7;3;Aut.;;;4,22;4;Very limited;4,22;4;Moderate autocracy;4,21;4;Very limited;4,06;4;Weak;7,2;2;Substantial;4,33;4;Flawed
Mauritius;5;13;8,25;12;8,50;9,0;10;9;8;9;8,8;9;10;9;7;8,3;9;9;7;8;9,0;9;9;7,5;8;8;9;5;15;8,00;7,0;7;8,5;9;7;9;9;9,0;10;8;8,5;8;9;7,0;8;6;9,0;9;7,0;7;7;13;6,64;2,6;3;4;2;3;1;2,4;7,96;8,0;8;8;8;6,3;7;7;5;8,5;10;9;8;7;n/a;9,0;9;9;9;;;8,60;8,50;-0,10;�;7,57;8,00;0,43;�;6,74;6,64;-0,10;�;;;9;10;9;7;9;8;9,5;0;Dem.;;;8,25;2;Advanced;8,50;1;Democracy in consolidation;8,00;1;Highly advanced;6,64;2;Good;2,6;4;Minor;7,96;2;Sound
Mexico;2;48;6,23;57;6,10;7,3;5;8;9;7;6,3;7;6;7;5;5,0;7;5;4;4;6,5;6;7;5,5;6;6;5;5;39;6,36;6,0;6;7,5;6;6;10;8;7,5;9;6;7,0;6;8;5,5;6;5;6,0;6;5,0;5;5;57;5,17;5,0;6;6;7;3;3;4,9;5,82;5,7;6;6;5;4,7;5;6;3;5,6;8;5;5;5;5;7,3;7;7;8;;;6,30;6,10;-0,20;�;6,50;6,36;-0,14;�;5,34;5,17;-0,17;�;;;7;6;7;5;7;4;6;0;Dem.;;;6,23;3;Limited;6,10;2;Defective democracy;6,36;3;Limited;5,17;3;Moderate;5,0;3;Moderate;5,82;3;Fair
Moldova;6;54;5,96;54;6,20;7,3;5;8;9;7;6,3;6;5;8;6;5,5;5;5;5;7;6,5;6;7;5,5;6;6;5;5;60;5,71;4,0;4;7,0;6;7;9;6;7,5;8;7;7,0;7;7;5,5;5;6;4,0;4;5,0;5;5;60;5,15;5,3;8;6;4;7;2;4,6;5,75;5,3;4;6;6;5,0;6;6;3;6,0;6;6;6;7;5;6,7;7;5;8;;;6,70;6,20;-0,50;�;5,79;5,71;-0,07;�;5,31;5,15;-0,16;�;;;6;5;8;6;5;7;6;0;Dem.;;;5,96;3;Limited;6,20;2;Defective democracy;5,71;3;Limited;5,15;3;Moderate;5,3;3;Moderate;5,75;3;Fair
Mongolia;6;34;6,59;28;7,40;9,0;10;10;10;6;7,8;8;7;9;7;6,3;7;6;5;7;7,5;7;8;6,5;6;7;7;6;59;5,79;5,0;5;7,0;7;7;7;7;6,0;6;6;6,5;6;7;6,0;6;6;5,0;5;5,0;5;5;28;5,96;4,4;7;6;3;6;1;3,4;6,81;6,0;6;6;6;5,0;5;5;5;8,3;9;9;8;7;n/a;8,0;7;8;9;;;7,30;7,40;0,10;�;5,93;5,79;-0,14;�;5,83;5,96;0,13;�;;;8;7;9;7;7;7;8;0;Dem.;;;6,59;3;Limited;7,40;2;Defective democracy;5,79;3;Limited;5,96;2;Good;4,4;4;Minor;6,81;2;Sound
Montenegro;1;20;7,35;26;7,55;9,0;10;8;8;10;7,5;7;9;8;6;7,0;7;7;6;8;7,0;7;7;7,3;7;7;8;7;23;7,14;7,0;7;8,5;7;8;10;9;7,5;9;6;8,0;8;8;7,0;7;7;6,0;6;6,0;6;6;17;6,49;3,3;5;4;3;4;1;3,;7,62;7,3;8;7;7;6,3;5;7;7;7,8;10;8;7;7;7;9,0;9;8;10;;;7,85;7,55;-0,30;�;7,11;7,14;0,04;�;6,46;6,49;0,03;�;;;7;9;8;6;7;8;10;0;Dem.;;;7,35;2;Advanced;7,55;2;Defective democracy;7,14;2;Advanced;6,49;2;Good;3,3;4;Minor;7,62;2;Sound
Morocco;4;90;4,61;93;3,80;6,8;8;7;6;6;3,0;3;2;4;3;3,3;2;2;4;5;2,0;2;2;4,0;4;4;n/a;4;70;5,43;3,0;3;6,0;5;4;8;7;7,5;8;7;6,0;6;6;4,0;4;4;6,0;6;5,5;6;5;83;4,28;5,7;6;5;4;7;6;6,;4,73;4,3;5;4;4;3,7;4;4;3;4,6;5;3;5;4;6;6,3;7;6;6;;;3,83;3,80;-0,03;�;5,36;5,43;0,07;�;4,37;4,28;-0,09;�;;;3;2;4;3;2;5;7;4;Aut.;;;4,61;4;Very limited;3,80;5;Hard-line autocracy;5,43;3;Limited;4,28;4;Weak;5,7;3;Moderate;4,73;4;Flawed
Mozambique;5;95;4,31;83;4,48;7,0;5;9;9;5;4,8;6;3;5;5;3,0;3;3;3;3;3,0;3;3;4,7;6;3;n/a;5;101;4,14;2,0;2;4,5;4;3;5;6;5,0;5;5;5,5;5;6;3,5;3;4;5,0;5;3,5;4;3;85;4,25;7,7;8;7;7;9;9;6,;4,48;4,7;5;5;4;2,7;3;3;2;4,6;6;4;5;4;4;6,0;6;4;8;;;5,60;4,48;-1,12;�;4,86;4,14;-0,71;�;5,00;4,25;-0,75;�;;;6;3;5;5;3;3;5;3;Aut.;;;4,31;4;Very limited;4,48;4;Moderate autocracy;4,14;4;Very limited;4,25;4;Weak;7,7;2;Substantial;4,48;4;Flawed
Myanmar;7;111;3,38;104;3,50;4,0;4;3;6;3;5,0;7;3;5;5;3,0;4;3;2;3;2,5;2;3;3,0;3;3;n/a;3;114;3,25;2,0;2;3,3;3;3;4;3;3,5;4;3;2,5;2;3;2,5;3;2;6,0;6;3,0;3;3;92;3,97;8,3;9;8;9;8;8;7,5;4,13;3,3;3;3;4;3,0;3;3;3;4,2;4;4;4;5;4;6,0;6;6;6;;;3,20;3,50;0,30;�;2,75;3,25;0,50;�;4,20;3,97;-0,22;�;;;7;3;5;5;4;3;3,5;2;Aut.;;;3,38;5;Failed;3,50;5;Hard-line autocracy;3,25;4;Very limited;3,97;4;Weak;8,3;2;Substantial;4,13;4;Flawed
Namibia;5;37;6,50;27;7,50;8,0;9;8;9;6;8,5;9;9;8;8;6,8;6;9;5;7;7,5;7;8;6,8;7;7;7;6;68;5,50;3,0;3;7,0;6;5;8;9;7,0;8;6;6,0;6;6;5,5;6;5;5,0;5;5,0;6;4;47;5,49;4,6;6;4;4;5;5;3,6;6,23;6,3;7;6;6;5,0;5;5;5;6,6;9;9;6;5;4;7,0;6;7;8;;;7,75;7,50;-0,25;�;6,36;5,50;-0,86;�;6,15;5,49;-0,66;�;;;9;9;8;8;6;7;7,5;0;Dem.;;;6,50;3;Limited;7,50;2;Defective democracy;5,50;3;Limited;5,49;3;Moderate;4,6;3;Moderate;6,23;2;Sound
Nepal;7;92;4,52;76;4,90;5,0;5;5;6;4;6,3;7;5;6;7;4,3;5;5;3;4;5,0;5;5;4,0;3;5;4;4;101;4,14;2,0;2;5,5;5;5;6;6;5,5;4;7;5,0;5;5;2,5;2;3;5,0;5;3,5;4;3;99;3,74;7,2;9;7;6;9;6;6,4;3,98;3,0;3;3;3;2,7;3;2;3;4,6;5;6;5;4;3;5,7;6;4;7;;;5,20;4,90;-0,30;�;4,29;4,14;-0,14;�;4,05;3,74;-0,31;�;;;7;5;6;7;5;4;4,5;0;Dem.;;;4,52;4;Very limited;4,90;3;Highly defective democracy;4,14;4;Very limited;3,74;4;Weak;7,2;2;Substantial;3,98;4;Flawed
Nicaragua;2;76;5,14;75;4,92;7,5;7;8;9;6;5,0;5;3;6;6;3,8;3;3;3;6;3,0;3;3;5,3;4;6;n/a;6;72;5,36;3,0;3;6,0;4;5;9;6;7,5;8;7;6,0;5;7;5,0;5;5;6,0;6;4,0;4;4;87;4,22;5,4;6;4;4;8;5;5,4;4,70;4,0;4;5;3;4,7;4;7;3;4,8;6;4;5;4;5;5,3;5;5;6;;;5,60;4,92;-0,68;�;5,46;5,36;-0,11;�;4,92;4,22;-0,70;�;;;5;3;6;6;3;6;6,5;3;Aut.;;;5,14;4;Very limited;4,92;4;Moderate autocracy;5,36;3;Limited;4,22;4;Weak;5,4;3;Moderate;4,70;4;Flawed
Niger;3;78;5,13;50;6,30;5,5;6;8;5;3;7,0;7;7;7;7;6,0;8;5;5;6;7,0;7;7;6,0;7;5;7;5;105;3,96;1,0;1;5,3;4;6;6;5;6,0;8;4;4,5;4;5;3,0;3;3;6,0;6;2,0;3;1;33;5,87;7,7;9;7;5;10;10;5,3;6,18;5,3;5;6;5;5,0;4;7;4;6,4;7;7;7;5;6;8,0;7;8;9;;;6,70;6,30;-0,40;�;4,11;3,96;-0,14;�;5,94;5,87;-0,08;�;;;7;7;7;7;8;6;4,5;0;Dem.;;;5,13;4;Very limited;6,30;2;Defective democracy;3,96;4;Very limited;5,87;2;Good;7,7;2;Substantial;6,18;2;Sound
Nigeria;3;91;4,60;70;5,35;5,0;4;8;4;4;6,5;7;6;7;6;5,3;6;7;4;4;5,5;5;6;4,5;4;4;6;4;107;3,86;2,0;2;5,0;4;3;6;7;4,5;4;5;4,5;4;5;4,0;4;4;4,0;4;3,0;3;3;75;4,59;7,3;8;7;9;7;7;5,9;4,88;3,3;3;3;4;3,7;3;4;4;5,2;6;6;4;5;5;7,3;7;7;8;;;5,40;5,35;-0,05;�;4,36;3,86;-0,50;�;4,06;4,59;0,53;�;;;7;6;7;6;6;4;4;0;Dem.;;;4,60;4;Very limited;5,35;3;Highly defective democracy;3,86;4;Very limited;4,59;3;Moderate;7,3;2;Substantial;4,88;4;Flawed
North Korea;7;125;2,16;122;2,60;9,0;10;10;10;6;1,0;1;1;1;1;1,0;1;1;1;1;1,0;1;1;1,0;1;1;n/a;1;125;1,71;2,0;2;1,5;2;1;1;2;1,5;2;1;1,0;1;1;2,0;2;2;2,0;2;2,0;1;3;127;1,30;7,3;7;10;3;9;9;6,;1,38;1,0;1;1;1;2,0;1;3;2;1,2;1;1;2;1;1;1,3;2;1;1;;;2,60;2,60;0,00;�;1,68;1,71;0,04;�;1,22;1,30;0,08;�;;;1;1;1;1;1;1;8;6;Aut.;;;2,16;5;Failed;2,60;5;Hard-line autocracy;1,71;5;Rudimentary;1,30;5;Failed;7,3;2;Substantial;1,38;5;Poor
North Macedonia;1;31;6,76;45;6,45;8,0;9;6;8;9;6,3;7;7;7;4;6,0;5;6;5;8;5,5;5;6;6,5;7;6;7;6;26;7,07;6,0;6;8,5;7;8;10;9;8,0;9;7;8,5;8;9;7,0;7;7;6,0;6;5,5;5;6;53;5,24;4,7;5;5;6;5;3;4,;5,95;6,3;6;6;7;5,3;5;6;5;5,8;6;7;5;5;6;6,3;6;6;7;;;6,65;6,45;-0,20;�;7,07;7,07;0,00;�;5,74;5,24;-0,49;�;;;7;7;7;4;5;8;9;0;Dem.;;;6,76;3;Limited;6,45;2;Defective democracy;7,07;2;Advanced;5,24;3;Moderate;4,7;3;Moderate;5,95;3;Fair
Oman;4;93;4,43;116;3,00;7,5;10;7;5;8;1,5;2;1;2;1;2,0;1;2;2;3;2,0;2;2;2,0;1;2;n/a;3;58;5,86;5,0;5;6,0;7;3;7;7;7,0;8;6;7,5;8;7;5,5;5;6;5,0;5;5,0;5;5;104;3,54;4,0;4;8;2;1;3;6,3;4,08;3,3;3;4;3;4,0;5;4;3;3,0;4;2;4;2;n/a;6,0;4;7;7;;;3,22;3,00;-0,22;�;6,29;5,86;-0,43;�;3,67;3,54;-0,12;�;;;2;1;2;1;1;3;9;6;Aut.;;;4,43;4;Very limited;3,00;5;Hard-line autocracy;5,86;3;Limited;3,54;4;Weak;4,0;4;Minor;4,08;4;Flawed
Pakistan;7;102;4,01;98;3,70;4,3;4;5;3;5;4,0;6;3;4;3;3,3;4;3;4;2;3,0;3;3;4,0;4;4;n/a;4;97;4,32;3,0;3;5,3;4;4;7;6;5,0;4;6;5,0;5;5;3,0;3;3;6,0;6;3,0;3;3;108;3,51;7,7;8;6;9;8;8;7,3;3,70;3,7;4;4;3;3,0;4;3;2;3,8;5;4;3;3;4;4,3;5;4;4;;;3,70;3,70;0,00;�;4,11;4,32;0,21;�;3,32;3,51;0,19;�;;;6;3;4;3;4;2;4,5;3;Aut.;;;4,01;4;Very limited;3,70;5;Hard-line autocracy;4,32;4;Very limited;3,51;4;Weak;7,7;2;Substantial;3,70;4;Flawed
Panama;2;25;7,11;29;7,30;8,5;8;10;9;7;7,8;8;8;8;7;6,0;7;5;5;7;7,5;7;8;6,8;7;7;6;7;27;6,93;5,0;5;7,5;7;7;9;7;8,0;8;8;7,5;7;8;6,0;6;6;9,0;9;5,5;6;5;40;5,72;3,5;5;5;3;2;2;3,8;6,69;6,7;7;8;5;5,0;4;7;4;7,8;9;9;8;5;n/a;7,3;8;6;8;;;7,60;7,30;-0,30;�;7,04;6,93;-0,11;�;5,91;5,72;-0,19;�;;;8;8;8;7;7;7;7,5;0;Dem.;;;7,11;2;Advanced;7,30;2;Defective democracy;6,93;3;Limited;5,72;2;Good;3,5;4;Minor;6,69;2;Sound
Papua New Guinea;7;61;5,58;50;6,30;6,5;5;8;9;4;7,8;6;8;9;8;5,8;6;7;4;6;6,5;6;7;5,0;4;5;7;4;83;4,86;3,0;3;5,5;5;5;7;5;6,5;7;6;6,0;6;6;3,5;3;4;6,0;6;3,5;4;3;72;4,78;6,6;8;6;6;7;8;4,9;5,17;4,3;5;4;4;3,7;4;4;3;6,0;7;6;5;5;7;6,7;7;5;8;;;5,90;6,30;0,40;�;4,82;4,86;0,04;�;4,77;4,78;0,02;�;;;6;8;9;8;6;6;4,5;0;Dem.;;;5,58;3;Limited;6,30;2;Defective democracy;4,86;4;Very limited;4,78;3;Moderate;6,6;2;Substantial;5,17;3;Fair
Paraguay;2;47;6,24;45;6,45;7,5;6;9;9;6;7,5;8;8;8;6;5,5;7;5;4;6;6,0;6;6;5,8;7;6;5;5;47;6,04;4,0;4;5,8;4;3;8;8;8,5;9;8;6,5;6;7;5,0;5;5;8,0;8;4,5;4;5;23;6,04;5,1;7;6;4;5;4;4,5;6,78;6,7;7;6;7;5,7;6;6;5;6,8;7;7;7;5;8;8,0;8;8;8;;;6,75;6,45;-0,30;�;6,00;6,04;0,04;�;6,14;6,04;-0,09;�;;;8;8;8;6;7;6;6;0;Dem.;;;6,24;3;Limited;6,45;2;Defective democracy;6,04;3;Limited;6,04;2;Good;5,1;3;Moderate;6,78;2;Sound
Peru;2;29;6,85;39;6,60;7,8;6;9;9;7;7,8;7;8;8;8;6,5;8;6;6;6;6,5;6;7;4,5;4;5;4;5;24;7,11;5,0;5;8,3;7;8;9;9;9,5;10;9;8,0;7;9;5,5;6;5;8,0;8;5,5;6;5;39;5,81;4,8;6;6;5;5;3;3,9;6,57;5,7;6;6;5;6,0;6;7;5;6,6;7;8;6;6;6;8,0;7;9;8;;;6,55;6,60;0,05;�;7,18;7,11;-0,07;�;5,40;5,81;0,41;�;;;7;8;8;8;8;6;6,5;0;Dem.;;;6,85;3;Limited;6,60;2;Defective democracy;7,11;2;Advanced;5,81;2;Good;4,8;3;Moderate;6,57;2;Sound
Philippines;7;38;6,47;50;6,30;6,5;5;7;7;7;6,8;7;6;8;6;5,5;6;7;5;4;7,0;7;7;5,8;4;7;6;6;33;6,64;5,0;5;7,0;6;5;8;9;8,0;9;7;6,5;6;7;6,0;5;7;8,0;8;6,0;7;5;69;4,90;5,3;7;4;6;6;4;5,;5,47;5,3;6;4;6;5,0;4;7;4;5,2;6;4;5;5;6;6,3;6;6;7;;;6,70;6,30;-0,40;�;6,36;6,64;0,29;�;5,22;4,90;-0,32;�;;;7;6;8;6;6;4;6;0;Dem.;;;6,47;3;Limited;6,30;2;Defective democracy;6,64;3;Limited;4,90;3;Moderate;5,3;3;Moderate;5,47;3;Fair
Poland;1;10;8,58;11;8,55;9,5;10;10;8;10;9,3;10;10;9;8;8,0;8;7;8;9;8,0;8;8;8,0;7;9;8;8;8;8,61;8,0;8;9,8;9;10;10;10;9,0;10;8;10,0;10;10;8,5;9;8;8,0;8;7,0;6;8;18;6,25;1,5;2;1;2;1;1;2,3;7,70;7,0;7;7;7;7,7;7;8;8;7,8;9;8;8;7;7;8,3;8;8;9;;;9,50;8,55;-0,95;�;8,96;8,61;-0,36;�;7,22;6,25;-0,96;�;;;10;10;9;8;8;9;10;0;Dem.;;;8,58;1;Highly advanced;8,55;1;Democracy in consolidation;8,61;1;Highly advanced;6,25;2;Good;1,5;5;Negligible;7,70;2;Sound
Qatar;4;56;5,88;97;3,73;8,0;10;7;5;10;2,3;2;1;2;4;3,8;2;3;4;6;2,0;2;2;2,7;1;3;n/a;4;14;8,04;8,0;8;7,8;7;7;9;8;8,5;8;9;9,0;9;9;6,5;7;6;9,0;9;7,5;6;9;50;5,40;3,4;1;9;2;1;2;5,1;6,33;5,0;5;5;5;7,7;8;9;6;5,0;6;3;8;3;n/a;7,7;9;6;8;;;3,83;3,73;-0,10;�;8,18;8,04;-0,14;�;5,33;5,40;0,07;�;;;2;1;2;4;2;6;10;4;Aut.;;;5,88;3;Limited;3,73;5;Hard-line autocracy;8,04;1;Highly advanced;5,40;3;Moderate;3,4;4;Minor;6,33;2;Sound
Romania;1;15;8,06;17;8,15;9,5;10;9;10;9;8,5;9;9;9;7;8,3;8;9;8;8;7,5;7;8;7,0;7;7;8;6;16;7,96;7,0;7;8,8;8;8;10;9;9,5;10;9;8,5;9;8;7,0;7;7;8,0;8;7,0;7;7;32;5,89;3,0;4;5;3;3;1;2,1;6,97;6,0;6;6;6;6,3;6;5;8;8,2;9;9;8;7;8;7,3;8;6;8;;;8,15;8,15;0,00;�;7,96;7,96;0,00;�;5,84;5,89;0,04;�;;;9;9;9;7;8;8;9,5;0;Dem.;;;8,06;2;Advanced;8,15;1;Democracy in consolidation;7,96;2;Advanced;5,89;2;Good;3,0;4;Minor;6,97;2;Sound
Russia;6;70;5,31;81;4,55;8,0;9;9;7;7;3,5;4;3;3;4;4,3;3;4;5;5;3,0;3;3;4,0;4;4;n/a;4;45;6,07;7,0;7;6,5;5;7;8;6;8,0;9;7;4,0;4;4;6,0;6;6;6,0;6;5,0;4;6;105;3,52;3,6;4;6;4;2;1;4,9;4,10;4,7;5;4;5;4,0;4;5;3;4,4;4;3;7;3;5;3,3;3;3;4;;;4,40;4,55;0,15;�;5,71;6,07;0,36;�;3,17;3,52;0,36;�;;;4;3;3;4;3;5;8;4;Aut.;;;5,31;4;Very limited;4,55;4;Moderate autocracy;6,07;3;Limited;3,52;4;Weak;3,6;4;Minor;4,10;4;Flawed
