year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2020;43;3.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;7.0;3.0;2.5;3.0;2.0;5.0;5.0;2.5;3.0;2.0;8.4;9.0;6.0;9.0;10.0;7.1;1.7;1.0;3.0;1.0;2.0;2.0;2.0;2.0;2.6;2.0;2.0;3.0;2.0;4.0;4.3;3.0;4.0;6.0
2016;43;4.0;2.0;2.0;2.0;3.0;3.0;2.0;1.0;1.0;6.0;3.0;2.5;3.0;2.0;5.0;5.0;3.0;3.0;3.0;8.3;9.0;6.0;9.0;10.0;6.6;2.0;1.0;3.0;2.0;2.3;3.0;2.0;2.0;2.6;2.0;2.0;3.0;3.0;3.0;4.7;4.0;4.0;6.0
2022;43;3.0;2.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;7.0;3.0;2.0;2.0;2.0;4.0;4.0;2.5;3.0;2.0;8.3;9.0;6.0;9.0;10.0;6.9;1.7;1.0;3.0;1.0;2.0;2.0;2.0;2.0;2.6;2.0;2.0;3.0;2.0;4.0;4.7;4.0;4.0;6.0
2010;44;10.0;9.0;10.0;9.0;9.0;10.0;10.0;8.0;8.0;10.0;10.0;7.5;8.0;7.0;9.0;9.0;6.5;7.0;6.0;2.3;3.0;2.0;3.0;1.0;1.5;8.7;10.0;8.0;8.0;8.3;8.0;8.0;9.0;9.0;10.0;9.0;9.0;8.0;9.0;9.7;10.0;10.0;9.0
2018;44;9.0;9.0;10.0;9.0;10.0;10.0;10.0;7.0;7.0;10.0;10.0;8.0;9.0;7.0;8.0;8.0;7.0;8.0;6.0;2.1;3.0;3.0;1.0;1.0;1.4;8.3;8.0;8.0;9.0;8.7;9.0;8.0;9.0;8.6;8.0;10.0;8.0;8.0;9.0;10.0;10.0;10.0;10.0
2012;44;10.0;9.0;10.0;9.0;9.0;10.0;10.0;7.0;7.0;10.0;10.0;7.5;8.0;7.0;9.0;9.0;6.5;7.0;6.0;2.3;3.0;2.0;3.0;1.0;1.5;8.3;9.0;8.0;8.0;8.3;8.0;8.0;9.0;8.2;9.0;9.0;8.0;7.0;8.0;10.0;10.0;10.0;10.0
2014;44;9.0;9.0;10.0;9.0;9.0;10.0;10.0;7.0;7.0;10.0;10.0;7.5;8.0;7.0;9.0;9.0;6.5;7.0;6.0;2.3;3.0;3.0;2.0;1.0;1.5;8.3;8.0;9.0;8.0;8.3;8.0;8.0;9.0;8.4;9.0;9.0;8.0;7.0;9.0;10.0;10.0;10.0;10.0
2020;44;10.0;10.0;10.0;9.0;10.0;10.0;10.0;7.0;7.0;10.0;9.0;8.0;9.0;7.0;8.0;8.0;7.0;8.0;6.0;2.1;3.0;3.0;1.0;1.0;1.4;8.3;8.0;8.0;9.0;8.7;9.0;8.0;9.0;8.6;8.0;10.0;8.0;8.0;9.0;10.0;10.0;10.0;10.0
2016;44;9.0;9.0;10.0;9.0;9.0;10.0;10.0;7.0;7.0;10.0;10.0;7.5;8.0;7.0;8.0;8.0;7.0;8.0;6.0;2.3;3.0;3.0;1.0;2.0;1.5;9.0;9.0;9.0;9.0;8.7;8.0;9.0;9.0;8.6;9.0;10.0;8.0;7.0;9.0;10.0;10.0;10.0;10.0
2022;44;10.0;10.0;10.0;10.0;10.0;10.0;10.0;7.0;7.0;10.0;8.0;8.0;8.0;8.0;7.0;7.0;7.5;9.0;6.0;2.4;3.0;5.0;1.0;1.0;1.4;7.3;7.0;7.0;8.0;8.7;9.0;8.0;9.0;8.4;8.0;10.0;7.0;8.0;9.0;10.0;10.0;10.0;10.0
2010;45;2.0;2.0;2.0;2.0;3.0;1.0;2.0;5.0;5.0;6.0;8.0;5.0;5.0;5.0;8.0;8.0;6.0;5.0;7.0;5.8;5.0;5.0;7.0;3.0;5.5;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;4.4;7.0;2.0;6.0;3.0;4.0;7.7;7.0;8.0;8.0
2018;45;1.0;2.0;1.0;2.0;4.0;1.0;1.0;5.0;5.0;8.0;8.0;5.5;5.0;6.0;9.0;9.0;7.0;6.0;8.0;5.4;6.0;5.0;4.0;3.0;5.5;5.0;5.0;5.0;5.0;5.7;6.0;6.0;5.0;4.0;7.0;1.0;5.0;3.0;4.0;6.7;8.0;7.0;5.0
2012;45;1.0;2.0;2.0;2.0;3.0;1.0;2.0;5.0;5.0;6.0;8.0;5.0;5.0;5.0;10.0;10.0;6.5;5.0;8.0;6.1;6.0;5.0;6.0;5.0;5.5;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;4.4;7.0;2.0;6.0;3.0;4.0;7.7;7.0;8.0;8.0
2014;45;1.0;2.0;1.0;2.0;3.0;1.0;2.0;5.0;5.0;7.0;8.0;5.0;5.0;5.0;10.0;10.0;6.5;5.0;8.0;5.8;6.0;5.0;5.0;4.0;5.6;5.0;5.0;5.0;5.0;5.3;6.0;6.0;4.0;4.4;7.0;2.0;6.0;3.0;4.0;7.0;7.0;7.0;7.0
2020;45;1.0;2.0;1.0;2.0;5.0;1.0;1.0;5.0;5.0;8.0;8.0;5.5;5.0;6.0;9.0;9.0;7.0;6.0;8.0;5.4;6.0;5.0;3.0;4.0;5.4;5.0;5.0;5.0;5.0;5.7;6.0;6.0;5.0;4.0;7.0;1.0;5.0;3.0;4.0;6.3;8.0;6.0;5.0
2016;45;1.0;2.0;1.0;2.0;4.0;1.0;1.0;5.0;5.0;7.0;8.0;5.5;5.0;6.0;9.0;9.0;6.5;5.0;8.0;5.6;6.0;5.0;4.0;4.0;5.5;5.0;5.0;5.0;5.0;5.7;6.0;6.0;5.0;4.0;7.0;1.0;5.0;3.0;4.0;6.3;7.0;6.0;6.0
2022;45;1.0;2.0;1.0;2.0;5.0;1.0;1.0;5.0;5.0;7.0;8.0;5.5;5.0;6.0;9.0;9.0;7.0;6.0;8.0;5.3;6.0;5.0;3.0;3.0;5.5;7.7;8.0;7.0;8.0;5.7;6.0;6.0;5.0;4.0;7.0;1.0;5.0;3.0;4.0;6.3;8.0;6.0;5.0
2010;48;6.0;6.0;5.0;6.0;5.0;6.0;6.0;5.0;5.0;9.0;8.0;5.5;5.0;6.0;8.0;8.0;5.0;5.0;5.0;5.3;8.0;8.0;5.0;2.0;5.0;6.0;6.0;6.0;6.0;5.3;6.0;6.0;4.0;5.6;7.0;6.0;5.0;4.0;6.0;7.0;8.0;7.0;6.0
2018;48;7.0;7.0;7.0;7.0;6.0;7.0;8.0;5.0;5.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;4.9;7.0;6.0;4.0;3.0;4.1;7.7;9.0;7.0;7.0;5.7;6.0;7.0;4.0;6.4;7.0;7.0;6.0;6.0;6.0;8.0;8.0;8.0;8.0
2012;48;6.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0;9.0;8.0;5.5;5.0;6.0;7.0;7.0;5.0;5.0;5.0;5.6;8.0;7.0;5.0;4.0;4.8;6.0;7.0;6.0;5.0;5.0;5.0;6.0;4.0;5.6;7.0;6.0;5.0;4.0;6.0;7.3;8.0;7.0;7.0
2014;48;6.0;6.0;7.0;7.0;6.0;7.0;7.0;5.0;5.0;9.0;8.0;5.5;5.0;6.0;7.0;7.0;5.0;5.0;5.0;5.2;8.0;7.0;4.0;3.0;4.1;6.7;7.0;6.0;7.0;5.7;6.0;6.0;5.0;6.0;7.0;6.0;6.0;5.0;6.0;8.0;8.0;8.0;8.0
2020;48;7.0;7.0;7.0;6.0;6.0;7.0;8.0;5.0;5.0;9.0;8.0;6.0;6.0;6.0;7.0;7.0;5.0;5.0;5.0;5.0;7.0;6.0;5.0;3.0;4.3;6.7;7.0;6.0;7.0;5.3;5.0;6.0;5.0;6.0;7.0;7.0;5.0;5.0;6.0;7.7;8.0;7.0;8.0
2016;48;7.0;6.0;7.0;7.0;6.0;7.0;7.0;5.0;5.0;9.0;8.0;5.5;5.0;6.0;7.0;7.0;5.0;5.0;5.0;5.4;8.0;7.0;4.0;4.0;4.1;7.3;8.0;7.0;7.0;6.0;6.0;7.0;5.0;6.0;7.0;6.0;6.0;5.0;6.0;8.0;8.0;8.0;8.0
2022;48;7.0;7.0;6.0;6.0;6.0;7.0;7.0;5.0;5.0;9.0;8.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.1;7.0;7.0;4.0;3.0;4.6;6.0;7.0;5.0;6.0;5.3;5.0;6.0;5.0;5.2;6.0;6.0;5.0;4.0;5.0;7.0;7.0;7.0;7.0
2010;53;10.0;10.0;10.0;10.0;8.0;8.0;10.0;8.0;8.0;8.0;9.0;8.0;8.0;8.0;9.0;9.0;7.5;8.0;7.0;2.4;4.0;1.0;4.0;2.0;1.3;7.7;9.0;7.0;7.0;7.0;7.0;7.0;7.0;8.8;9.0;10.0;8.0;8.0;;8.7;9.0;9.0;8.0
2018;53;10.0;10.0;10.0;10.0;9.0;7.0;10.0;6.0;6.0;10.0;7.0;8.0;8.0;8.0;8.0;8.0;7.5;8.0;7.0;2.1;4.0;1.0;2.0;2.0;1.6;7.3;9.0;6.0;7.0;7.3;7.0;7.0;8.0;9.3;10.0;10.0;9.0;8.0;;9.3;9.0;10.0;9.0
2012;53;10.0;10.0;10.0;10.0;8.0;8.0;10.0;7.0;7.0;9.0;9.0;8.0;8.0;8.0;9.0;9.0;7.5;8.0;7.0;2.7;4.0;1.0;4.0;4.0;1.3;7.7;9.0;7.0;7.0;7.3;7.0;7.0;8.0;9.0;9.0;10.0;9.0;8.0;;9.3;9.0;10.0;9.0
2014;53;10.0;10.0;10.0;9.0;8.0;8.0;10.0;7.0;7.0;9.0;9.0;8.0;8.0;8.0;8.0;8.0;7.5;8.0;7.0;2.6;4.0;1.0;4.0;3.0;1.4;7.3;9.0;6.0;7.0;7.3;7.0;7.0;8.0;9.0;10.0;10.0;8.0;8.0;;9.0;9.0;10.0;8.0
2020;53;10.0;10.0;10.0;10.0;9.0;8.0;10.0;6.0;6.0;10.0;7.0;8.0;8.0;8.0;8.0;8.0;7.5;8.0;7.0;2.1;4.0;1.0;2.0;2.0;1.6;7.3;9.0;6.0;7.0;7.3;7.0;7.0;8.0;9.3;10.0;10.0;9.0;8.0;;9.7;10.0;10.0;9.0
2016;53;10.0;10.0;10.0;9.0;8.0;8.0;10.0;6.0;6.0;9.0;8.0;7.5;8.0;7.0;8.0;8.0;7.0;7.0;7.0;2.4;4.0;1.0;3.0;3.0;1.6;7.7;9.0;7.0;7.0;7.3;7.0;7.0;8.0;9.0;10.0;10.0;8.0;8.0;;9.3;9.0;10.0;9.0
2022;53;10.0;10.0;10.0;10.0;9.0;8.0;10.0;6.0;6.0;10.0;6.0;8.0;8.0;8.0;7.0;7.0;7.0;7.0;7.0;2.1;4.0;1.0;2.0;2.0;1.6;8.3;10.0;7.0;8.0;7.3;7.0;7.0;8.0;9.3;10.0;10.0;9.0;8.0;;9.7;10.0;10.0;9.0
2010;55;10.0;9.0;9.0;7.0;7.0;8.0;9.0;8.0;8.0;9.0;8.0;8.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;2.4;2.0;3.0;1.0;2.0;2.5;7.7;8.0;8.0;7.0;6.7;6.0;7.0;7.0;8.8;10.0;10.0;9.0;7.0;8.0;8.7;9.0;9.0;8.0
2018;55;9.0;9.0;9.0;8.0;7.0;8.0;9.0;7.0;7.0;9.0;7.0;8.0;8.0;8.0;7.0;7.0;7.5;7.0;8.0;2.1;2.0;2.0;1.0;1.0;2.4;7.0;7.0;7.0;7.0;6.7;7.0;6.0;7.0;7.8;9.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;8.0
2012;55;9.0;9.0;9.0;8.0;6.0;8.0;9.0;8.0;8.0;9.0;8.0;8.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;2.4;2.0;3.0;1.0;2.0;2.5;7.3;8.0;7.0;7.0;6.3;6.0;6.0;7.0;8.4;10.0;9.0;8.0;7.0;8.0;8.7;8.0;9.0;9.0
2014;55;9.0;9.0;9.0;8.0;8.0;8.0;9.0;8.0;8.0;9.0;7.0;8.0;8.0;8.0;6.0;6.0;8.0;8.0;8.0;2.0;2.0;2.0;1.0;1.0;2.1;7.7;8.0;8.0;7.0;7.0;7.0;6.0;8.0;8.4;10.0;9.0;8.0;7.0;8.0;8.3;8.0;8.0;9.0
2020;55;9.0;9.0;8.0;7.0;6.0;8.0;9.0;7.0;7.0;9.0;7.0;7.5;7.0;8.0;7.0;7.0;7.0;7.0;7.0;2.3;3.0;2.0;1.0;1.0;2.8;7.0;7.0;7.0;7.0;6.7;7.0;6.0;7.0;7.8;9.0;8.0;8.0;7.0;7.0;7.7;8.0;8.0;7.0
2016;55;9.0;9.0;9.0;8.0;7.0;8.0;9.0;8.0;8.0;9.0;6.0;7.5;7.0;8.0;5.0;5.0;7.5;7.0;8.0;2.0;2.0;2.0;1.0;1.0;2.3;7.7;8.0;8.0;7.0;6.7;6.0;6.0;8.0;8.4;10.0;9.0;8.0;7.0;8.0;8.3;8.0;8.0;9.0
2022;55;9.0;9.0;8.0;7.0;6.0;9.0;9.0;8.0;8.0;9.0;7.0;8.0;8.0;8.0;7.0;7.0;7.5;8.0;7.0;2.3;4.0;2.0;1.0;1.0;2.8;6.3;7.0;6.0;6.0;6.7;7.0;6.0;7.0;8.2;9.0;9.0;8.0;7.0;8.0;7.7;8.0;8.0;7.0
2010;56;1.0;1.0;1.0;2.0;5.0;1.0;1.0;7.0;7.0;4.0;6.0;7.5;7.0;8.0;7.0;7.0;6.5;5.0;8.0;4.5;6.0;3.0;5.0;1.0;4.8;3.3;3.0;3.0;4.0;5.0;4.0;6.0;5.0;2.6;2.0;1.0;5.0;3.0;2.0;4.7;4.0;4.0;6.0
2018;56;1.0;1.0;2.0;2.0;5.0;1.0;1.0;6.0;6.0;4.0;5.0;6.0;6.0;6.0;4.0;4.0;6.0;5.0;7.0;4.1;6.0;2.0;4.0;1.0;4.8;3.7;4.0;3.0;4.0;4.7;4.0;5.0;5.0;3.4;3.0;1.0;6.0;3.0;4.0;6.3;6.0;6.0;7.0
2012;56;1.0;1.0;1.0;2.0;5.0;1.0;1.0;6.0;6.0;4.0;5.0;7.0;6.0;8.0;5.0;5.0;6.5;5.0;8.0;4.6;7.0;3.0;5.0;1.0;4.9;4.0;4.0;4.0;4.0;4.7;4.0;6.0;4.0;2.6;2.0;1.0;5.0;3.0;2.0;5.0;5.0;4.0;6.0
2014;56;1.0;1.0;1.0;2.0;5.0;1.0;1.0;6.0;6.0;4.0;5.0;6.5;6.0;7.0;5.0;5.0;6.0;5.0;7.0;4.3;6.0;2.0;5.0;1.0;4.6;4.0;4.0;4.0;4.0;4.7;4.0;6.0;4.0;2.8;2.0;1.0;6.0;3.0;2.0;5.3;5.0;5.0;6.0
2020;56;1.0;1.0;2.0;2.0;5.0;1.0;1.0;5.0;5.0;3.0;4.0;6.0;6.0;6.0;3.0;3.0;6.0;5.0;7.0;4.3;7.0;2.0;4.0;1.0;4.9;4.0;5.0;3.0;4.0;5.0;3.0;6.0;6.0;3.4;3.0;1.0;6.0;3.0;4.0;5.7;6.0;5.0;6.0
2016;56;1.0;1.0;2.0;2.0;5.0;1.0;1.0;6.0;6.0;4.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;5.0;7.0;4.3;6.0;2.0;4.0;2.0;4.6;4.7;5.0;4.0;5.0;5.0;4.0;6.0;5.0;3.2;2.0;1.0;6.0;3.0;4.0;6.0;6.0;5.0;7.0
2022;56;1.0;1.0;2.0;2.0;5.0;1.0;1.0;5.0;5.0;3.0;4.0;6.0;6.0;6.0;2.0;2.0;6.0;5.0;7.0;4.3;7.0;2.0;4.0;1.0;4.9;6.3;7.0;6.0;6.0;4.7;3.0;6.0;5.0;3.4;3.0;1.0;6.0;3.0;4.0;6.0;6.0;5.0;7.0
2010;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;61;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;5.0;4.0;4.5;5.0;4.0;7.0;7.0;3.0;3.0;3.0;7.0;7.0;3.0;6.0;10.0;6.1;5.0;5.0;5.0;5.0;5.0;4.0;8.0;3.0;3.5;6.0;1.0;6.0;1.0;;8.3;9.0;7.0;9.0
2016;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;61;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;6.0;4.0;4.5;5.0;4.0;6.0;6.0;3.5;3.0;4.0;7.0;7.0;3.0;6.0;10.0;6.1;5.3;5.0;6.0;5.0;5.3;5.0;8.0;3.0;3.5;6.0;1.0;6.0;1.0;;8.0;9.0;7.0;8.0
2010;63;8.0;9.0;7.0;6.0;5.0;7.0;8.0;5.0;5.0;7.0;7.0;4.5;4.0;5.0;8.0;8.0;4.5;5.0;4.0;4.1;5.0;3.0;5.0;3.0;3.6;6.3;6.0;6.0;7.0;5.0;6.0;6.0;3.0;6.6;8.0;9.0;7.0;5.0;4.0;8.7;9.0;9.0;8.0
2018;63;7.0;8.0;6.0;5.0;4.0;7.0;7.0;5.0;5.0;8.0;7.0;4.5;5.0;4.0;7.0;7.0;4.5;4.0;5.0;4.1;5.0;3.0;4.0;3.0;4.4;6.3;6.0;6.0;7.0;5.0;6.0;6.0;3.0;7.0;7.0;9.0;7.0;5.0;;7.3;8.0;7.0;7.0
2012;63;8.0;9.0;7.0;6.0;5.0;7.0;8.0;5.0;5.0;7.0;7.0;4.0;4.0;4.0;8.0;8.0;4.5;5.0;4.0;4.5;5.0;3.0;5.0;5.0;3.9;6.7;7.0;7.0;6.0;5.0;6.0;6.0;3.0;6.6;8.0;9.0;7.0;5.0;4.0;8.7;9.0;9.0;8.0
2014;63;7.0;9.0;6.0;6.0;4.0;7.0;7.0;5.0;5.0;7.0;6.0;4.0;4.0;4.0;6.0;6.0;4.0;4.0;4.0;4.4;5.0;3.0;5.0;4.0;4.1;6.0;6.0;6.0;6.0;4.3;5.0;6.0;2.0;6.4;8.0;9.0;7.0;4.0;4.0;8.0;8.0;8.0;8.0
2020;63;7.0;8.0;6.0;5.0;4.0;7.0;7.0;5.0;5.0;8.0;7.0;4.5;5.0;4.0;7.0;7.0;4.5;4.0;5.0;4.3;5.0;3.0;4.0;4.0;4.6;6.3;6.0;6.0;7.0;5.3;6.0;7.0;3.0;7.0;7.0;9.0;7.0;5.0;;7.7;8.0;7.0;8.0
2016;63;7.0;8.0;6.0;6.0;5.0;7.0;7.0;5.0;5.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;4.5;4.0;5.0;4.5;5.0;3.0;5.0;5.0;4.1;6.7;7.0;6.0;7.0;4.7;6.0;5.0;3.0;7.3;8.0;9.0;7.0;5.0;;7.3;8.0;7.0;7.0
2022;63;7.0;8.0;6.0;5.0;4.0;7.0;7.0;5.0;5.0;8.0;7.0;4.5;5.0;4.0;6.0;6.0;4.5;4.0;5.0;4.1;5.0;3.0;4.0;3.0;4.5;6.7;7.0;6.0;7.0;5.3;6.0;7.0;3.0;7.3;8.0;9.0;7.0;5.0;;7.7;8.0;7.0;8.0
2010;64;7.0;9.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;7.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;4.9;6.0;5.0;6.0;2.0;4.6;4.7;5.0;5.0;4.0;5.0;5.0;6.0;4.0;5.3;5.0;7.0;4.0;5.0;;5.0;6.0;4.0;5.0
2018;64;6.0;9.0;4.0;4.0;5.0;6.0;5.0;5.0;5.0;7.0;6.0;5.5;5.0;6.0;6.0;6.0;5.0;5.0;5.0;4.8;6.0;4.0;5.0;3.0;4.5;5.7;6.0;6.0;5.0;5.0;5.0;6.0;4.0;5.3;5.0;7.0;5.0;4.0;;6.7;7.0;6.0;7.0
2012;64;7.0;7.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;7.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;4.8;6.0;4.0;5.0;3.0;4.8;4.7;5.0;5.0;4.0;5.0;5.0;6.0;4.0;4.8;4.0;6.0;4.0;5.0;;5.3;7.0;4.0;5.0
2014;64;6.0;8.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;7.0;6.0;5.0;5.0;5.0;7.0;7.0;5.0;5.0;5.0;4.8;6.0;4.0;5.0;3.0;4.6;5.0;5.0;6.0;4.0;5.0;5.0;6.0;4.0;5.0;4.0;7.0;4.0;5.0;;5.7;7.0;4.0;6.0
2020;64;8.0;9.0;7.0;6.0;6.0;7.0;7.0;5.0;5.0;8.0;6.0;5.5;5.0;6.0;5.0;5.0;5.0;5.0;5.0;4.4;6.0;3.0;5.0;3.0;3.5;5.0;5.0;5.0;5.0;5.3;5.0;5.0;6.0;6.5;6.0;8.0;7.0;5.0;;7.0;7.0;6.0;8.0
2016;64;6.0;9.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;7.0;6.0;5.5;5.0;6.0;7.0;7.0;5.0;5.0;5.0;5.1;6.0;4.0;5.0;5.0;4.9;5.0;5.0;6.0;4.0;5.0;5.0;6.0;4.0;4.8;4.0;7.0;4.0;4.0;;5.3;6.0;4.0;6.0
2022;64;8.0;9.0;7.0;6.0;6.0;7.0;7.0;5.0;5.0;8.0;5.0;5.5;5.0;6.0;4.0;4.0;4.5;4.0;5.0;4.5;6.0;4.0;5.0;2.0;3.8;4.3;5.0;4.0;4.0;4.3;4.0;4.0;5.0;6.3;6.0;8.0;6.0;5.0;;7.3;7.0;7.0;8.0
2010;65;3.0;2.0;4.0;5.0;4.0;2.0;2.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;4.0;4.0;4.0;5.6;6.0;4.0;8.0;5.0;5.4;4.0;4.0;4.0;4.0;4.7;4.0;6.0;4.0;4.5;6.0;4.0;4.0;4.0;;6.0;5.0;6.0;7.0
2018;65;3.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;3.0;6.0;6.0;3.5;3.0;4.0;5.0;5.0;4.0;4.0;4.0;5.7;7.0;7.0;6.0;4.0;6.1;4.0;4.0;4.0;4.0;4.3;4.0;5.0;4.0;3.2;5.0;2.0;3.0;3.0;3.0;6.0;5.0;5.0;8.0
2012;65;3.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;4.0;4.0;4.0;5.8;6.0;5.0;7.0;6.0;5.8;4.0;4.0;4.0;4.0;4.7;4.0;6.0;4.0;4.0;5.0;3.0;4.0;4.0;;6.0;5.0;6.0;7.0
2014;65;7.0;3.0;6.0;6.0;4.0;3.0;3.0;3.0;3.0;6.0;6.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;5.9;7.0;7.0;7.0;5.0;5.6;4.7;5.0;5.0;4.0;4.0;4.0;4.0;4.0;5.2;7.0;6.0;3.0;4.0;6.0;6.0;5.0;5.0;8.0
2020;65;2.0;2.0;3.0;4.0;3.0;2.0;2.0;3.0;3.0;6.0;5.0;4.0;4.0;4.0;6.0;6.0;4.0;4.0;4.0;5.9;7.0;7.0;6.0;4.0;6.4;4.0;5.0;4.0;3.0;4.3;4.0;5.0;4.0;2.6;3.0;2.0;3.0;3.0;2.0;6.0;5.0;5.0;8.0
2016;65;4.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;3.0;6.0;6.0;4.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0;6.0;7.0;7.0;7.0;5.0;6.1;4.7;5.0;5.0;4.0;4.7;4.0;6.0;4.0;3.8;6.0;3.0;3.0;4.0;3.0;6.3;6.0;5.0;8.0
2022;65;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;6.0;5.0;4.0;4.0;4.0;6.0;6.0;4.0;4.0;4.0;6.1;7.0;7.0;7.0;4.0;6.4;4.3;5.0;5.0;3.0;4.0;4.0;5.0;3.0;2.2;3.0;1.0;3.0;2.0;2.0;6.0;5.0;5.0;8.0
2010;66;8.0;9.0;7.0;6.0;6.0;7.0;9.0;4.0;4.0;9.0;10.0;4.0;4.0;4.0;8.0;8.0;5.0;5.0;5.0;4.5;6.0;3.0;6.0;4.0;3.8;6.3;6.0;7.0;6.0;6.7;6.0;9.0;5.0;6.4;9.0;9.0;6.0;4.0;4.0;9.3;9.0;9.0;10.0
2018;66;9.0;9.0;7.0;6.0;6.0;7.0;9.0;4.0;4.0;9.0;7.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.0;7.0;4.0;6.0;4.0;4.1;6.7;7.0;7.0;6.0;6.3;6.0;8.0;5.0;7.2;8.0;9.0;7.0;7.0;5.0;9.3;9.0;9.0;10.0
2012;66;8.0;9.0;7.0;6.0;6.0;7.0;9.0;4.0;4.0;9.0;10.0;5.5;6.0;5.0;7.0;7.0;5.0;5.0;5.0;4.5;6.0;3.0;6.0;4.0;4.0;7.3;7.0;8.0;7.0;6.3;6.0;8.0;5.0;7.6;9.0;9.0;7.0;7.0;6.0;9.7;9.0;10.0;10.0
2014;66;8.0;9.0;7.0;6.0;6.0;7.0;9.0;4.0;4.0;9.0;9.0;5.5;6.0;5.0;7.0;7.0;5.0;5.0;5.0;4.8;7.0;3.0;6.0;4.0;3.9;7.3;7.0;8.0;7.0;6.3;6.0;8.0;5.0;7.6;9.0;9.0;7.0;7.0;6.0;9.7;9.0;10.0;10.0
2020;66;9.0;9.0;7.0;6.0;6.0;7.0;9.0;4.0;4.0;9.0;7.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.2;7.0;4.0;6.0;5.0;4.3;6.3;7.0;6.0;6.0;6.3;6.0;8.0;5.0;7.6;8.0;9.0;8.0;7.0;6.0;9.0;9.0;8.0;10.0
2016;66;9.0;9.0;7.0;6.0;6.0;6.0;9.0;4.0;4.0;9.0;7.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.2;7.0;4.0;6.0;5.0;4.1;7.3;8.0;7.0;7.0;6.3;6.0;8.0;5.0;7.4;8.0;9.0;7.0;7.0;6.0;9.3;9.0;9.0;10.0
2022;66;9.0;9.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;9.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;5.2;7.0;4.0;6.0;5.0;4.3;5.3;6.0;6.0;4.0;5.7;5.0;7.0;5.0;6.2;7.0;7.0;7.0;5.0;5.0;8.0;7.0;7.0;10.0
2010;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
